Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2016-12-01,-2.43151,52.657732,,0.58,2016-12-01,37,37,37,"https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0808. Outline application for the demolition of the existing school buildings and erection of up to 37 dwellings together with associated open space, landscaping and infrastructure (all matters reserved). https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0808",Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,2013-10-04,outline planning permission,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0808,permissioned,"Grange Park Primary School, Calcott, Stirchley, Telford, Shropshire, TF3 1YQ",BR3,http://www.telford.gov.uk/downloads/file/6576/br3_-_grange_park_primary_school,,,
yes,,2016-12-01,-2.447226,52.712735,,5.29,2018-11-26,123,123,123,"https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0861. Outline planning permission for the erection of up to 123no. dwellings together with open space, sports pitches, landscaping and associated infrastructure, and the demolition of the existing school buildings with all matters reserved. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2013/0861",Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,2016-05-31,outline planning permission,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2013/0861,permissioned,"Sutherland Co Operative Academy, Gibbons Road, Trench, Telford, Shropshire, TF2 7JR",BR4,http://www.telford.gov.uk/downloads/file/6577/br4_-_sutherland_cooperative_academy,,,
yes,,2016-12-01,-2.466977,52.674336,,0.54,2016-12-01,20,20,20,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2010/0502. Outline application for 100% affordable residential development with all matters reserved for subsequent approval.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2010/0502,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,2010-11-23,outline planning permission,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2010/0502,permissioned,"Land at Park Road, Dawley Bank, Telford, Shropshire",BR5,http://www.telford.gov.uk/downloads/file/6578/br5_-_land_at_park_road_dawley_bank,,,
yes,,2016-12-01,-2.513879,52.702442,,0.253,2018-11-26,4,4,4,"https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286. Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053 Reserved matters application for the erection of 4no. dwellings with access including details for layout, scale, appearance, landscaping and conditions 4,6 and 7 pursuant to outline application TWC/2014/1053. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286",Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,not owned by a public authority,2018-05-25,reserved matters approval,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?applicationnumber=TWC/2018/0286,permissioned,"Land back of Constitutional Hill, College, Masonic Building Constitution Hill, Wellington, Telford, Shropshire, TF1 3AY",BR6,http://www.telford.gov.uk/downloads/file/6579/br6_-_land_back_of_constitutional_hil,,,
,,2016-12-01,-2.463348,52.679411,,6,2016-12-01,200,200,200,LDO being progressed on site and 6.0ha is the proposed residential area.,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,,,,Not permissioned,"Old Park 1, Old Park Way",BR10,http://www.telford.gov.uk/downloads/file/6580/br10_-_old_park_1_old_park_way,,,
yes,,2016-12-01,-2.468045,52.688482,,1.052,2016-12-01,30,30,30,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369. Site is part of planning application TWC/2015/0369 for 45 dwellings. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2015/0369,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,not owned by a public authority,2015-12-04,outline planning permission,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2015/0369,permissioned,"Land off Garfield Road, Mossey Green",BR11,http://www.telford.gov.uk/downloads/file/6581/br11_-_land_off_garfield_road_mossey_green,,,
,,2016-12-01,-2.478874,52.668193,,0.43,2016-12-01,13,13,13,,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,,,,Not permissioned,Land East of Fence Road,BR13,http://www.telford.gov.uk/downloads/file/6582/br13_-_land_east_of_fence_road,,,
,,2016-12-01,-2.427055,52.710194,,15.24,2018-11-26,350,350,350,Part of the site is a Local development Order proposed by the Council.,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,,,,Not permissioned,"Granville Site, Donnington",BR14,http://www.telford.gov.uk/downloads/file/6583/br14_-_granville_donnington,,,
,,2016-12-01,-2.378554,52.770454,,1.38,2017-12-01,67,67,67,https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0589. Part of site has planning application for Erection of 9no. dwellings and 3no. Flats.. https://secure.telford.gov.uk/planning/pa-applicationsummary.aspx?Applicationnumber=TWC/2016/0589,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,not owned by a public authority,,full planning permission,https://secure.telford.gov.uk/planning/pa-applicationsummarybackground-public.aspx?Applicationnumber=TWC/2016/0589,pending decision,"Land fronting south side of Water Lane, Newport Shropshire TF10 7LD",BR15,http://www.telford.gov.uk/downloads/file/6584/br15_-_land_fronting_south_side_of_water_lane,,,
,,2016-12-01,-2.460624,52.682011,,6.571,2016-12-01,78,78,78,,Telford & Wrekin Council,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,owned by a public authority,,,,Not permissioned,"Old Park 2, Colliersway",BR16,http://www.telford.gov.uk/downloads/file/6585/br16_-_old_park_2_colliersway,,,
