Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-07,,,,0.09,2017-12-07,,,,Conversion of former Grammar school building into five residential~dwellings. Demolition works include the removal of part of an~extension to the west elevation.,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-12-21,full planning permission,,permissioned,"Site at Old Grammar School, Church Street, Bromyard, Herefordshire, HR7 4DP",162480,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162480,,,
yes,,2017-12-07,,,,1.39,2017-12-07,,,,,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2010-03-22,reserved matters approval,,permissioned,"Barons Cross Camp, Cholstrey Road, Leominster, HR6 8RT",100122,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=100122,,,
yes,,2017-12-07,,,,0.1,2017-12-07,,,,"Alterations, extension and conversion of existing building to provide~nine apartments with ancillary uses and works.",Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2013-09-17,full planning permission,,permissioned,"Land rear of The Kings Head, High Street, Ross-on-Wye, Herefordshire",131206,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=131206,,,
yes,,2017-12-07,,,,0.16,2017-12-07,,,,"Demolition of garages and stores, removal of 4 mature trees, erection~of terrace of four, two storey houses, semi-detached pair of two~storey three bed houses, communal bin store and alteration of walls,~parking & landscaping",Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2014-12-11,full planning permission,,permissioned,"Watsons Car Park Site, Church Street, Ross-on-Wye, Herefordshire",142121,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=142121,,,
yes,,2017-12-07,,,,0.29,2017-12-07,,,,,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,mixed ownership,2015-01-21,full planning permission,,permissioned,"Land East of 20 Belmont Avenue, Hereford, Herefordshire, HR2 7JQ",123177,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=123177,,,
yes,,2017-12-07,,,,0.03,2017-12-07,,,,Proposed conversion of former pub function rooms into 6 self-contained~apartments and external stair to north elevation (For DOC 2 & 3 see~172539).,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2015-11-18,full planning permission,,permissioned,"1 St Martins Street, Hereford, Herefordshire, HR2 7RD",152246,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=152246,,,
yes,,2017-12-07,,,,1.21,2017-12-07,,,,,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-12-05,outline planning permission,,permissioned,"T J Crump Oakwrights Ltd, The Lakes, Swainshill, Herefordshire, HR4 7PU",150173,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=150173,,,
yes,,2017-12-07,,,,0.07,2017-12-07,,,,Proposed erection of 8 dwellings.,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-03-14,full planning permission,,permissioned,"Land off Catherine Street, Hereford",150630,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=150630,,,
yes,,2017-12-07,,,,0.03,2017-12-07,,,,"Proposed change of use of first and second floors from retail into 7~residential apartments. Modification of shop front, removal of part~of first floor to facilitate a roof terrace area and removal of~brickwork infill to blind windows to the rear and insertion of new~matching windows.",Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2017-02-13,full planning permission,,permissioned,"18 - 20 Commercial Street, Hereford, HR1 2DE",164042,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=164042,,,
yes,,2017-12-07,,,,0.58,2017-12-07,,,,Proposed erection of 6 dwellings.,Herefordshire Council,http://opendatacommunities.org/id/unitary-authority/herefordshire,mixed ownership,2016-05-26,full planning permission,,permissioned,"Land adjacent to Chase View Veterinary Clinic, Hildersley, Ross on Wye, Herefordshire, HR9 7NJ",153001,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153001,,,
