Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-10-24,0.48613,51.808943,,0.03,2017-10-24,1,1,1,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,,,,,not permissioned,Barn at Little Longs Chatham Green Little Waltham Chelmsford Essex,CFS11,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.478567,51.699586,,1.64,2017-10-24,20,20,20,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,,,,not permissioned,Former Industrial Site Rignals Lane Galleywood Chelmsford,CFS197,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.48314,51.731819,,0.71,2017-10-24,100,100,100,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,,,,not permissioned,Land North West of Lockside Marina Hill Road South Chelmsford,CFS262,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.478921,51.729363,,0.03,2017-10-24,70,70,70,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,owned by a public authority,,,,not permissioned,Baddow Road Car Park Baddow Road Chelmsford,CFS263,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.454225,51.732211,,0.84,2017-10-24,10,10,10,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,owned by a public authority,,,,not permissioned,Waterhouse Lane Depot and Nursery Waterhouse Lane Chelmsford,CFS266,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.494267,51.738472,,4.63,2017-10-24,200,200,200,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,owned by a public authority,,,,not permissioned,Essex Police HQ and Sports Ground New Court Road Chelmsford,CFS267,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.566802,51.716369,,0.58,2017-10-24,10,10,10,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,,,,not permissioned,Bell Works Well Lane Danbury Chelmsford,CFS274,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-24,0.453149,51.745237,,11.19,2017-10-24,100,100,100,,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,owned by a public authority,,,,not permissioned,Former St Peters College Fox Crescent Chelmsford,CFS276,https://www.chelmsford.gov.uk/planning-and-building-control/planning-policy-and-new-local-plan/new-local-plan/call-for-sites-slaa-and-parish-maps/,,,
yes,,2017-10-30,0.469213,51.731124,,1.12,2017-10-30,357,357,357,"Extension of time limit to permission reference 08/01235/EIA (Demolition of existing buildings and redevelopment of the Essex County Cricket Club County Ground and adjoining New Writtle Street car park to provide: New cricket pavilion, cricket centre and stands (capacity 8000) with ancillary catering, retail and office functions, new media centre, floodlighting and groundsman's facilities; Multi storey car park (307 spaces); 1,754sqm Retail (A1) and catering (A3/A4) uses; 413 residential units in three blocks comprising, 302 no. flats on riverside to the west of the site with under-croft parking, 109 no. flats on Parkway and 2 no. town houses at the site entrance from New Writtle Street",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2013-09-17,full planning permission,,permissioned,Land north west of Essex County Cricket Ground New Writtle Street Chelmsford,13/00690/ETL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.470391,51.73573,,0.38,2017-10-30,84,84,84,"Demolition of all existing buildings and the erection of a mixed use development comprising 84 residential units, 1no. A1 unit and 5no. flexible commercial units (A1/A2/A3/B1/D1), together with parking, public realm and footpath improvements.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2018-05-18,full planning permission,,permissioned,24 Duke Street Chelmsford,14/01692/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.475601,51.73723,,1.26,2017-10-30,37,37,37,"Demolition of existing buildings on site and the construction of a mixed use development comprising a new Class A1 foodstore (2,224sq m net), 37 Class C3 residential units, 630sqm of flexible Class A1-A5/B1/D1 commercial floorspace, Class D2 community centre and associated access, car parking, highway improvements and landscape works.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,,2013-04-08,full planning permission,,permissioned,Royal Mail Sorting Office 30 Victoria Road Chelmsford,12/00833/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.46668,51.700304,,0.65,2017-10-30,13,13,13,"Outline planning application for 13 dwellings on land off Pyms Road, Galleywood, with all matters reserved except for access.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,,,,pending decision,Land north of Galleywood Reservoir Beehive Lane Galleywood,16/01012/OUT,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.466625,51.737329,,0.06,2017-10-30,14,14,14,"Demolition of existing commercial premises and redevelopment to provide 3No Ground Floor Commercial Units and 14No Two bedroom Apartments on First, Second & Third Floors above. Flexible Commercial space to have A1, A2, A3, A4, and B1 Uses. With Associated Refuse & Recycling Collection, Cycle Stores and Vehicle Parking.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-06-28,full planning permission,,permissioned,Burrows Electrical Wholesalers Railway Street Chelmsford,17/00142/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.465293,51.738661,,0.11,2017-10-30,14,14,14,"Site stalled. Demolition of existing office building and construction of new building comprising 14no. two bedroom flats, together with associated parking and amenity space.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-09-30,full planning permission,,permissioned,47 Broomfield Road Chelmsford,16/01145/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.466674,51.737949,,0.02,2017-10-30,20,20,20,"Demolition of existing office building r/o 30-32 Broomfield Road, conversion of existing office building r/o 34 Broomfield Road and extensions/ alterations to create one new residential building comprising 20 flats, external alterations, creation of refuse & cycle stores, provision of turning head and parking space.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,mixed ownership,2014-11-17,full planning permission,,permissioned,Site rear of 30-34 Broomfield Road,14/01360/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.454725,51.792184,,0.46,2017-10-30,10,10,10,"Demolition of existing garages and car standing areas. Construction of 10 No. new dwellings with associated parking, landscaping and access road.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,owned by a public authority,2015-11-11,full planning permission,,permissioned,Garages rear of 24 Cherry Garden Road Great Waltham,15/00838/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.599186,51.661005,,0.1,2017-10-30,2,2,2,Demolition of existing buildings and construction of two dwellings with detached garages.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-10-25,full planning permission,,permissioned,Workshop Main Road Woodham Ferrers Chelmsford,16/01563/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.538961,51.761589,,0.16,2017-10-30,5,5,5,"Demolition of rear storage building. Construction of rear extension to store and to create a cafe and addition of a first floor to create 5 two bed flats. Proposed bicycle store, bin store and associated parking.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-05-05,full planning permission,,permissioned,Boreham Village Store Main Road Boreham,17/00240/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.454316,51.69942,,0.49,2017-10-30,3,3,3,"Demolition of existing buildings and the construction of 3 new dwellings and associated development including high quality landscaped public realm, car parking, and new vehicular accesses from Goat Hall Lane.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-07-15,full planning permission,,permissioned,Haven Orchard Goat Hall Lane Chelmsford,15/01989/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.460318,51.718549,,0.06,2017-10-30,1,1,1,To construct one bedroom self contained maisonette abutting existing building.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-08-10,full planning permission,,permissioned,Site at 71 to 73 Wood Street Chelmsford,17/01118/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.465684,51.738392,,0.01,2017-10-30,4,4,4,Proposed four storey apartment building to serve four new 1 and 2 bed apartments.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-11-10,full planning permission,,permissioned,Land Rear of 43-43A Broomfield Road Chelmsford,16/01482/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.480951,51.73549,,0.03,2017-10-30,1,1,1,Extension to create one new dwelling.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-02-01,full planning permission,,permissioned,Site rear of 139 to 141 Springfield Road Chelmsford,16/02157/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.474094,51.728737,,0.01,2017-10-30,1,1,1,"Demolition of former lock-up garages and construction of three storey, 3-bed dwelling",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-09-30,full planning permission,,permissioned,Land Adjacent 44 Mildmay Road Chelmsford Essex,15/01094/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.478597,51.734811,,0.08,2017-10-30,3,3,3,"Site stalled. Construction of three, one bed apartments",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2012-07-25,full planning permission,,permissioned,Land South East of Riverbank Court Shrublands Close Chelmsford,12/00917/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.473437,51.737141,,0.02,2017-10-30,2,2,2,Two storey side and rear extension and formation of two flats at first floor level,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-08-23,full planning permission,,permissioned,32-33 New Street Chelmsford,15/00774/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.470556,51.729728,,0.06,2017-10-30,5,5,5,Demolition and clearance of existing car mechanic site and redevelopment with 5 no. dwellings. New crossover.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,mixed ownership,2017-06-16,full planning permission,,permissioned,Roadstar Tyre and Exhaust Centre New Writtle Street Chelmsford,17/00207/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.470968,51.735682,,0.02,2017-10-30,5,5,5,Demolition of existing vacant 2 storey building and redevelopment of site with a 3 storey building comprising 5no. residential units with associated refuse and cycle parking.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-11-03,full planning permission,,permissioned,22A Duke Street Chelmsford,15/01231/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.465735,51.727617,,0.18,2017-10-30,5,5,5,Demolition of existing Gospel Hall and construction of 5 No. residential dwellings with associated parking and landscaping.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-12-07,full planning permission,,permissioned,185 New London Road Chelmsford,15/01038/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.470685,51.753323,,0.1,2017-10-30,8,8,8,"Demolition of existing guest house and construction of four 1 bedroom flats and four 2 bedroom flats, with associated parking, amenity areas, bin store and new access.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-12-15,full planning permission,,permissioned,299 Broomfield Road Chelmsford,16/01622/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.468839,51.751618,,0.02,2017-10-30,2,2,2,"First floor side extension, two first floor side windows and one new rear dormer window to the existing building. Three storey rear extension to create 2no two bedroom flats with associated parking on ground floor.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-06-28,full planning permission,,permissioned,Land rear of 269A and 269B Broomfield Road Chelmsford,17/00777/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.601723,51.702246,,0.2,2017-10-30,1,1,1,Removal of all buildings and construction of one two-storey dwelling and detached cartlodge,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-12-22,outline planning permission,,permissioned,Site at Hyde Farm Nursery Hyde Lane Danbury,16/01881/OUT,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.572176,51.718716,,0.2,2017-10-30,9,9,9,"Demolition of existing buildings and construction of 9no. one and two bedroom residential apartments in three blocks, one and a half and two storeys high",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-09-16,full planning permission,,permissioned,86 Main Road Danbury Chelmsford,15/01117/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.589592,51.720707,,0.15,2017-10-30,1,1,1,Demolition of existing cattery and construction of one house,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-08-12,full planning permission,,permissioned,Woodend Cat Hotel 77 Hopping Jacks Lane Danbury Chelmsford,14/01240/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.54766,51.706803,,1.51,2017-10-30,4,4,4,"Demolition of existing commercial storage buildings, re-provision of horsicultural buildings, re-provision of existing dwelling and erection of 4no. new residential dwellings.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-06-15,outline planning permission,,permissioned,Chamberlains Farm Sporhams Lane Sandon,15/01900/OUT,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.4356,51.823724,,0.24,2017-10-30,1,1,1,New detached dwelling with garage,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2015-09-09,outline planning permission,,permissioned,Buildings rear of Spread Eagle Church Lane Ford End,15/01208/OUT,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.518095,51.628472,,0.16,2017-10-30,3,3,3,Site stalled. Demolition of the former petrol filling station and bungalow. Construction of 4 dwellings with associated garages including new access.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-07-11,full planning permission,,permissioned,63 and 65 Brock Hill Runwell Wickford,17/00335/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.516179,51.632227,,0.18,2017-10-30,3,3,3,Demolish existing workshops and storage buildings and construction of 3 new single storey dwellings with associated parking.,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-08-10,full planning permission,,permissioned,Land Rear of 132 Brock Hill Runwell,17/00905/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.491713,51.637497,,0.03,2017-10-30,1,1,1,"Remove existing outbuilding, proposed new two bedroom Chalet Bungalow.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,3017-06-07,full planning permission,,permissioned,Land and Garages at 71 School Road Downham,17/00722/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.471452,51.629814,,0.38,2017-10-30,6,6,6,"Redevelopment of Park Lane Riding School to create six new dwelling houses with associated access, parking and garages.",Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-07-12,full planning permission,,permissioned,Site at Park Lane Riding School Park Lane Ramsden Heath,17/00079/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.469468,51.645162,,0.38,2017-10-30,1,1,1,Construction of a new dwelling,Chelmsford City Council,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-04-26,full planning permission,,permissioned,Land Adjacent Woodside Dowsett Lane Ramsden Heath,17/00312/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
