Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-15,-0.287414,51.55366,,0.03,2018-12-14,5,227,6,,London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,not owned by a public authority,,,,not permissioned,,"Ground, First and Second Floor, 328-330 High Road, Wembley, HA9 6AZ",https://maps.london.gov.uk/brownfield-site-register,BR00003
yes,,2017-12-15,-0.287561,51.557265,,0.15,2018-12-14,40,5,40,"Demolition of the existing office building (Heron House) and the construction of a new four to seven storey mixed use building comprising 829sqm of commercial office space on the ground floor (Use class B1a), 40 self-contained flats (23 x 1bed, 7 x 2bed and 10 x 3bed) on the upper floors, a basement level for car and cycle parking, bin stores and associated landscaping and amenity space",London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,not owned by a public authority,2018-05-24,full planning permission,https://pa.brent.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=DCAPR_82783&activeTab=summary&previousCaseNumber=05%2F2106&keyVal=PROPLPI_202147784_1,permissioned,,"Heron House, 109-115 Wembley Hill Road, Wembley, HA9 8DA",https://maps.london.gov.uk/brownfield-site-register,BR00004
yes,,2017-12-15,-0.266283,51.542723,,0.6,2017-12-15,55,12,55,"Outline planning permission for the demolition of the Former Day Centre and erection of up to 55 units comprising of 15 x houses up to 3-storeys in height (use class C3), one apartment block comprising 5 x 1bed and 7x 2bed flats up to 5-storeys in height (use class C3) and one apartment block comprising 28x 1bed flats up to 5-storeys in height with an element of care (use class C3b) and a new one-way access loop road and on-street parking bays with all matters reserved (as amended)",London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,owned by a public authority,2016-06-07,full planning permission,https://pa.brent.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_202085054_1,permissioned,,"Stonebridge Primary School Annexe, Twybridge Way, London, NW10 0ST",https://maps.london.gov.uk/brownfield-site-register,BR00005
yes,,2017-12-15,-0.278971,51.561992,,0.54,2018-12-14,227,5,227,Prior approval for change of use of floors 1-7 and 9-12 from offices (Use class B1) into residential (Use class C3) involving the creation of 68 one-bed flats and 159 studio flats,London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,,2017-12-19,full planning permission,https://pa.brent.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=PROPLPI_202060644_1&activeTab=summary&previousCaseUprn=202060644&previousCaseNumber=PROPLPI_202060644_1&keyVal=DCAPR_128190|https://pa.brent.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=PROPLPI_202060644_1&activeTab=summary&previousCaseUprn=202060644&previousCaseNumber=PROPLPI_202060644_1&keyVal=DCAPR_136864,permissioned,,"1 Olympic Way, Wembley, HA9 0NP",https://maps.london.gov.uk/brownfield-site-register,BR00006
yes,,2018-12-14,-0.206306,51.545938,,0.041,2018-12-14,1,1,1,Conversion of 3 garages into a detached single storey family dwellinghouse in the rear garden,London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,,2018-07-05,full planning permission,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_136622,permissioned,,"13, Christchurch Avenue, NW6 7QP",,BR00007
yes,,2017-12-15,-0.279098,51.55931,,0.75,2018-12-14,253,5,253,,London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,,,,,not permissioned,,"Olympic Office Centre, 8 Fulton Road, Wembley, HA9 0NU",https://maps.london.gov.uk/brownfield-site-register,BR00008
,,2017-12-15,-0.249061,51.548262,,0.3,2017-12-15,34,5,34,Demolition of 205 Church Road and proposal of new market square to replace Eric Road. Demolition of 3 storey building to the rear of 203 Church Road and proposal of 34 residential dwellings and ground floor non-residential space (class A1/A3/B1/D1).,London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,not owned by a public authority,2017-02-10,full planning permission,https://pa.brent.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_202114352_1,permissioned,,"205, 205A, 205B and Church Road car park and Building rear of 189-203 Church Road, London, NW10 9EP",https://maps.london.gov.uk/brownfield-site-register,BR00009
yes,,2017-12-15,-0.274157,51.544644,,0.92,2018-12-12,382,5,382,Change of use floors 2nd to 20th (excluding part of 6th and 8th floors) and part of 21st floor from office (Use class B1a) to residential (Use class C3) involving the creation of 382 x studios,London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,not owned by a public authority,2017-01-11,full planning permission,https://pa.brent.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_202152983_1,permissioned,,"Wembley Point, 1 Harrow Road, Wembley, HA9 6DE",https://maps.london.gov.uk/brownfield-site-register,BR00010
yes,,2017-12-15,-0.280717,51.589295,,0.11,2018-12-12,6,5,6,"Erection of six family dwelling houses including the provision of new access from Princes Close, associated landscaping, car parking spaces, waste and cycle storage",London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,,2018-09-14,full planning permission,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_139700,permissioned,,"Land rear of 234-240, Princes Avenue, London, NW9 9QU",https://maps.london.gov.uk/brownfield-site-register,BR00011
yes,,2017-12-15,-0.227657,51.555848,,0.42,2017-12-15,5,5,7,"Demolition of existing garages and redevelopment to provide 4 x 2 bedroom bungalows and a 3 storey building adjacent to Midlothian House comprising 3 x 2 bedroom flats, with associated car parking, cycle storage, refuse storage, amenity space and landscaping",London Borough of Brent,http://opendatacommunities.org/id/london-borough-council/brent,,2017-03-30,full planning permission,https://pa.brent.gov.uk/online-applications/applicationDetails.do?previousCaseType=Property&previousKeyVal=PROPLPI_202023029_1&activeTab=summary&previousCaseUprn=202023029&previousCaseNumber=PROPLPI_202023029_1&keyVal=DCAPR_132473,permissioned,,"Oman Avenue Garages, Oman Avenue, London",https://maps.london.gov.uk/brownfield-site-register,BR00012
