Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-08,-0.65,51.6,,2.5,2018-12-10,9,9,9,"Outline application for: Erection of 9 dwellings, formation of new access and associated driveway",South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2016-04-27,outline planning permission,,permissioned,,"''Beaconsfield Garden Centre, London Road, Beaconsfield''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0005
,,2017-12-08,-0.63,51.6,,4.9,2018-12-10,5,5,11,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,,,,not permissioned,,"''Land North of M40 & South of Hedgerley Lane, including Harrias House''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0032
yes,,2017-12-08,-0.66,51.53,,0.23,2018-12-10,6,6,6,Apartment building comprising 6 dwellings with associated works,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2017-11-13,full planning permission,,permissioned,,"''73 High Street and Land to Rear, Burnham''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0034
,,2017-12-08,-0.51,51.51,,42.95,2018-12-10,130,130,320,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,,,,not permissioned,,"''Thorney Business Park, Thorney Lane South''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0043
,,2017-12-08,-0.62,51.6,,36.89,2018-12-10,350,350,350,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,,,,not permissioned,,"''Wilton Park Land Parcel 1, Wilton Park''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0055
yes,,2017-12-08,-0.62,51.55,,0.03,2018-12-10,6,6,8,,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,,,,not permissioned,,"''4a The Broadway, Farnham Common, ''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0285
yes,,2017-12-08,-0.58,51.59,,13.55,2018-12-10,8,8,11,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,,,,not permissioned,,"''Bulstrode, Oxford Road, Gerrards Cross, ''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0320
yes,,2017-12-08,-0.66,51.52,,0.08,2018-12-10,5,5,10,,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,,,,not permissioned,,"''53 Huntercombe Lane, Burnham, ''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0339
yes,,2017-12-08,-0.66,51.53,,0.27,2018-12-10,23,23,23,"Erection of 23 dwellings (comprising 3 one bedroom, 1 two bedroom apartments and 19 three bedroom houses), car parking, associated landscaping and ancillary works.",South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2015-11-12,full planning permission,,permissioned,,"''77 Stomp Road, Burnham''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0387
yes,,2017-12-08,-0.51,51.5,,1.28,2018-12-10,5,5,5,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies and the Supplementary Planning Document guidance will apply to any future development proposals.. Conversion of existing barn in to five dwellinghouses with associated parking.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2015-06-25,full planning permission,,permissioned,,"''Old Slade Farm, 41 Old Slade Lane, Iver''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0391
yes,,2017-12-08,-0.55,51.59,,0.12,2018-12-10,32,32,32,Construction of a five storey building to provide 32 no. residential (Class C3) units including car parking and associated works.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2018-03-07,full planning permission,,permissioned,,"''Aston House, 62-68 Oak End Way, Gerrards Cross''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0418
,,2017-12-08,-0.61,51.55,,0.44,2018-12-10,7,7,7,Outline application for: Redevelopment of site to provide 7 dwellings and replacement of existing hall together with associated parking and access roads.,South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2016-07-15,outline planning permission,,permissioned,,"''Land Rear of St. Johns Church, Victoria Road, Farnham Common''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0419
yes,,2017-12-08,-0.49,51.55,,0.46,2018-12-10,22,22,22,"Notification under The Town and Country Planning (General Permitted Development) (England) Order 2015, Part 3 of Schedule 2 Class O for: Change of use from Offices (Class B1) to 22 Residential flats (Class C3).",South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,not owned by a public authority,2016-10-10,other,,permissioned,,"''River Court, 50 Oxford Road, New Denham''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0421
yes,,2017-12-08,-0.53,51.57,,0.75,2018-12-10,34,34,34,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site to provide 34 new residential units (class C3), set out in 4 blocks of accommodation, comprising 6x1 bed and 28x2 bed apartments, together with associated car parking and access, private and shared amenity space, landscaping and other ancillary works.",South Bucks District Council,http://opendatacommunities.org/id/district-council/south-bucks,owned by a public authority,2018-08-17,other,,permissioned,,"''Gerrards Cross Police Station, Oxford Road''",http://www.southbucks.gov.uk/planning/brownfieldregister,SB0428
