Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2016-06-30,-2.58049,51.52791,,2.33,2020-12-15,,5,5,Erection of 205 dwellings Figure shows remaining homes (Net) to be completed. 50 units completed at 17/18 Residential Land Survey. 95 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2016-05-27,reserved matters approval,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2QE7FOKHFS00,permissioned,,Charlton Hayes Northfield Patchway,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,7
yes,,2016-06-30,-2.51044,51.45701,,4.81,2020-12-15,,263,263,Demolition of existing buildings on site and redevelopment of the land for housing. 18 units completed at 17/18 Residential Land Survey. 20 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-12-18,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,permissioned,,Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,13
yes,,2016-06-30,-2.59545,51.51688,,0.32,2020-12-15,,2,2,Erection of 13 dwellings. Outline Application PT13/0404/O. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2017-07-03,reserved matters approval,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHUH58OK7T000,permissioned,,Cedar Lodge Charlton Common Brentry BS10 6LB,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OI9T3AOKJEG00,23
yes,,2016-06-30,-2.4721,51.62956,,2.08,2020-12-15,,10,10,Erection of 20 dwellings Figure shows remaining homes (Net) to be completed. 0 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2012-11-21,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MD4KKMOK7T000,permissioned,,Eastwood Park Training and Conference Centre Falfield GL12 8DA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,24
yes,,2016-06-30,-2.52424,51.61715,,0.94,2020-12-15,,30,30,Demolition of existing buildings and the erection of up to 30 homes. Permission Lapsed 2018,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-08-29,outline planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MJK626OK7T000,lapsed,,3 Alexandra Way Thornbury BS35 1LA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,25
yes,2020-12-15,2016-06-30,-2.40034,51.54034,,0.5,2020-12-15,,0,0,Erection of 11 dwellings. 3 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-12-04,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MNPA4GOK7T000,completed,,Concrete Batching Plant Quarry Road Chipping Sodbury BS37 6AY,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NPQHUUOKHVW00,30
yes,2019-01-04,2016-06-30,-2.45975,51.54642,,0.15,2018-12-31,,0,0,Erection of 14 dwellings Figure shows remaining homes (Net) to be completed. 8 units completed at 17/18 Residential Land Survey. 6 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-03-10,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG7OOK7T000,completed,,10 Algars Drive Iron Acton BS37 9UT,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG7OOK7T000,33
yes,2019-01-04,2016-06-30,-2.4582,51.54735,,0.3,2018-12-31,,0,0,Demolition of existing dwellings and garages to facilitate erection of 13 dwellings Figure shows remaining homes (Net) to be completed. 13 units completed at 18/19 Residential Land Survey. Site COMPLETE.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2015-03-10,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NGZG9FOK7T000,completed,,38 Nibley Lane Iron Acton BS37 9UP,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG9FOK7T000,34
yes,2020-12-15,2016-06-30,-2.5832,51.52232,,0.46,2020-12-15,,0,0,"Erection of 4no. dwellings and a standalone 40 bed care home together with access, parking and associated works (amendment to previously approved scheme PT14/0760/F). 0 units completed at 18/19 Residential Land Survey. Previously PT14/0760/F.",,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2014-07-01,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N1PU68OK7T000,permissioned,,Area H24 And LC3 Northfield Patchway BS34 5DJ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OZXGRUOKLU400,39
yes,,2016-06-30,-2.45889,51.42561,,7.42,2020-12-15,,27,27,Mixed use development on 7.4 hectares of land comprising up to 115 dwellings. Change of use of the Gatehouse to commercial use (Use Class B1); change of use of existing 'canteen' building to commercial and community uses (Use Classes B1/D1); engineering works to raise the raise the existing ground levels; associated landscaping and the retention of Ash House and Heather House in residential use (Use Class C3). 53 units completed at 18/19 Residential Land Survey.,,http://opendatacommunities.org/id/unitary-authority/south-gloucestershire,not owned by a public authority,2016-10-18,full planning permission,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJK1RCOK7T000,permissioned,,Golden Valley Mill Bath Road Bitton BS30 6HJ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NJK1RCOK7T000,45
