Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-12-22,-1.223373,50.615762,,0.31,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,not permissioned,"Former Worsley Inn, High Stret, Wroxall, PO38 3HB",BFR008,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.303079,50.750485,,1.89,2019-12-16,146,146,146,"P/00356/18. Demolition of bungalow; proposed residential development comprising 28 dwellings, 3 blocks of flats comprising of 72 units, 1 block of assisted living accommodation comprising of 44 units, 1 staff unit and 1 guest unit (total of 146 units); associated parking; new vehicular ",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,full planning permission,,pending decision,"Former Somerton Reservoir, Newport Road, Cowes, PO31 7ER",BFR026,https://www.iwight.com/brownfieldlandregister,,,
,2019-12-16,2017-12-22,-1.160125,50.732115,,0.09,2019-12-16,5,5,5,Removed due to no longer meeting the appropriate tests. Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,not permissioned,"9-11 George Street, Ryde, PO33 2EB",BFR038a,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.159589,50.732021,,0.03,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,not permissioned,"6-8 Georges Street, Ryde, PO33 2EB",BFR038b,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.17284,50.629561,,0.37,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,owned by a public authority,,,,not permissioned,"SPA site, Shanklin Esplanade",BFR047,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.153344,50.657865,,0.19,2019-12-16,16,16,16,P/01052/18. Alterations and change of use from residential care home to 16 self-contained flats to include extensions at ground and 1st floor level and replacement raised roof to incorporate converted roof space (revised plans),Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2018-12-18,full planning permission,,permissioned,"23, Carter Street, Sandown, PO36 8DG",BFR050,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.209424,50.708395,,0.28,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,not permissioned,"Car sales area, Havenstreet Garage, Main Road, Havenstreet, PO33 4DR",BFR053,https://www.iwight.com/brownfieldlandregister,,,
,,2017-12-22,-1.25409,50.664786,,0.6,2017-12-22,5,5,5,Residential led development,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,,,,not permissioned,"Cheeks Farm, Merstone Lane, Merstone, Newport, PO30 3DE",BFR073,https://www.iwight.com/brownfieldlandregister,,,
yes,2019-12-16,2017-12-22,-1.174076,50.634875,,0.17,2019-12-16,9,9,9,"Completed. Demolition of hotel, residential development comprising 14 flats",Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2016-04-07,full planning permission,,permissioned,"Berkeley Court Hotel, 2 Culver Road, Shanklin, PO376ER",BFR080,https://www.iwight.com/brownfieldlandregister,,,
yes,2019-12-16,2017-12-22,-1.17865,50.633721,,0.08,2019-12-16,11,11,11,Completed. 4 Storey block of 11 Flats with associated parking,Isle of Wight Council,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,not owned by a public authority,2015-09-03,full planning permission,,permissioned,"Site of Former Rozelle Hotel, 22 Atherley Road, Shanklin, PO377AT",BFR081,https://www.iwight.com/brownfieldlandregister,,,
