Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-31,-1.124352,51.268051,,0.059338,2019-12-23,,5,5,Small site granted permission (13/00747/FUL) in Feburary 2014. Currently under construction and considered deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2014-02-11,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=MO0ZDBCRAT000&activeTab=summary,permissioned,,Three Barrels Winklebury Centre Basingstoke,,13/00747/FUL
yes,,2017-12-31,-1.119274,51.280815,,0.253897,2019-12-23,,19,19,"Planning permission was granted for a net gain of 19 units in March 2015 (13/02321/FUL) . The site is under construction and the developer has confirmed, through the site monitoring consultation, that the remaining units will be delivered in 2018/19. A planning application was been submitted to provide an additional 9 units in the hall (17/00565/FUL), but this has been withdrawn. The site is deliverable within five years.",,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2015-03-20,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=MVYE55CRAT000&activeTab=summary,permissioned,,Main Hall Park Prewett Northbrook Crescent Basingstoke,,13/02321/FUL
yes,2019-12-23,2018-12-31,-1.100087,51.249227,,0.056245,2019-12-23,,7,7,Small site granted permission (14/03214/FUL) in July 2015. The site is considered deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2015-07-28,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NDWLC6CRL0M00&activeTab=summary,permissioned,,Cranbourne House The Harrow Way,,14/03214/FUL
yes,2019-12-23,2018-12-31,-1.337771,51.237067,,0.138729,2019-12-23,,5,5,Small site granted permission for 5 dwellings in July 2015 (14/03880/FUL). No starts recorded on site at 1 April 2018 but site considered deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2015-07-07,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NGU8J8CRFND00&activeTab=summary,permissioned,,The Railway Inn Station Road,,14/03880/FUL
yes,,2017-12-31,-1.172445,51.257887,,0.496163,2019-12-23,,13,13,Planning permission was granted in May 2016 for the conversion of offices to 7 units and erection of 6 further units on site (15/00975/FUL). Site is under construction. At 1 April 2019 there were 5 dwellings outstanding. The site is deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2016-05-13,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NLGY47CRJBL00&activeTab=summary,permissioned,,Leamington Court Andover Road Newfound,,15/00975/FUL
yes,,2019-05-14,-1.125348,51.323459,,1.025137,2019-12-23,,12,12,Outline planning permission was granted for 12 units in Feburary 2016 (15/03029/OUT). A reserved matters application was submitted in December 2018 which is pending consideration (18/03729/RES). The site is deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2016-05-25,outline planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NTLFAVCRMW700&activeTab=summary,permissioned,,Land between Elmdene and Fairholm Aldermaston Road Pamber End,,15/03029/OUT
yes,,2017-12-31,-1.10259,51.252623,,0.668655,2019-12-23,,70,70,A prior notification was approved for the conversion of the building to residential use (14/02433/GPDOFF) encompassing 12 units. A new application for 70 units on the site (15/03170/FUL) was granted permission in December 2016. The site has been cleared to enable development to take place and start on site was recorded in recorded 2017. The site is deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2016-12-23,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NUB80JCRFS600&activeTab=summary,permissioned,,Wella (Gb) Wella Road Basingstoke,,15/03170/FUL
yes,2019-12-23,2017-12-31,-1.086105,51.255992,,0.228597,2019-12-23,,6,6,Outline planning permission grated under reference BDB/74060 in July 2016. Reserved matters approval graned July 2017 (15/04469/RES). As at the 1 April 2018 construction was yet to start. Site considered deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,,2016-07-15,reserved matters approval,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZI3KXCRKV200&activeTab=summary,permissioned,,Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,,15/04469/RES
yes,,2017-12-31,-1.066886,51.328843,,0.522844,2019-12-23,,9,9,Small site granted permission (15/04506/FUL) in November 2016. No start on site has been recorded at 1 April 2019 but the site considered deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2016-11-11,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZPT71CRL0V00&activeTab=summary,permissioned,,Royal British Legion The Street Bramley,,15/04506/FUL
yes,,2017-12-31,-1.172679,51.252745,,0.266285,2019-12-23,,10,10,An full application (15/04534/FUL) for 10 units was granted in September 2016. The site is under cosntruction and completions are expected in 2019/20. It is considered that the site is deliverable within five years.,,http://opendatacommunities.org/id/district-council/basingstoke,not owned by a public authority,2016-09-09,full planning permission,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?keyVal=NZT4PMCR0AQ00&activeTab=summary,permissioned,,Brickells Yard Oakley Lane Oakley,,15/04534/FUL
