Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,,-1.0725,53.9534,,0.96,2022-01-02,187,187,187,"Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,York Barbican Paragon Street,BR-022,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.1181,53.9347,,0.12,2022-01-02,8,8,8,Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Garage Court Site at Challoner Road,BR-013,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0948,53.954,,0.032,2022-01-02,6,6,6,Erection of 3 storey block of 6 no. Apartments.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Car Parking Area Holgate Road,BR-003,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0834,53.9577,,0.022,2022-01-02,8,8,8,Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Mack & Lawler Builders Ltd 2a Low Ousegate,BR-001,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0751,53.9591,,0.28,2022-01-02,196,196,196,Reserved matters application for Block G comprising 196 residential units with commercial floorspace at ground floor (retail/leisure uses),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,reserved matters approval,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Hungate Development Site (Block G),BR-025a,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0822,53.9576,,0.041,2022-01-02,16,16,16,"Proposed change of use of first, second and third floor offices (use class B1) to 18no. residential units (use class C3), with single access from the ground floor of Ousegate House (Nos 2, 4 and 6 Nessgate), under Class O Part 3 Schedule 2 of Article 3 o",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,https://www.york.gov.uk/SearchPlanningApplications,,Bank of Scotland 6 Nessgate,BR-028,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.077,53.9564,,0.107,2022-01-02,24,24,24,Proposed change of use of office (use class B1) to 24no. residential units (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,https://www.york.gov.uk/SearchPlanningApplications,,23 Piccadilly,BR-031,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0707,53.9651,,3.54,2022-01-02,607,607,607,"Outline application with all matters reserved except for access, layout and scale, for the erection of a maximum of 607 residential apartments (use class C3) This is a draft housing allocation site (H1)",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Former Gas Works 24 Heworth Green (Phases I & II),BR-038,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0455,53.9641,,2.35,2022-01-02,83,83,83,This is a draft housing allocation site (H3).Application: 20/01916/OUTM approved at September 2021 Planning Committee for the erection of 83no. dwellings (use class C3,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Burnholme School,BR-039,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0881,53.9689,,1.72,2022-01-02,93,93,93,This is a draft housing allocation site (H7). Application 19/00246/FULM approved at Planning Committee in August 2020 awaiting legal agreement for the erection of 93 dwellings,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,,permissioned,Bootham Crescent Football Ground,BR-040,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.115,53.9335,,1.57,2022-01-02,60,60,60,This is a draft housing allocation site (H8),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,,,Askham Bar Park&Ride,BR-041,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.119,53.9564,,0.33,2022-01-02,56,56,56,This is a draft housing allocation site (H20),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,,,Former Oak Haven EPH 144 Acomb Road,BR-042,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0718,53.9547,,0.2,2022-01-02,15,15,15,This is a draft housing allocation site (H52),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,,,Willow House EPH Long Close Lane,BR-043,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0711,53.9627,,0.2,2022-01-02,20,20,20,This is a draft housing allocation site (H55),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,,,Land at Layerthorpe,BR-044,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0898,53.9399,,1.3,2022-01-02,56,56,56,This is a draft housing allocation site (Part of ST16),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,,,Terry's Extension Site - Land to Rear of Factory,BR-046b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0865,53.9407,,0.6,2022-01-02,33,33,33,This is a draft housing allocation site (Part of ST16),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,,,Terry's Extension Site - Car Park,BR-046c,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.103,53.9593,,35,2022-01-02,1700,1700,1700,"Outline planning application with all matters reserved primarily comprising up to 2,500 homes (Class C3). This is a draft housing allocation site (ST5)",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,York Central Leeman Road,BR-045,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0772,53.9553,,0.27,2022-01-02,108,108,108,Agreed by CYC Executive for residential development at April 2018 meeting.Application 19/02415/FULM for the erection of 106 apartments and flexible commercial floorspace,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,"Castle Mills Car Park, Piccadilly, York",BR-047,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0775,53.9568,,0.11,2022-01-02,23,23,23,Agreed by CYC Executive for residential development at April 2018 meeting.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,,,"Site Of 17 To 21, Piccadilly, York",BR-048,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0751,53.9591,,0.37,2022-01-02,196,196,196,"Erection of a residential apartment block, landscaping and associated works (Block D) (196 Apartments).",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Hungate Development Site (Block D),BR-025c,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0751,53.9591,,0.73,2022-01-02,179,179,179,"Outline consent for Blocks G (see BR-026 for Reserved matters approval) and H (179 homes TBC) for either C3/C2 and flexible commercial uses. Full application for Block D (186 homes); and Block F (101homes), community centre and multi-storey car park",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Hungate Development Site (Block H),BR-025b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0757,53.9534,,0.04,2022-01-02,9,9,9,Proposed change of use from offices to 9 no. flats (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,,,Macmillan Cancer Relief Hamilton House 3 Fawcett Street,BR-051,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0791,53.9748,,4.7,2022-01-02,425,425,425,"This is a draft housing allocation site (Part of ST17) Outline planning application with all matters reserved except for means of access for a mix of uses including 425no. dwellings, offices, retail, a crèche and community uses",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,The Cocoa Works Haxby Road (Phase II),BR-024b,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.1244,53.9689,,38.64,2022-01-02,1100,1100,1100,"Outline application for the development of the site comprising up to 1,100 residential units, community uses (D1/D2) and new public open space with details of access and demolition of the Former Manor School buildings. This is a draft housing allocation",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,British Sugar Corporation Ltd Plantation Drive (CYC Boundary),BR-037,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0889,53.9454,,0.03,2022-01-02,7,7,7,Proposed change of use from retail (use class A1) to no. 7 apartments (use class C3).,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,62 Balmoral Terrace,BR-053,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0873,53.9588,,0.03,2022-01-02,10,10,10,Proposed change of use from offices to 10 no. flats (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,,,Rougier House 5 Rougier Street,BR-054,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0877,53.959,,0.22,2022-01-02,58,58,58,Proposed change of use from offices to 58 no. flats (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,other,,,Northern House Rougier Street,BR-055,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0749,53.9497,,0.1,2022-01-02,7,7,7,Conversion of guest house to 7no. residential units.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Priory Hotel 126-128 Fulford Road,BR-056,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0708,53.9636,,0.236,2022-01-02,62,62,62,"Erection of a 5 storey apartment building with basement comprising 62 residential units (Use Class C3), associated car parking and landscaping works.",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,,permissioned,Vacant Site Eboracum Way,BR-058,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0851,53.9646,,0.067,2022-01-02,9,9,9,Erection of two storey block of 9no. apartments with associated cycle and refuse stores. Part retention of existing car park.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Dean Court Secure Car Park R/O Portland Street,BR-060,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.1201,53.956,,0.05,2022-01-02,6,6,6,"Conversion of ground floor retail (A1) and first floor flat, two storey rear extension and 2no. dormers to side resulting in 7no. Flats",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Overland Underwater Fawcett House 201 Acomb Road,BR-061,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.1076,53.9515,,0.117,2022-01-02,6,6,6,Erection of 6 dwellings following demolition of Public House,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,Puss N Boots 81 Hamilton Drive,BR-062,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0894,53.9699,,0.66,2022-01-02,34,34,34,Erection of 34 dwellings (Use class C3) N.B. This site forms part of the City of York Council's Housing Delivery Programme,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,,,Duncombe Barracks Burton Stone Lane,BR-063,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.0766,53.9459,,1.29,2022-01-02,105,105,105,This site forms part of the City of York Council's Housing Delivery Programme,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,,other,,,Hospital Fields Road and Ordnance Lane,BR-064,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
yes,,,-1.079,53.9747,,2.35,2022-01-02,279,279,279,Application 19/01509/FULM approved for variation of condition 2 of permitted application 17/00284/FULM to make the following changes - increase the number of dwellings from 258 to 279; change the mix of dwellings; changes to the external appearance of th,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,"The Cocoa Works Haxby Road, (Phase I)",BR-024a,https://www.york.gov.uk/downloads/download/4172/brownfield_register,,,
