Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-22,-3.531349,54.530872,,1.34,2017-12-22,16,16,16,16 Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2018-04-11,full planning permission,,permissioned,"Adj Mill Hill Phase 2, Mill Hill, Cleator Moor",CBR001,https://www.copeland.gov.uk/sites/default/files/attachments/cbr001_mill_hill_phase_2.pdf,,,
yes,,2017-12-22,-3.276897,54.21236,,0.35,2017-12-22,8,8,8,Reserved Matters For Full Development Details (8 Dwellings),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-01-13,reserved matters approval,,permissioned,County Highways Depot Holborn Hill,CBR003,https://www.copeland.gov.uk/sites/default/files/attachments/cbr003_former_highways_depot.pdf,,,
yes,,2017-12-22,-3.264386,54.211917,,0.16,2017-12-22,9,9,9,Demolition Of Existing Commercial Building & Erection Of Nine Dwellings (Resubmission Of 4/08/2146/0),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2009-01-08,full planning permission,,permissioned,Former Ashburners Compound Millom Road,CBR004,https://www.copeland.gov.uk/sites/default/files/attachments/cbr004_former_ashburners_compound.pdf,,,
yes,,2017-12-22,-3.530048,54.480781,,0.14,2018-12-17,8,8,8,Reserved Matters For Full Development Details (8 Dwellings),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2018-05-01,reserved matters approval,,permissioned,Former Cinema Buildings Bookwell Street,CBR005,https://www.copeland.gov.uk/sites/default/files/attachments/cbr005_former_cinema_egremont.pdf,,,
yes,,2017-12-22,-3.58712,54.535941,,1.31,2017-12-22,48,48,48,48 Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2007-02-07,full planning permission,,permissioned,Former Lakeland Laundry,CBR006,https://www.copeland.gov.uk/sites/default/files/attachments/cbr006_former_lakeland_laundary.pdf,,,
yes,,2017-12-22,-3.581813,54.532218,,0.45,2018-12-17,18,18,18,Proposed residential development consisting of 18 no. Two and three bedroom homes including all associated external works and drainage works,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2020-11-12,full planning permission,,permissioned,Former Nightclub Meadow Road,CBR007,https://www.copeland.gov.uk/sites/default/files/attachments/cbr007_former_nightclub_whitehaven.pdf,,,
yes,,2017-12-22,-3.528062,54.486307,,0.46,2018-12-17,25,25,25,ERECTION OF 28 NO. APARTMENTS OVER 3.5 STOREYS AND 13 NO. DWELLINGS OVER 2.5 STOREYS WITH ASSOCIATED LANDSCAPING AND CAR PARKING,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2019-02-20,full planning permission,,permissioned,"Land at East Road, Egremont",CBR010,https://www.copeland.gov.uk/sites/default/files/attachments/cbr010_land_at_east_road_egremont.pdf,,,
yes,,2018-01-31,-3.544758,54.514766,,1.55,2017-12-22,26,26,26,Outline Application For The Erection Of 26 Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-08-15,outline planning permission,,permissioned,Land rear to Rusper Drive,CBR011,https://www.copeland.gov.uk/sites/default/files/attachments/cbr011_land_rear_to_rusper_drive_0.pdf,,,
yes,,2017-12-22,-3.585176,54.531644,,3.38,2017-12-22,107,107,107,Residential Development (107 Dwellings),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,,,,pending decision,"Old Welfare Home, Whitehaven",CBR012,https://www.copeland.gov.uk/sites/default/files/attachments/cbr012_old_welfare_home_0.pdf,,,
yes,,2017-12-22,-3.285679,54.197401,,3,2017-12-22,81,81,81,,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2016-04-13,,,not permissioned,"Poolside, Haverigg",CBR013,https://www.copeland.gov.uk/sites/default/files/attachments/cbr013_poolside_haverigg.pdf,,,
yes,,2017-12-22,-3.56278,54.53846,,0.91,2017-12-22,26,26,26,,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,,,,pending decision,"Romar Site, Main Street",CBR014,https://www.copeland.gov.uk/sites/default/files/attachments/cbr014_romar_site_whitehaven_0.pdf,,,
yes,,2017-12-22,-3.552059,54.558579,,0.1,2018-12-17,5,5,5,Construction of 5 No. Detached Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2018-12-20,full planning permission,,permissioned,St Michaels Chapel Moresby Parks Road,CBR015,https://www.copeland.gov.uk/sites/default/files/attachments/cbr015_st_michaels_chapel_moresby.pdf,,,
yes,,2017-12-22,-3.267311,54.212291,,0.62,2017-12-22,25,25,25,25 Residential Units,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,1993-09-02,full planning permission,,permissioned,"Station Yard, Millom",CBR016,https://www.copeland.gov.uk/sites/default/files/attachments/cbr016_station_yard_millom.pdf,,,
yes,,2017-12-22,,,,1.19,2017-12-22,73,73,73,Outline Application For Residential Development,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-01-13,outline planning permission,,permissioned,"Station Yard, Moor Row",CBR017,https://www.copeland.gov.uk/sites/default/files/attachments/cbr017_station_yard_moor_row.pdf,,,
yes,,2017-12-22,-3.489359,54.54016,,0.31,2017-12-22,9,9,9,Outline Application For Erection Of Nine Detached Two Storey Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-10-18,reserved matters approval,,permissioned,Trafalgar Square Yeathouse Road,CBR018,https://www.copeland.gov.uk/sites/default/files/attachments/cbr018_trafalgar_square_frizington.pdf,,,
yes,,2017-12-22,-3.582436,54.567874,,0.44,2017-12-22,7,7,7,Outline Application For Seven Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-03-15,outline planning permission,,permissioned,Whites Row,CBR019,https://www.copeland.gov.uk/sites/default/files/attachments/cbr019_whites_row_parton.pdf,,,
yes,,2018-12-19,-3.568662,54.531419,,0.1,2018-12-19,7,7,7,Outline Application erection of Seven Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2018-10-29,outline planning permission,,permissioned,"Distressed Sailors Inn, Egremont Road",CBR020,https://www.copeland.gov.uk/attachments/cbr020-distressed-sailors-inn-egremont-road,,,
yes,,2018-12-19,-3.511751,54.523695,,3.06,2018-12-19,9,9,9,Phase 1 Comprising Of Nine Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-06-07,outline planning permission,,permissioned,"Land to Rear of Ennerdale View, Birks Road",CBR021,https://www.copeland.gov.uk/attachments/cbr021-land-rear-ennerdale-view,,,
