Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-11-09,-5.678868,54.542087,,0.19,2019-12-10,,10,10,,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,,,not permissioned,,"Etwell House and former coach, Station Approach",,194
yes,,2019-11-12,-5.700749,54.529224,,0.37,2019-12-10,,33,33,"Submitted application, pending decision for 60 extra care apartments (the 33 units yield is derived from the Housing Delivery Test Measurement Rule Book). Site forms part of the Emergency Services Site allocation in the Area Action Plan – Plan E",,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,,,pending decision,,"Former Police and Ambulance Station, Church Street",,535
yes,,2019-12-04,-5.707766,54.510789,,0.32,2019-12-10,,23,23,"Submitted application, pending decision for 23 units.",,http://opendatacommunities.org/id/district-council/epsom-and-ewell,owned by a public authority,,,,pending decision,,"The Wells Centre, Spa Drive",,565
yes,,2019-11-06,-5.633128,54.531439,,0.27,2019-12-10,,13,13,"Submitted application, pending decision for 15 units. Site already has approval for 13 units.",,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,2018-12-13,full planning permission,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,pending decision,,"57 Salisbury Road, Worcester Park",,893
yes,,2019-12-11,-5.697314,54.526982,,0.3,2019-12-10,,9,9,"Submitted application, pending decision for 9 units on upper floors.",,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,,,pending decision,,"Maplins, 42 High Street, Epsom",,1317
yes,2019-12-10,2017-11-13,-5.690468,54.531985,,0.14,2019-12-10,,21,21,Site developed,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,2019-04-30,full planning permission,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,"King's Arms Public House, East Street",,329
yes,2019-09-17,2018-12-04,-5.661605,54.535507,,0.55,2019-12-10,,29,29,Site developed,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,2019-07-17,full planning permission,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,"Lower Mill, Kingston Road",,600
yes,2019-01-29,2018-12-04,-5.690375,54.531637,,0.05,2019-12-10,,5,5,Site developed,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,2015-05-26,full planning permission,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,"Haddad House, 91 East Street",,602
,2019-12-10,2017-11-28,-5.698562,54.528644,,0.23,2019-12-10,,41,41,Owner has not confirmed site is available,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,other,,,,"Epsom Baptist Church, Church Street",,20
yes,2019-12-10,2017-11-08,-5.693931,54.532661,,0.46,2019-12-10,,31,31,Owner has not confirmed site is available,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,2019-04-23,full planning permission,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,,"Rail Land, Mill Road",,21
,2019-12-10,2017-11-15,-5.700081,54.529712,,0.14,2019-12-10,,10,10,Owner has not confirmed site is available,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,other,,,,"United Reformed Church, Church Street",,148
,2019-12-10,2018-12-04,-5.698702,54.526256,,0.18,2019-12-10,,35,35,Owner has not confirmed site is available,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,other,,,,"Spread Eagle Shopping Centre, High Street",,601
,2019-12-10,2018-12-04,-5.688133,54.526849,,0.07,2019-12-10,,8,8,Owner has not confirmed site is available,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,2018-04-25,full planning permission,http://eplanning.epsom-ewell.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,,"Aviary Court, 138 Miles Road",,603
