Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-08-02,-4.047098,51.083753,,0.41,2020-12-09,27,27,27,"DEMOLITION OF EXISTING DWELLINGS & CAR PARKING AREAS & ERECTION OF 27 DWELLINGS, COMMUNITY CENTRE & ASSOCIATED AMENITY SPACE, LANDSCAPING & PARKING (AMENDED DESCRIPTION & PLANS)",North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,2019-04-10,full planning permission,,permissioned,"Beaufort Walk, Gorwell Barnstaple EX32 7JD",BFL/BAR/003,https://www.northdevon.gov.uk/media/380395/bfl-bar-003-beaufort-walk-barnstaple-1-1250.pdf,,,
yes,,2017-08-02,-4.130708,51.206531,,0.24,2020-12-09,6,6,6,CONVERSION OF NURSING HOME TO FORM 11 APARTMENTS,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,2007-02-22,full planning permission,,permissioned,"Willow Court, Torrs Park ILFRACOMBE EX34 8AZ",BFL/ILF/006,https://www.northdevon.gov.uk/media/380413/bfl-ilf-006-willow-court-torrs-park-ilfracombe-1-1250.pdf,,,
,,2017-08-02,-4.226619,51.126985,,0.25,2020-12-09,3,3,6,,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,,,,Not permissioned,"Bay View Farm, Croyde Road Croyde Braunton EX33 1PN",BFL/GEO/012,https://www.northdevon.gov.uk/media/380411/bfl-geo-012-bay-view-caravan-park-croyde-1-750.pdf,,,
,,2017-08-02,-5.932885,51.087495,,0.37,2020-12-09,8,8,10,DEMOLITION OF EXISTING BUILDINGS & ERECTION OF 8 DWELLINGS TOGETHER WITH THE ERECTION OF 2 ADDITIONAL DWELLINGS (GROSS 10 NET 8),North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,2017-04-19,full planning permission,,permissioned,"Fairleigh, Crowborough Road Georgeham Braunton EX33 1JZ",BFL/GEO/017,https://www.northdevon.gov.uk/media/380412/bfl-geo-017-fairleigh-crowborough-road-georgeham-1-1250.pdf,,,
yes,,2017-08-02,-4.058974,51.081727,,0.03,2020-12-09,6,6,6,ALTERATIONS TO & CONVERSION OF BUILDING TO FORM 6 FLATS TO INCLUDE SEVERAL MINOR AMENDMENTS FROM THE ORIGINAL APPROVAL (61963),North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,2018-11-06,full planning permission,,permissioned,"The Tile Centre, 113 Boutport Street Barnstaple EX31 1TD",BFL/BAR/018,https://www.northdevon.gov.uk/media/380396/bfl-bar-018-113-boutport-street-barnstaple-1-750.pdf,,,
,,2017-08-02,-4.02085,51.078751,,0.6,2020-12-09,18,18,21,,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,,,,Not permissioned,"Westacott Heights, Whiddon Valley BARNSTAPLE EX32 7NF",BFL/LAN/027,https://www.northdevon.gov.uk/media/380421/bfl-lan-027-westacott-heights-barnstaple-1-1250.pdf,,,
,,2017-08-02,-4.162247,51.069771,,11.9,2020-12-09,250,250,250,OUTLINE APPLICATION FOR 250 DWELLINGS (USE CLASS C3),North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,,,,pending decision,"Land at Yelland Quay, Yelland BARNSTAPLE EX31 3EZ",BFL/FRE/028,https://www.northdevon.gov.uk/media/380410/bfl-fre-028-land-at-yelland-quay-fremington-1-3500.pdf,,,
yes,,2017-08-02,-4.03796,51.072068,,1.6,2020-12-09,44,44,44,DEMOLITION OF EXISTING GARDEN CENTRE & REDEVELOPMENT OF SITE TO ACCOMMODATE 44 RESIDENTIAL DWELLINGS TOGETHER WITH NEW ADOPTABLE HIGHWAY & ASSOCIATED WORKS (AMENDED DRAWINGS),North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,2014-10-21,full planning permission,,permissioned,"St Johns Garden Centre, St Johns Lane Newport Barnstaple EX32 9DD",BFL/BAR/031,https://www.northdevon.gov.uk/media/380397/bfl-bar-031-st-johns-garden-centre-barnstaple-1-2000.pdf,,,
,,2017-08-02,-3.971107,51.052161,,0.56,2020-12-09,5,5,5,,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,,,,Not permissioned,"Tannery Site, Hannaford Lane Swimbridge EX32 0PL",BFL/SWI/037,https://www.northdevon.gov.uk/media/380424/bfl-swi-037-former-tannery-site-swimbridge-1-1250.pdf,,,
,,2017-08-02,-4.059656,51.083595,,0.23,2020-12-09,10,10,30,,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,,,,Not permissioned,"Telephone Repeater Station, Rackfield BARNSTAPLE EX31 1RL",BFL/BAR/044,https://www.northdevon.gov.uk/media/380398/bfl-bar-044-telephone-repeater-station-rackfield-court-barnstaple-1-750.pdf,,,
,,2017-08-02,-4.055913,51.079992,,3.2,2020-12-09,20,20,60,,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,mixed ownership,,,,Not permissioned,"Queen Street/Bear Street, Barnstaple EX32 8XX",BFL/BAR/047,https://www.northdevon.gov.uk/media/380399/bfl-bar-047-queen-street-bear-street-barnstaple-1-1500.pdf,,,
,,2017-08-02,-4.180367,51.051977,,0.18,2020-12-09,7,7,7,,North Devon Council,http://opendatacommunities.org/id/district-council/north-devon,not owned by a public authority,,,,Not permissioned,"Mollands Garage, Quay Lane INSTOW EX39 4JR",BFL/INS/057,https://www.northdevon.gov.uk/media/380420/bfl-ins-057-mollands-garage-instow-1-750.pdf,,,
