Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-12-21,-2.306,51.852,,0.19,2019-07-16,5,5,5,Suitable Brownfield Site taken from the SHELAA Ref. MIN005,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,,,,not permissioned,"Highcross House, Pound Lane",TBC-BR7,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/Ee5kR70ErPVDodF3DbcAP5wB0QWM2r1Qrc9oj8GWxsGiCA?e=mMVOZt,,,
,,2017-12-21,-2.15,51.99,,0.2,2019-07-16,7,7,7,Suitable Brownfield Site taken from the SHELAA Ref. TEWK004,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,,,,not permissioned,"Healings Mill, Quay Street, Tewkesbury",TBC-BR12,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EVUvE8HaVw9Fo2wS36AvrsYBCBFCTeDh5rPg1KZCnjRu3A?e=bziLCb,,,
,,2017-12-21,-2.14,51.99,,0.9,2019-07-16,25,25,25,Suitable Brownfield Site taken from the SHELAA Ref. TEWK016,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,owned by a public authority,,,,not permissioned,"MAFF Site, Tewkesbury",TBC-BR15,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EblZ4reXiwFEtNpoSoElZVQBypM1B1uuA6yiuyxY2z0UeA?e=B5B9jX,,,
,,2017-12-21,-2.15,51.93,,1.25,2019-07-16,24,24,24,Suitable Brownfield Site taken from the SHELAA Ref. ELM004,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,,,,not permissioned,"Knightsbridge Nursery, Tewkesbury Road",TBC-BR16,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ESWDTZNLVeFMjjVb82yPtU4BdwroO6yiS1Yl3DSfyJZWfA?e=fPMjI4,,,
,,2019-07-16,-2.1,51.99,,0.49,2019-07-16,10,10,10,Suitable Brownfield Site taken from the SHELAA Ref. ASHC020,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,,,,not permissioned,Ashchurch Rifle Range,TBC-BR17,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EejRAjAHn_VNrN-1DvyRoZYBD_AnufxP7nRahdA6otHzTw?e=GsJ9SG,,,
,,2019-07-16,-2.06,51.94,,1.27,2019-07-16,38,38,38,Suitable Brownfield Site taken from the SHELAA Ref. TEWK017,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,owned by a public authority,,,,not permissioned,Bishop's Walk / Spring Gardens,TBC-BR18,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EZkEmn5gTPFIhwXTxOMLSCQBMIijIOFsryZ6YdyunD5TMg?e=EUWYcr,,,
,,2019-07-16,-2.11,51.86,,0.24,2019-07-16,6,6,6,Suitable Brownfield Site taken from the SHELAA Ref. SHUR016,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,owned by a public authority,,,,not permissioned,"Garages to rear of Harrison Road, Shurdington",TBC-BR19,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ESoCM_cWfkFMmILgVlYV2hcBzQ533mhVb7CTxFTt5oK2Fg?e=xfWQFF,,,
yes,,2019-07-16,-2.3,51.85,,0.42,2019-07-16,5,5,5,"Suitable Brownfield Site taken from the SHELAA Ref. MIN014. 17/00983/FUL - Erection of 5 new dwellings, including alterations to the existing access serving the public house and demolition of non-historic additions to Apple Tree Inn. Permit.",Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,2018-04-08,full planning permission,https://publicaccess.tewkesbury.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000NZDQDLI000,permissioned,Land adjacent to the former Apple Tree Inn,TBC-BR20,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EekslyHI7k5MiEzQ5QGsgBABFn_8hFSfeIrCyD3-O3qf9w?e=io469o,,,
,,2019-07-16,-2.03,51.91,,0.85,2019-07-16,25,25,25,Suitable Brownfield Site taken from the SHELAA Ref. SOU004,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,,,,not permissioned,"Land at Burnside, Mill Lane, Prestbury",TBC-BR21,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/ES_8WRf7ymJKsEPUqWCZLmcBhULHfpXjrG2VP5kwnlZQxQ?e=jPjgjw,,,
,,2019-07-16,-2.06,51.95,,0.29,2019-07-16,6,6,6,Suitable Brownfield Site taken from the SHELAA Ref. GOT018,Tewkesbury,http://opendatacommunities.org/id/district-council/tewkesbury,not owned by a public authority,,,,not permissioned,"Land at the Old Farmers Arms, Evesham Road",TBC-BR22,https://tewkesburyborough-my.sharepoint.com/:b:/g/personal/website_tewkesburyborough_onmicrosoft_com/EW2paVERWTpBryMkSxT1v_cBZ-hhPncIL66eNRB0ivkvCg?e=OF9Y3C,,,
