Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-12,-0.275767,51.413782,,0.13,2017-12-12,5,5,5,Planning permission 14/15015/FUL for 0 net additional homes (C3) granted on 01/12/2014. Site has capacity to deliver at least 5 net additional homes (C3).. Demolition of existing detached two-storey four-bedroom dwelling and erection of replacement detached two-storey four-bedroom dwelling (C3) with rooms in roof space,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2014-12-01,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=14/15015/FUL,permissioned,,"3 Brook Gardens, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,RBK0001
yes,,2017-12-12,-0.257769,51.405429,,0.1,2017-12-12,23,23,23,Prior approval 14/15161/PNO for 23 net additional homes (C3) granted on 07/01/2015.. Change of use from offices (B1) to residential use (C3) to provide 23 x apartments with associated car and cycle parking and refuse storage facilities,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-01-07,other,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=14/15161/PNO,permissioned,,"46-50 Coombe Road, New Malden",https://maps.london.gov.uk/brownfield-site-register,RBK0002
yes,,2017-12-12,-0.257263,51.404129,,0.04,2017-12-12,6,6,6,Prior approval 15/14039/PNO for 6 net additional homes (C3) granted on 10/03/2015.. Proposed change of use from offices (B1(a)) to residential use (C3) on the first and second floors.,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-03-10,other,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/14039/PNO,permissioned,,"8-12 Coombe Road, New Malden",https://maps.london.gov.uk/brownfield-site-register,RBK0003
yes,,2017-12-12,-0.25424,51.394015,,0.06,2017-12-12,5,5,5,Planning permission 15/14516/FUL for 1 net additional home (C3) granted on 13/07/2017. Site has capacity to deliver at least 5 net additional homes (C3).. Erection of a new four-bedroom dwelling (C3).,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-07-13,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/14516/FUL,permissioned,,"2A Somerset Close, New Malden",https://maps.london.gov.uk/brownfield-site-register,RBK0004
yes,,2017-12-12,-0.266856,51.426832,,0.16,2017-12-12,5,5,5,Planning permission 15/14426/FUL for 0 net additional homes (C3) granted on 17/07/2017. Site has capacity to deliver at least 5 net additional homes (C3).. Demolition of existing property and erection of a six-bedroom house (C3) with basement and rooms in the roof space.,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-07-17,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/14426/FUL,permissioned,,"Zanta, Coombe Park, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,RBK0005
yes,,2017-12-12,-0.277536,51.413458,,0.08,2017-12-12,5,5,5,Planning permission 15/14469/FUL for 1 net additional home (C3) granted on 20/07/2017. Site has capacity to deliver at least 5 net additional homes (C3).. Erection of 1 x detached five-bed dwellinghouse (C3) with accommodation within the roofspace.,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-07-20,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/14469/FUL,permissioned,,"Kincross, 13 Coombe Lane West, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,RBK0006
yes,,2017-12-12,-0.310112,51.384609,,0.21,2017-12-12,5,5,5,Planning permission 15/16152/FUL for 0 net additional homes (C3) granted on 03/08/2017. Site has capacity to deliver at least 5 net additional homes (C3).. Demolition of existing house and detached garage. Construction of new two-storey house (C3) with basement.,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-08-03,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/16152/FUL,permissioned,,"35 Woodlands Road, Surbiton",https://maps.london.gov.uk/brownfield-site-register,RBK0007
yes,,2017-12-12,-0.268233,51.421604,,0.32,2017-12-12,5,5,5,Planning permission 15/14711/FUL for 0 net additional homes (C3) granted on 20/08/2015. Site has capacity to deliver at least 5 net additional homes (C3).. Demolition of existing dwelling and erection of 1 x eight-bedroom dwelling (C3) including basement level.,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-08-20,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/14711/FUL,permissioned,,"Park Lodge Warren Park, Kingston upon Thames ",https://maps.london.gov.uk/brownfield-site-register,RBK0008
yes,,2017-12-12,-0.307373,51.397178,,0.05,2017-12-12,5,5,5,Planning permission 14/12933/FUL for 1 net additional home (C3) granted on 26/08/2015. Site has capacity to deliver at least 5 net additional homes (C3).. Erection of single storey detached dwelling (C3).,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-08-26,full planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=14/12933/FUL,permissioned,,"17-19 Grove Road, Surbiton",https://maps.london.gov.uk/brownfield-site-register,RBK0009
yes,,2017-12-12,-0.255059,51.415984,,0.14,2017-12-12,5,5,5,Planning permission 15/14545/OUT for 3 net additional homes (C3) granted on 10/09/2015. Site has capacity to deliver at least 5 net additional homes (C3).. Outline application for demolition of existing house and replacement with 1 x detached two-storey dwelling (C3) and 3 x three-storey terrace dwellings (C3) with accommodation in the roofspace (appearance and landscaping reserved).,Kingston upon Thames,http://opendatacommunities.org/id/london-borough-council/kingston,,2015-09-10,outline planning permission,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/14545/OUT,permissioned,,"180 Coombe Lane West, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,RBK0010
