Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-11-15,,,,0.02,2018-09-04,3,3,3,16/24628/FUL - Existing terraces (128-130 North Walls) converted into flats and bedsits (5 units) with new external access stair.,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2016-11-01,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"128 North Walls, Stafford","128 North Walls, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.13,2017-11-15,18,18,18,18/27848/POR - Prior approval - change of use from offices to residential (18 apartments),Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-02-23,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"69-70 Foregate Street, Stafford","69-70 Foregate Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,1.54,2017-11-15,15,15,15,"15/22735/REM - Approval of reserved matters for residential development consisting of 194 dwellings, public open space, access, parking and landscaping",Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-12-02,reserved matters approval,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Areva Fairway, Stafford","Areva Fairway, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.33,2017-11-15,6,6,6,15/21841/FUL - Residential development (six units) at rear of elms business centre/elms lodge/elms farmhouse including demolition of asbestos clad commercial unit,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-03-31,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land at Elms Business Centre, Main Road, Great Haywood","Land at Elms Business Centre, Main Road, Great Haywood",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.2,2017-11-15,10,10,10,15/23140/FUL - Demolish existing commercial units and change of use of existing 2 storey to create 2 two-bedroom units and build an additional attached block of 4 one-bedroom units and 4 two-bedroom units (total number 10 units),Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2016-08-24,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land at Elms Business Centre Phase 2, Main Road, Great Haywood","Land at Elms Business Centre Phase 2, Main Road, Great Haywood",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.08,2017-11-15,8,8,8,"15/22789/OUT - Eight apartments, access, drying area, parking and associated works",Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-10-27,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land at Former Carers Centre, Austin Friars, Stafford","Land at Former Carers Centre, Austin Friars, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.18,2017-11-15,20,20,20,15/22060/FUL - Conversion of Mill building to create twenty two-bedroom apartments with associated car parking,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,mixed ownership,2016-04-11,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land at George Street Press and Car Park, Fancy Walk, Stafford","Land at George Street Press and Car Park, Fancy Walk, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.5,2017-11-15,76,76,76,15/23463/FUL - Residential Care Home (Use Class C2). 76 bedroom units with on-suite facilities.,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,mixed ownership,2016-05-25,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land at Silkmore Lane, Stafford","Land at Silkmore Lane, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,2.85,2017-11-15,45,45,45,"15/21721/OUT - The provision of dwellings and associated infrastructure, including parking provision and roads",Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-06-11,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land at Yarnfield Park, Yarnfield","Land at Yarnfield Park, Yarnfield",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
yes,,2017-11-15,,,,0.18,2017-11-15,15,15,15,15/23103/FUL - Erection of three storey block of 15 supported living units with associated open space and car parking,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,owned by a public authority,2016-02-03,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,"Land SCC Development Service Parcel 4, Riverway, Stafford","Land SCC Development Service Parcel 4, Riverway, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,,,
