Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-21,,,,0.96,2017-12-21,187,187,187,"13/02135/FULM. Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-08-24,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,York Barbican Paragon Street,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-022
yes,,2017-12-21,,,,0.12,2017-12-21,8,8,8,14/01191/FUL. Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,2014-08-08,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Garage Court Site at Challoner Road,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-013
yes,,2017-12-21,,,,0.15,2017-12-21,6,6,6,"14/01857/FUL. Additional floor to accommodate 6no. roof top apartments with three new staircase pods and associated cycle stores, bin stores and parking to 1-12 Kensal Rise",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2015-01-09,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,1-12 Kensal Rise,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-014
yes,,2017-12-21,,,,2.29,2017-12-21,60,60,60,14/01478/OUTM. Residential development for up to 60 dwellings,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2016-03-09,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Del Monte Skelton Park Trading Estate Skelton,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-023
yes,,2017-12-21,,,,0.28,2017-12-21,9,9,9,14/01517/GRG3. Erection of 9no. apartments with associated parking and landscaping following demolition of garages,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,owned by a public authority,2014-10-08,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,G1 Newbury Avenue,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-018
yes,,2017-12-21,,,,4.1,2017-12-21,683,683,683,"15/01709/OUTM. Outline application for Blocks G and H comprising either use class C3 or C2 and flexible commercial uses. Full application for Block D (186 residential units); and Block F (101 residential units), community centre (use class D1) and multi-storey car park",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2006-07-18,outline planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,"Hungate Development Site (Blocks D, F, G & H)",https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-025
yes,,2017-12-21,,,,0.03,2017-12-21,6,6,6,15/02295/FUL. Erection of 3 storey block of 6 no. Apartments,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2016-03-01,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Car Parking Area Holgate Road,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-003
yes,,2017-12-21,,,,0.05,2017-12-21,9,9,9,15/02762/FUL. Erection of 9no. apartments and single storey detached refuse/recycling store following demolition of existing workshop/garage (B1c),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2016-07-07,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Colin Hicks Motors Garage & Yard to R/O 33 Bootham,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-007
yes,,2017-12-21,,,,0.06,2017-12-21,8,8,8,"16/01532/FUL. Conversion of upper floors of 4-6 Church Street and 26-30 Swinegate (use Class B1a) to form 8no. apartments, bin/recycling storage at ground floor and alterations to ground floor shop front",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2016-10-07,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,26-30 Swinegate,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-009
yes,,2017-12-21,,,,0.02,2017-12-21,8,8,8,16/02710/ORC. Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 (resubmission),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-03-06,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Mack & Lawler Builders Ltd 2a Low Ousegate,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-001
yes,,2017-12-21,,,,2.35,2017-12-21,258,258,258,17/00284/FULM. Conversion and extension of the former Confectionery blocks to 258no. apartments; demolition of buildings and extension to accommodate concierge and community room; erection of convenience store,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-09-14,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,The Cocoa Works Haxby Road,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-024
yes,,2017-12-21,,,,0.03,2017-12-21,8,8,8,"17/00835/FUL. Change of use of first, second and third floors(use Class A3) to 8no. residential units (Use Class C3)",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-06-09,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Pizza Hut Ltd 10 Pavement,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-002
yes,,2017-12-21,,,,0.07,2017-12-21,17,17,17,17/00580/FULM. Conversion of ground floor public house (use class A4) to retail (use class A1) with new shop front and change of use of first and second floors to student residential accommodation (18no. studio apartments) with first floor rear extension,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-10-06,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,The Fleeting Arms 54 Gillygate,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-010
yes,,2017-12-21,,,,0.24,2017-12-21,73,73,73,16/02022/ORC. Proposed change of use from offices to 73 apartments (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2016-12-23,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Ryedale House 58-60 Piccadilly,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-017
yes,,2017-12-21,,,,0.55,2017-12-21,127,127,127,"17/00576/FULM. Erection of 4 no. buildings comprising 127no. flats (C3), office (B1a) use and office or restaurant (B1 or A3) uses following the demolition of existing office building (B1a)",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-08-23,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Hudson House Toft Green,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-021
yes,,2017-12-21,,,,0.16,2017-12-21,32,32,32,15/01571/FULM. Erection of four storey block for student accommodation (84 units) following demolition of existing building,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2016-11-23,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Coal Yard 11 Mansfield Street,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-015
yes,,2017-12-21,,,,0.48,2017-12-21,60,60,60,17/00474/ORC. Proposed change of use from offices (use class B1a) to 60no. apartments (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 (previously approved app: 16/02631/ORC),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-04-12,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Land Registry James House James Street,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-019
yes,,2017-12-21,,,,0.11,2017-12-21,8,8,8,17/00732/FUL. Erection of three storey building comprising 8no. Apartments,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-06-09,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Buildmark House George cayley Drive,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-011
yes,,2017-12-21,,,,0.05,2017-12-21,10,10,10,15/02888/FUL. Conversion of guesthouse (use Class C1) to 10no. flats (use class C3),City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-09-14,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Former Saxon House 71-73 Fulford Road,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-008
yes,,2017-12-21,,,,0.18,2017-12-21,56,56,56,17/01369/ORC. Proposed change of use of units 1 to 6 Arabesque House from offices (use class B1a) to 56 flats (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-07-31,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Arabesque House Monks Cross Drive Huntington,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-016
yes,,2017-12-21,,,,0.04,2017-12-21,8,8,8,17/01445/FUL. Erection of three storey building to accommodate ground floor office and 8no. residential units and single storey rear extension to 25/27 Bootham following demolition of existing extensions,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-11-15,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Rear Of 25 Bootham,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-006
yes,,2017-12-21,,,,0.04,2017-12-21,10,10,10,"17/01468/FULM. External alterations relating to retained ground floor public house and renovation of upper floors to form two flats, and demolition of extensions and construction of two residential blocks to rear forming 9no flats",City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-11-13,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,The Falcon Tap 94 Micklegate,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-005
yes,,2017-12-21,,,,0.12,2017-12-21,11,11,11,17/01541/ORC. Proposed change of use of 46-48 Bootham from offices (use class B1a) to 11no. dwellings (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-08-17,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Smiths Gore 48 Bootham,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-012
yes,,2017-12-21,,,,0.48,2017-12-21,29,29,29,17/01570/ORC. Proposed change of use from offices to form 29no. apartments (use class C3) under Class O Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 as amended,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-10-02,other,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Environment Agency Coverdale House Aviator Court,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-020
yes,,2017-12-21,,,,0.04,2017-12-21,6,6,6,17/01763/FUL. Conversion of guest house (use class C1) to 7no. residential units (use class C3) with associated private gardens and external alterations to include installation of rooflights.,City of York Council,http://opendatacommunities.org/id/unitary-authority/york,not owned by a public authority,2017-10-31,full planning permission,https://www.york.gov.uk/SearchPlanningApplications,permissioned,,Alma House 15 Alma Terrace,https://www.york.gov.uk/downloads/download/4172/brownfield_register,BR-004
