Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-01,-2.56058,54.606033,,0.2947,2018-12-01,2,2,2,planning permission was extant at 1/09/18,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,2016-06-09,full planning permission,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=07/0603&ApplicationNumber=07%2F0603&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=08/0288&ApplicationNumber=08%2F0288&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=10/0689&ApplicationNumber=10%2F0689&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=11/0400&ApplicationNumber=11%2F0400&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0633&ApplicationNumber=15%2F0633&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0728&ApplicationNumber=15%2F0728&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0917&ApplicationNumber=15%2F0917&AddressPrefix=&Postcode=&Submit=Search,,,"Eden Grove, Bolton",http://eforms.eden.gov.uk/fastweb_upload/2015%20Planning%20Applications/15-0633/0633-P-01_Existing_Site_and_Location_Plan%20%20A1.pdf,17/BOL/0031
,,2017-12-01,-2.759423,54.671034,,0.32074,2018-12-01,,,,,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,,,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=12/0320&ApplicationNumber=12%2F0320&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0779&ApplicationNumber=15%2F0779&AddressPrefix=&Postcode=&Submit=Search,,,"Richardsons Timber Merchants, Scotland Road, Penrith",http://my.eden.gov.uk/myeden.aspx?MapSource=EDC/MyMapsEden&SearchLayer=Brownfield_Sites&SearchField=alt_site_reference&SearchValue=17/PEN/0133,17/PEN/0133
yes,,2017-12-01,-2.760246,54.665421,,0.331,2018-12-01,14,14,14,,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,,,,,,"69 Gilwilly Road, Penrith",http://my.eden.gov.uk/myeden.aspx?MapSource=EDC/MyMapsEden&SearchLayer=Brownfield_Sites&SearchField=alt_site_reference&SearchValue=17/PEN/0050,17/PEN/0050
yes,,2017-12-01,-2.739887,54.649699,,0.35,2018-12-01,24,24,24,site is currently under construction,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,2014-07-15,full planning permission,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0440&ApplicationNumber=09%2F0440&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0820&ApplicationNumber=09%2F0820&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=10/0900&ApplicationNumber=10%2F0900&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/0151&ApplicationNumber=14%2F0151&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0384&ApplicationNumber=17%2F0384&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=07/0388&ApplicationNumber=07%2F0388&AddressPrefix=&Postcode=&Submit=Search,,,"Park Holme, Eamont Bridge",http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-0151/0151-Site-Location-Plan.pdf,17/EAM/0002
yes,,2017-12-01,-2.441441,54.810784,,0.351,2018-12-01,18,18,18,,Eden District Council,http://opendatacommunities.org/id/district-council/eden,mixed ownership,,,,,,"Tyne Café and garage buildings, Alston",http://my.eden.gov.uk/myeden.aspx?MapSource=EDC/MyMapsEden&SearchLayer=Brownfield_Sites&SearchField=alt_site_reference&SearchValue=17/ALS/0049,17/ALS/0049
yes,,2017-12-01,-2.747707,54.661855,,0.358307,2018-12-01,54,54,54,site is currently under construction,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,2018-03-16,full planning permission,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=04/0949&ApplicationNumber=04%2F0949&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=05/1036&ApplicationNumber=05%2F1036&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=07/0188&ApplicationNumber=07%2F0188&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=07/0658&ApplicationNumber=07%2F0658&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0024&ApplicationNumber=09%2F0024&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0100&ApplicationNumber=09%2F0100&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=16/0765&ApplicationNumber=16%2F0765&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=16/1071&ApplicationNumber=16%2F1071&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0771&ApplicationNumber=17%2F0771&AddressPrefix=&Postcode=&Submit=Search,,,"Armstrong and Fleming Garage, Roper Street, Penrith",http://eforms.eden.gov.uk/fastweb_upload/2017%20Planning%20Applications/17-0771/17-0771-Site-Location-Plan.pdf,17/PEN/0046
yes,,2017-12-01,-2.698593,54.725092,,0.4,2018-12-01,7,7,7,site is currently under construction,Eden District Council,http://opendatacommunities.org/id/district-council/eden,owned by a public authority,2017-08-21,full planning permission,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/1079&ApplicationNumber=14%2F1079&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0209&ApplicationNumber=17%2F0209&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0211&ApplicationNumber=17%2F0211&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0790&ApplicationNumber=17%2F0790&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0894&ApplicationNumber=17%2F0894&AddressPrefix=&Postcode=&Submit=Search,,,"Townhead Farm, Great Salkeld",http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-1079/1079-Site-Plan.pdf,17/GSA/0009
,,2017-12-01,-2.757868,54.662994,,0.418342,2018-12-01,,,,,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,,,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=12/0209&ApplicationNumber=12%2F0209&AddressPrefix=&Postcode=&Submit=Search,,,"Land at NBM Travel, Cromwell Road, Penrith",http://my.eden.gov.uk/myeden.aspx?MapSource=EDC/MyMapsEden&SearchLayer=Brownfield_Sites&SearchField=alt_site_reference&SearchValue=17/PEN/0128,17/PEN/0128
yes,,2017-12-01,-2.788211,50.390501,,0.45,2018-12-01,8,8,8,,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,,,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0708&ApplicationNumber=15%2F0708&AddressPrefix=&Postcode=&Submit=Search,,,"South Lodge, Southwaite",http://eforms.eden.gov.uk/fastweb_upload/2015%20Planning%20Applications/15-0708/Existing%20Site%20Plan%20-%20uses.pdf,17/SOU/0045
,,2017-12-01,-2.828166,54.670382,,0.454182,2018-12-01,,,,,Eden District Council,http://opendatacommunities.org/id/district-council/eden,not owned by a public authority,,,,,,"Clickham Inn Units, Clickham, Blencow",http://my.eden.gov.uk/myeden.aspx?MapSource=EDC/MyMapsEden&SearchLayer=Brownfield_Sites&SearchField=alt_site_reference&SearchValue=17/CLK/0141,17/CLK/0141
