Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-22,-3.600534,50.459882,,0.68,2019-12-19,10,10,10,3951/17/FUL. Application for 10no. new dwellings,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2019-03-28,full planning permission,,pending decision,"Former Glendinning Site, Torhil, Ipplepen Road, Marldon, TQ3 1SE",SH_34_10_16,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.575313,50.364775,,8.93,2019-12-19,130,130,130,2161/17/OPA. Hybrid application. Full planning for 39 residential units (Use Class C3) and outline permission for a further 91 residential units.,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2018-08-10,other,,pending decision,"Noss Marina, Bridge Road, Kingswear, Dartmouth, TQ6 0EA",SH_30_05_16,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.70634,50.448089,,5.87,2019-12-19,120,120,120,Mixed use - including homes,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,,,,not permissioned,"Foxhole Complex and Shops, Dartington, Totnes, TQ9 6QT",SH_14_27_16,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.976871,50.383887,,0.34,2019-12-19,30,30,30,Residential development,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,,,,not permissioned,"Marquis Motorhomes Site, Lee Mill",SH_49_07_13,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.603906,50.457524,,0.52,2019-12-19,5,5,5,34/1890/15/O. Construction of 5 dwellings,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2017-09-27,outline planning permission,,permissioned,"RMC Quarry Site, Marldon",SH_34_09_14,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.678014,50.426988,,0.46,2019-12-19,26,26,26,1483/17/POD & 3895/17/POD. 1483/17/POD Prior approval notification for proposed change of use of a building from Office Use (Class B1(a)) to residential (C3) comprising 26 no. flats. 3895/1/POD - Notification for prior approval for proposed change of use of buildingfrom Office use (Class B1(a)) to 30 no. flats (Class C3).,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2017-07-27,other,,permissioned,"Parkers Barn, Parkers Way, Totnes, Devon, TQ9 5UF",1483/17/POD,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-4.013264,50.328101,,3.14,2019-12-19,70,70,70,37/2548/14/O. Outline application (with some matters reserved) for mixed use development of 70 dwellings,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2016-09-16,outline planning permission,,permissioned,"SX5670, 4944 West of Collaton Park, Newton Ferrers, Devon, PL8 2NE",37/2548/14/O,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-4.125643,50.336974,,3.05,2019-12-19,81,81,81,"58/2441/15/F, 2821/17/FUL. Construction of new build residential development in place of former dive centre accommodation, conversion of upper fort and part of lower fort into residential units",South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2016-03-23,full planning permission,,permissioned,"Fort Bovisand, Bovisand, Bovisand, Devon, PL9 0AB",58/2441/15/F,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.710645,50.444437,,0.75,2019-12-19,32,32,32,"14/0142/15/F. Redevelopment of existing Brimhay Bungalows to provide 32 new dwellings and associated highway. (12no. 1 bed apartments, 12no. market houses and 8 flats)",South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2017-10-20,full planning permission,,permissioned,"Brimhay Bungalows, Development Site At Sx 7863 6192 Forder Lane, Dartington, Devon, TQ9 6HT",14/0142/15/F,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-4.113192,50.320525,,0.37,2019-12-19,16,16,16,58/1014/15/F. Redevelopment of site to provide replacement public house and restaurant and 10no. holiday units with owners apartment. Construction of 6no. 2 bed apartments on associated land,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2015-11-12,full planning permission,,permissioned,"The Eddystone Inn, Heybrook Bay, Plymouth, PL9 0BN",58/1014/15/F,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.69337,50.453684,,1.28,2019-12-19,20,20,20,Mixed use - including homes,South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,,,,not permissioned,"Higher Barton Farm, Dartington",SH_14_26_16,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
yes,,2017-12-22,-3.856986,50.403123,,1.39,2019-12-19,36,36,36,1317/16/OPA. Outline application with some matters reserved for construction of up to 36 dwellings (including affordable housing),South Hams District Council,http://opendatacommunities.org/id/district-council/south-hams,not owned by a public authority,2018-08-14,outline planning permission,,permissioned,"Land adjacent to Siding Cross, Wrangaton",SH_57_21_16,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,,,
