Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-11-29,-2.159461,53.609524,,0.04,2017-11-29,6,6,6,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,not owned by a public authority,,,,Not Permissioned,"Site Of 53-61 Tweedale Street, Rochdale",SH 0483,,,,
,,2017-11-29,-2.087399,53.647134,,0.33,2017-11-29,13,13,13,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,not owned by a public authority,,,,Not Permissioned,"Former Council Depot, Off Schofield Street, Littleborough",SH 0551,,,,
,,2017-11-29,-2.087564,53.646316,,0.43,2017-11-29,17,17,17,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,,,,Not Permissioned,"Mechplant, Off Schofield Street, Littleborough",SH 0559,,,,
,,2017-11-29,-2.088395,53.645857,,0.58,2017-11-29,23,23,23,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,not owned by a public authority,,,,Not Permissioned,"Land Off Durn Street, Durn, Litleborough",SH 0569,,,,
,,2017-11-29,-2.24498,53.586675,,0.48,2017-11-29,19,19,19,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,not owned by a public authority,,,,Not Permissioned,"Darnhill School Site (Half), Sutherland Road, Heywood",SH 0591,,,,
,,2017-11-29,-2.093653,53.643183,,1.24,2017-11-29,20,20,20,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,not owned by a public authority,,,,Not Permissioned,"Ealees Area Of Opportunity, Littleborough",SH 0594,,,,
,,2017-11-29,-2.155495,53.615965,,0.04,2017-11-29,12,12,12,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,,,,Not Permissioned,"Iversons Building, Drake Street, Rochdale",SH 0596,,,,
,,2017-11-29,-2.185403,53.604049,,0.61,2017-11-29,24,24,24,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,not owned by a public authority,,,,Not Permissioned,"High Birch School, Bolton Road, Rochdale",SH 0597,,,,
,,2017-11-29,-2.136694,53.650054,,0.95,2017-11-29,29,29,29,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,,,,Not Permissioned,"Wardle Mill, Knowl Syke Street, Rochdale",SH 0606,,,,
yes,,2017-11-29,-2.108807,53.606786,,0.84,2017-11-29,34,34,34,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,,,,Not Permissioned,"New Ladyhouse Mill, Off Stone Street, Milnrow",SH 0610,,,,
yes,,2017-11-29,-2.138929,53.625783,,1.82,2017-11-29,74,74,74,,,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,,,,,Not Permissioned,"Dale Mill / Arkwright Mill, Roch Street, Rochdale",SH 0620,,,,
