Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-09-01,-0.444415,51.428108,,1.47,2017-12-22,30,30,30,Allocation within the current Development Plan,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,,,,Not permissioned,,Depot at Feltham Hill Road and Poplar Road,,BL01
yes,,2017-09-01,-0.453851,51.432444,,0.47,2017-12-22,23,23,23,Allocation within the current Development Plan,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,,,,Not permissioned,,28-44 Feltham Road,,BL02
yes,,2017-09-01,-0.443777,51.432421,,1.3,2017-12-22,60,60,60,Allocation within the current development plan,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,,,,Not permissioned,,158-166 Feltham Road,,BL03
yes,,2017-09-01,-0.458937,51.44597,,0.58,2017-12-22,36,36,36,Allocation within the current Development Plan,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,,,,Not permissioned,,Works adjoining Harrow Road,,BL04
yes,,2017-09-01,-0.50432,51.432314,,1.37,2017-12-22,100,100,100,Allocation within the current Development Plan,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,,,,Not permissioned,,Steel works and Builders Merchants,,BL05
yes,,2017-11-09,-0.443849,51.422604,,0.26,2017-12-22,12,12,12,"Erection of block comprising 8 no. one and two bed flats to the front of the site and 4 no. dwellings (comprising 1 no. 2 bed chalet bungalow, 2 no. three bed semi detached houses and 1 no. four bed detached house) to the rear of the site",Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,2017-02-13,full planning permission,,permissioned,,"381-385 Staines Road West, Ashford",,BL06
yes,,2017-11-09,-0.515553,51.437618,,0.57,2017-12-22,36,36,36,Flood zone 2. Redevelopment of the site to provide 36 residential units,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,2015-09-03,full planning permission,,permissioned,,"Builders Merchants, Moor Lane, Staines",,BL07
yes,,2018-11-13,-0.448338,51.394406,,0.67,2018-11-13,6,6,6,"Change of use from offices/bank to a mixed use of commercial units at ground floor level and to 3 no. residential flats above on first floor with balconies, erection of new second floor with 3 no. flats with balconies, erection of part single storey, part two storey rear extension and new windows and doors including new access to fron",Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,2018-02-09,full planning permission,,permissioned,,"42 High Street, Shepperton",,BL08
yes,,2017-11-09,-0.516626,51.434253,,0.71,2017-12-22,205,205,205,To provide buildings ranging from 4 and 12 storeys in height comprising 205 residential units,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,owned by a public authority,2016-03-15,full planning permission,,permissioned,,"Bridge Street Car Park, Staines",,BL09
yes,,2017-11-09,-0.509319,51.436083,,0.86,2017-12-22,275,275,275,Flood zone 2. Erection of up to 275 units in two buildings,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,,outline planning permission,,pending decision,,"Renshaw Trading estate, Mill Mead, Staines",,BL10
yes,,2017-12-02,-0.44724,51.390021,,0.04,2017-12-22,5,5,5,Conversion to provide an additional 5 residential flats,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,2016-10-07,full planning permission,,permissioned,,"Shapla Restauarant, Russell Road, Shepperton",,BL11
yes,,2017-12-02,-0.429963,51.418195,,0.17,2017-12-22,14,14,14,Extension to te existing building to provide 14 no. apartments,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,2017-09-26,full planning permission,,permissioned,,"Monkey Puzzle House, 69-71 Windmill Road, Sunbury",,BL12
yes,,2017-12-02,-0.471731,51.434454,,0.95,2017-12-22,10,10,10,Application approved on appeal. Erection of a two storey building with second floor accommodation to provide 5 no. one bedroom flats and 5 no. two bedroom flats with associated parking and amenity space following demolition of the existing commercial building on site,Spelthorne Borough Council,http://opendatacommunities.org/id/district-council/spelthorne,not owned by a public authority,2017-09-22,full planning permission,,permissioned,,"Headline House, Stanwell Road, Ashford",,BL13
