Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-10-17,-1.135206,51.400631,,0.35,2017-10-17,11,11,11,"Erection of 11 no. four 2 bed, two 3 bed and five 4 bedroom dwellings, together with access, car parking, landscaping and associated works (including demolition of attached garages and garden walls and the relocation of existing Visitor Centre car parking and pumping station)",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2012-03-16,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=LP9A9CRD0EJ00,permissioned,,"Land Adjacent To Kennet And Avon Canal, Wharf Side, Aldermaston",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LP9A9CRD0EJ00,BR/2017/01
yes,,2017-10-17,-1.059518,51.396541,,0.47,2017-10-17,13,13,13,"Erection of 14 dwellings (3 x 4 bed, 7 x 3 bed and 4 x 2 bed), access road, car and cycle parking following demolition of existing single storey dwelling",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2015-11-30,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NHCR2FRD0HD00,permissioned,,"Springwood Engineering, Bunces Lane, Burghfield Common, Reading, RG7 3DG",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NHCR2FRD0HD00,BR/2017/02
yes,,2017-10-17,-1.253276,51.516743,,0.95,2017-10-17,25,25,25,"Approval of Reserved Matters following Outline planning permission 11/01159/XOUTMA - Matters to be considered layout, appearance, landscaping and scale. For 25 residential units.",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2015-04-14,reserved matters approval,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=N4L0L4RD04Z00,permissioned,,"Greens Yard, High Street (Tithe Barn Close), Compton",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N4L0L4RD04Z00,BR/2017/03
,,2017-10-17,-1.25482,51.51838,,9.1,2017-10-17,140,140,140,The site is included as an allocation within the adopted Housing Site Allocations Development Plan Document. A Supplementary Planning Document has also been prepared for the site. http://info.westberks.gov.uk/hsa | http://info.westberks.gov.uk/CHttpHandler.ashx?id=36532&p=0,West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,owned by a public authority,,,,not permissioned,,"Pirbright Institute site (formerly Institute For Animal Health), Compton",http://info.westberks.gov.uk/CHttpHandler.ashx?id=43955&p=0,BR/2017/04
yes,,2017-10-17,-1.246687,51.380449,,7.32,2017-10-17,8,8,8,"Change of use and redevelopment to provide a mixed-use scheme incorporating 2 stables buildings and 1 new vehicular access, 13 new dwellings, and the change of use of the existing Crookham House by its conversion to a further single dwelling and including associated demolition of existing extensions and outbuildings and the change of use of playing fields to ancillary recreation and equestrian uses. Alternatively, and notwithstanding the implementation of the rest of the proposed development, in the event that the residential use of the converted building is not brought into use or does not continue; the change of use of the Crookham House building to offices (Use Class B1(a))",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2015-03-26,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MPQ9R4RD04Z00,permissioned,,"Crookham House, Crookham Hill, Crookham Common, Thatcham, RG19 8DQ",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MPQ9R4RD04Z00,BR/2017/05
yes,,2017-10-17,-1.511632,51.414294,,0.05,2017-10-17,6,6,6,"Demolition of existing Hall and erection of 6 flats (4 x one bed and 2 x two bed) plus parking, access and landscaping",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2014-07-31,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MUAU7KRD0EA00,permissioned,,"St Johns Hall, Station Road, Hungerford",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MUAU7KRD0EA00,BR/2017/06
yes,,2017-10-17,-1.515336,51.414867,,0.2,2017-10-17,13,13,13,"Comprehensive redevelopment of land to the rear of Three Swans Hotel, involving the construction of 13 residential units including 10 apartments and 3 houses, parking, landscaping, access from Park Street and associated works. To include partial demolition of non listed wall",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2011-12-28,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=LRVR39RD09N00,permissioned,,"Three Swans Hotel, 117 High Street, Hungerford",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=LRVR39RD09N00,BR/2017/07
yes,,2017-10-17,-1.521755,51.502472,,0.14,2017-10-17,5,5,5,The construction of four 2 - bed 4 - person houses and one 1 bed - 2 - person house together with external works and car parking,West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2014-10-16,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=N5LVWFRD0EA00,permissioned,,"Redundant Garage Site Adjacent To 40 Woodbury, Lambourn",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N5LVWFRD0EA00,BR/2017/08
yes,,2017-10-17,-1.326232,51.402064,,0.05,2017-10-17,5,5,5,"Change of Use from D1 - Doctors Day Surgery (building currently vacant) to C3(b) - Five Assisted living apartments. Single storey extension to form entrance porch, new windows, internal alterations, new vehicular and pedestrian access gates, cycle parking and refuse store",West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2016-07-14,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=O855T4RD0IP00,permissioned,,"Northcroft Surgery, Northcroft Lane, Newbury, RG14 1BU",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O855T4RD0IP00,BR/2017/09
yes,,2017-10-17,-1.322955,51.405867,,0.05,2017-10-17,6,6,6,Change of Use from B1 (a) into six flats,West Berkshire District Council,http://opendatacommunities.org/id/unitary-authority/west-berkshire,not owned by a public authority,2017-01-06,full planning permission,https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OGQRWNRD0K500,permissioned,,"39 London Road, Newbury, RG14 1JL",https://publicaccess.westberks.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OGQRWNRD0K500,BR/2017/10
