Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-21,,,,0.35,2017-12-21,6,6,6,"Conversion of the upper floors to create six self-contained residential flats, internal alterations including new ground floor lobby area and associated works",Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,2015-08-06,full planning permission,,permissioned,,"The Bridge Inn, High Street, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,BLR01
yes,,2017-12-21,,,,9.14,2018-12-12,49,49,49,Redevelopment of industrial estate with 8 x B1 (business) units enabling residential development of 37 open market houses and 12 affordable dwellings,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,,,,permissioned,,"Former Hamsey Brickworks, South Road, South Common, Chailey Parish",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,05HY
yes,,2017-12-21,,,,0.12,2017-12-21,7,7,7,Construction of seven x three storey houses with associated garden and parking,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,2015-06-05,full planning permission,,not permissioned,,"Newhaven fire station, Fort Road, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,52NH
yes,,2017-12-21,,,,2.8,2017-12-21,145,145,145,"145 dwellings and associated access, car parking, servicing, and open space",Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,2015-11-30,full planning permission,,not permissioned,,"Former Parker Pen Site,52 Railway Road, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,46NH
,,2017-12-21,,,,0.64,2018-12-12,66,66,66,Demolition of existing boatyard including commercial buildings and construction of new mixed residential development of 66 dwellings including 4 houses and 62 flats,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,2015-11-30,outline planning permission,,not permissioned,,"Old Shipyard, Robinson Road, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,16NH
yes,,2017-12-21,,,,0.22,2017-12-21,22,22,22,,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,,,,not permissioned,,"Seahaven Caravans, Railway Road, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,02NH
,,2017-12-21,,,,0.8,2017-12-21,80,80,80,,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,mixed ownership,,,,not permissioned,,"Robinson Road Depot, Robinson Road, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,39NH
yes,,2017-12-21,,,,0.13,2017-12-21,6,6,6,,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,owned by a public authority,,,,not permissioned,,"LDC Offices, Fort Road Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,40NH
,,2017-12-21,,,,0.46,2017-12-21,25,25,25,,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,,,,not permissioned,,"Clubhouse, Railway Quay, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,48NH
yes,,2017-12-21,,,,0.15,2017-12-21,10,10,10,,Lewes District Council,http://opendatacommunities.org/id/district-council/lewes,not owned by a public authority,,,,not permissioned,,"Newhaven Police Station, South Road, Newhaven",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,51NH
