Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-11-30,-1.899168,53.739357,,0.99,2017-11-30,87,87,87,Construction of 87 residential dwellings,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2013-11-06,full planning permission,,permissioned,,"Site of Box Trees Mill, Boy Lane, Wheatley, Halifax",,BLR001
yes,,2017-11-30,-1.852205,53.699942,,0.04,2017-11-30,8,8,8,Demolish existing building and re build on similar footprint to form 8 apartments,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,mixed ownership,2016-12-22,full planning permission,,permissioned,,"Land west of 78 - 82 Backhold Lane, Siddal, Halifax",,BLR002
yes,,2017-11-30,-1.876984,53.748652,,1.02,2017-11-30,47,47,47,,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,,,,not permissioned,,"Empire Works, Blackmires/Shay Lane, Holmfield, Halifax",,BLR003
yes,,2017-11-30,-1.866249,53.663018,,0.36,2017-11-30,2,2,2,Conversion of industrial buildings to 2 dwellings. Construction of stable block and menage.,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2016-12-05,full planning permission,,permissioned,,"The Ranch, New Road, Holywell Green, Elland",,BLR004
yes,,2017-11-30,-1.784694,53.703369,,0.17,2017-11-30,30,30,30,"30 retirement living apartments and provision of communal facilities, landscaping and car parking",Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2017-01-30,full planning permission,,permissioned,,"Land at junction of Knightbridge Court and Parsonage Lane, Brighouse",,BLR005
yes,,2017-11-30,-1.818558,53.698438,,0.23,2017-11-30,10,10,10,Amendment to 10/01534/FUL for development of 10 houses. Amendments to plots 1 to 5 on approved scheme 10/01534/FUL to utilise void beneath buildings,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2016-06-23,full planning permission,,permissioned,,"467-475 Elland Road, Elland",,BLR006
yes,,2017-11-30,-1.828566,53.727922,,0.35,2017-11-30,4,4,4,residential development of 4 dwellings,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2017-07-07,full planning permission,,permissioned,,"Land opposite Tetrodena Kennels, Break Neck Lane, Hipperholme, Brighouse",,BLR007
yes,,2017-11-30,-1.877449,53.758238,,0.52,2017-11-30,23,23,23,Construction of 23 dwellings (REM pursant to 14/00058/OUT),Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2017-06-29,reserved matters approval,,permissioned,,"Land At Whitehouse Farm, Holmfield, Halifax",,BLR008
yes,,2017-11-30,-1.878568,53.743431,,0.18,2017-11-30,6,6,6,Formation of 6 new dwellings,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2015-11-09,full planning permission,,permissioned,,"Jubilee Works, Jubilee Street North, Ovenden, Halifax",,BLR009
yes,,2017-11-30,-2.103197,53.697304,,0.31,2017-11-30,16,16,16,11 holiday cottages and 5 workshops,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2016-08-12,full planning permission,,permissioned,,"Site of former Hope Mills, Alma Road, Walsden, Todmorden",,BLR010
yes,,2017-11-30,-1.88315,53.729488,,0.38,2017-11-30,34,34,34,Demolition of vacant industrial units and construction of 34 dwellings,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2016-06-17,outline planning permission,,permissioned,,"Site of High Level Works, Pellon Lane, Pellon, Halifax",,BLR011
yes,,2017-11-30,-2.137513,53.732801,,0.15,2017-11-30,6,6,6,Retention of the existing house and change of use of the former school to form six houses including external alterations,Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2011-03-03,full planning permission,,permissioned,,"Vale School House, Burnley Road, Cornholme, Todmorden",,BLR012
yes,,2017-11-30,-1.948018,53.668065,,0.08,2017-11-30,13,13,13,Conversion of existing mill to form 13 apartments (amended plan),Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2015-12-08,full planning permission,,permissioned,,"Ryburn Polythene Limited, Oldham Road, Ripponden, Sowerby Bridge",,BLR013
yes,,2017-11-30,-1.886232,53.687903,,0.17,2017-11-30,6,6,6,Residential development of six dwellings (Amended part scheme relating to 00/00916/FUL),Calderdale Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,not owned by a public authority,2011-07-20,full planning permission,,permissioned,,"Site of Scar Bottom Mill, Scar Bottom Lane, Greetland, Elland",,BLR014
