Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,,-1.778704,51.55303,,0.13,2020-03-10,12,12,12,Currently under-construction at the time of visiting the site in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2015-02-03,full planning permission,,permissioned,,"14 Bath Road And Land To Rear Of 12-24 Bath Road, Old Town",,18HMR005
yes,,,-1.791156,51.606531,,6.4,2020-03-10,171,171,171,Currently under-construction at the time of visiting the site in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2015-04-02,outline planning permission,,permissioned,,"Abbey Stadium, Lady Lane, Swindon (Residual)",,18HMR006
yes,,,-1.793776,51.522148,,0.6,2020-03-10,10,10,10,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2015-08-04,outline planning permission,,permissioned,,"Land At Clevedon House, 29 Woodland View, Wroughton",,18HMR010
yes,2019-09-30,,-1.780443,51.564704,,0.08,2020-03-10,5,5,5,All constructed and complete,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2015-11-26,full planning permission,,permissioned,,"Land At Nursery Close, Wroughton, Swindon",,18HMR012
yes,,,-1.79342,51.597808,,0.12,2020-03-10,8,8,8,The site is under construction at the time of visiting the site in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2016-11-03,full planning permission,,permissioned,,"3-5 Lagos Street, Swindon, SN1 2BU",,18HMR015
yes,,,-1.819241,51.562092,,0.01,2020-03-10,5,5,5,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2017-09-12,full planning permission,,permissioned,,44 Victoria Road Old Town Swindon SN1 3AY,,18HMR016
yes,,,-1.816581,51.559986,,0.19,2020-03-10,7,7,7,The site is under construction at the time of visiting the site in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2016-06-21,full planning permission,,permissioned,,"Abbeymeads Medical Practice, Elstree Way, Abbey Meads, Swindon",,18HMR019
yes,2019-09-30,,-1.800472,51.60946,,0.62,2020-03-10,100,100,100,All constructed and complete,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2016-03-11,full planning permission,,permissioned,,"The Quadrant, Stonehill Green, Swindon",,18HMR023
yes,,,-1.756112,51.588008,,0.42,2020-03-10,38,38,38,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2016-06-02,other,,permissioned,,"Minerva House, Delta 800, Welton Road, Westlea, Swindon",,18HMR024
yes,,,-1.719676,51.587405,,0.076,2020-03-10,6,6,6,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-01-10,full planning permission,,permissioned,,"Land At Abbey Farm, Tadpole Lane Blunsdon St. Andrew Swindon",,18HMR025
yes,,,-1.775882,51.550054,,0.23,2020-03-10,19,19,19,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2013-12-18,outline planning permission,,permissioned,,"Former Hertz Rent A Car, Hyde Road, Stratton St Margaret, Swindon",,18HMR027
yes,,,-1.751255,51.574131,,2.49,2020-03-10,69,69,69,The site is under construction at the time of visiting the site in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2017-10-27,full planning permission,,permissioned,,South Marston Hotel And Spa Old Vicarage Lane South Marston Swindon SN3 4SH,,18HMR029
yes,,,-1.766698,51.540781,,0.02,2020-03-10,6,6,6,The site was under construction at the time of visiting in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2016-05-06,full planning permission,,permissioned,,"28 & 29 Newport Street, Old Town, Swindon",,18HMR038
yes,,,-1.785682,51.529073,,0.153,2020-03-10,8,8,8,The site was under construction at the time of visiting in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-02-08,full planning permission,,permissioned,,"Selina House 192 Oxford Road, Stratton St Margaret, Swindon, SN3 4HA",,18HMR045
yes,,,-1.79461,51.522344,,10.18,2020-03-10,405,405,405,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2012-05-03,outline planning permission,,permissioned,,"Union Square, Swindon",,18HMR049
yes,,,-1.784553,51.61122,,15.3,2020-03-10,91,91,91,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2017-04-10,full planning permission,,permissioned,,"Land At Marlborough Park, Swindon",,18HMR050
yes,,,-1.642515,51.552619,,0.19,2020-03-10,37,37,37,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2019-02-28,full planning permission,,permissioned,,"Former Garage & Land, Phillips Lane, Old Town, Swindon, SN1 4BH",,19HMR004
yes,,,-1.734456,51.575355,,0.287,2020-03-10,4,4,4,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2017-10-19,full planning permission,,permissioned,,"Land Adjacent To Berkley Farm House, Swindon Road, Wroughton, Swindon, SN4 9AQ",,19HMR007
yes,,,-1.786592,51.556795,,0.18,2020-03-10,13,13,13,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2017-04-04,full planning permission,,permissioned,,"Former Haskins Garage, High Street, Wroughton, Swindon",,19HMR011
yes,,,-1.7876,51.524801,,3.32,2020-03-10,54,54,54,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-03-27,full planning permission,,permissioned,,"Land At Holdcroft, Broad Bush, Blunsdon, Swindon",,19HMR014
yes,,,-1.777064,51.579986,,0.26,2020-03-10,2,2,2,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-02-08,full planning permission,,permissioned,,"Land at Alresco Childcare, Newtown Lare, Bishopstone, SN6 8PW",,19HMR021
yes,,,-1.804841,51.55975,,0.48,2020-03-10,15,15,15,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2019-01-28,full planning permission,,permissioned,,"Land at 5 Wanborough Road, Stratton St Margaret, Swindon",,19HMR026
yes,,,-1.729012,51.586939,,0.03,2020-03-10,8,8,8,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2019-02-26,full planning permission,,permissioned,,"The Former Cycle Club, 33 Dixon Street, Swindon",,19HMR030
yes,,,-1.780691,51.554122,,0.07,2020-03-10,5,5,5,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2019-02-28,full planning permission,,permissioned,,"Land Adjacent to Co-operative Convenience Store, Moormead Road, Wroughton, Swindon",,19HMR038
yes,,,-1.801562,51.565596,,0.13,2020-03-10,6,6,6,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2019-03-07,full planning permission,,permissioned,,"409 - 411 Cricklade Road, Swindon, SN2 1AQ",,19HMR039
yes,,,-1.762084,51.570294,,0.04,2020-03-10,6,6,6,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2019-02-15,full planning permission,,permissioned,,"98 Redcliffe Street, Swindon, SN2 2BZ",,19HMR041
yes,,,-1.782897,51.564644,,2.1,2020-03-10,47,47,47,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-05-15,outline planning permission,,permissioned,,Crown Timber Site Unit A Thornhill Industrial Estate S outh Marston Swindon,,PP181901
yes,,,-1.782661,51.55904,,0.63,2020-03-10,45,45,45,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-11-21,full planning permission,,permissioned,,"Bus Depot Eastcott Road, Old Town, Swindon SN1 3LS",,PP181915
yes,,,-1.777846,51.555757,,0.04,2020-03-10,5,5,5,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-10-22,full planning permission,,permissioned,,Morris Street Club 20-22 Morris Street Rodbourne Swindon SN2 2HU,,PP181917
yes,2019-09-30,,-1.77671,51.553074,,0.23,2020-03-10,8,8,8,This site has now been constructed and completed.,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-09-07,full planning permission,,permissioned,,Coachbuilders House Stratton Road Stratton St Margaret Swindon,,PP181918
yes,2019-09-30,,-1.727288,51.555305,,0.18,2020-03-10,6,6,6,This site has now been constructed and completed.,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-12-18,full planning permission,,permissioned,,175 - 176 Manchester Road Swindon SN1 1TU,,PP181920
yes,,,-1.826729,51.569192,,0.01,2020-03-10,5,5,5,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-05-18,full planning permission,,permissioned,,"2 Temple Chambers Temple Street, Swindon, SN1 1SQ",,PP181922
yes,2020-09-30,,-1.741264,51.565407,,,2020-03-10,5,5,5,This site has now been constructed and completed.,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-08-22,other,,permissioned,,"53 Victoria Road, Old Town, Swindon, SN1 3AY",,PP181923
yes,,,-1.744905,51.550565,,,2020-03-10,31,31,31,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-05-24,other,,permissioned,,99-100 Victoria Road Old Town Swindon SN1 3BE,,PP181924
yes,,,-1.774146,51.548621,,1.66547,2020-03-10,50,50,50,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,,Not permissioned,,"Land north of Edison Road, Dorcan",,s0006
yes,,,-1.830491,51.5782,,2.52151,2020-03-10,,,,Suitable for non residential development,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,not owned by a public authority,,,,Not permissioned,,"Oak House, Rivermead Drive, Swindon",,s0024
yes,,,-1.792698,51.568885,,0.933738,2020-03-10,28,28,28,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,,Not permissioned,,Nythe Complex,,s0070
yes,,,-1.783934,51.559327,,0.169387,2020-03-10,5,5,5,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,,,,Not permissioned,,Land bounded by Netherton Close/ Cranemore Avenue/ Keswick Road,,s0082
yes,,,-1.787405,51.559517,,0.179717,2020-03-10,8,8,8,No works had been started at the time of visiting the site in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,owned by a public authority,2014-08-23,full planning permission,,Not permissioned,,"Coal Yard, Signal Way",,s0090
yes,,,-1.727309,51.585659,,0.14,2020-03-10,6,6,6,The site was under construction at the time of visiting in September 2019,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-11-15,full planning permission,,permissioned,,"Former youth Centre, Sparcells",,s0093
yes,,,-1.790611,51.523084,,13.0547,2020-03-10,,,,Suitable for non residential development,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,2018-03-05,full planning permission,,permissioned,,North Star (Former Clares Site and Oasis Leisure Centre),,s0099
yes,,,-1.79276,51.525949,,1.26874,2020-03-10,118,118,118,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,,outline planning permission,,pending decision,,Aspen House and Granville Street Car Park,,s0100
yes,,,-1.787231,51.562094,,0.135119,2020-03-10,101,101,101,,Swindon Borough Council,http://opendatacommunities.org/id/unitary-authority/swindon,,,full planning permission,,pending decision,,Tented Market,,s0101
