Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-01,0.516583,51.284225,,1.1,2017-12-01,192,192,192,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,full planning permission,,permissioned,,"Springfield, Royal Engineers Road and Mill Lane,, Maidstone, Kent",,05/2350.
yes,,2017-12-01,0.516172,51.284045,,1.55,2017-12-01,310,310,310,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,full planning permission,,permissioned,,"Springfield, Royal Engineers Road and Mill Lane,, Maidstone, Kent",,16/507471
yes,,2017-12-01,0.516172,51.284045,,6,2019-05-01,190,190,295,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,full planning permission,,permissioned,,"Springfield, Royal Engineers Road and Mill Lane,, Maidstone, Kent",,17/502432
yes,,2017-12-01,0.52943,51.275557,,0.54,2018-06-01,48,48,48,,,http://opendatacommunities.org/id/district-council/maidstone,owned by a public authority,,full planning permission,,permissioned,,"180-188, Union Street, Maidstone, Kent",,17/504428
yes,,2017-12-01,0.519366,51.27349,,0.24,2017-12-01,40,40,40,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Medway Street, Maidstone",,H1(13)
yes,,2017-12-01,0.514879,51.270888,,0.7645,2017-12-01,65,65,65,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,reserved matters approval,,permissioned,,"American Golf, Tonbridge Road, Maidstone, Maidstone, Kent, ME16 8RL",,15/510179
yes,,2017-12-01,0.514324,51.271224,,0.1198,2017-12-01,15,15,15,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"6, Tonbridge Road, Maidstone",,H1(15)
yes,,2017-12-01,0.515256,51.2707,,0.15,2019-05-01,20,20,20,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,other,,completing,,"Slencrest House, 3 Tonbridge Road,, Maidstone",,16/507491
yes,,2017-12-01,0.51499,51.267154,,0.313,2017-12-01,76,76,76,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Laguna, Hart Street,, Maidstone",,H1(17)
yes,,2017-12-01,0.52182,51.275632,,0.03172,2017-12-01,14,14,14,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Dunning Hall (off Fremlin Walk), Week Street,, Maidstone",,H1(18)
yes,,2017-12-01,0.524334,51.269183,,0.03478,2017-12-01,5,5,5,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"18-21, Foster Street, Maidstone",,H1(19)
yes,,2017-12-01,0.525395,51.270221,,0.4011,2017-12-01,75,75,75,,,http://opendatacommunities.org/id/district-council/maidstone,owned by a public authority,,full planning permission,,permissioned,,"Wren's Cross, Upper Stone Street,, Maidstone",,16/505425
yes,,2017-12-01,0.500152,51.266356,,0.1235,2017-12-01,5,5,5,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Whitmore Street, Maidstone",,H1(22)
yes,,2017-12-01,0.509601,51.265066,,0.5147,2017-12-01,15,15,15,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Bridge Industrial Centre, Wharf Road,, Tovil",,H1(25)
yes,,2017-12-01,0.51469,51.26296,,0.4728,2019-05-01,20,20,20,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Tovil Working Men's Club, Tovil Hill,, Tovil",,H1(26)
yes,,2017-12-01,0.576342,51.275982,,0.5092,2017-12-01,20,20,20,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Bearsted Station Goods Yard, Bearsted, Maidstone",,H1(30)
yes,,2017-12-01,0.533871,51.242121,,1.83,2017-12-01,25,25,25,,,http://opendatacommunities.org/id/district-council/maidstone,not owned by a public authority,,,,not permissioned,,"Boughton Mount, Boughton Lane,, Boughton Monchelsea",,H1(52)
