Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-11-15,,,,0.02,2017-11-15,5,5,5,16/24628/FUL - Existing terraces (128-130 North Walls) converted into flats and bedsits (5 units) with new external access stair.,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2016-11-01,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"128 North Walls, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"128 North Walls, Stafford"
yes,,2017-11-15,,,,0.03,2017-11-15,8,8,8,15/21724/COU - Change of use of existing building from student accommodation into eight individual bedsits,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-05-27,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"36 Rowley Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"36 Rowley Street, Stafford"
yes,,2017-11-15,,,,0.13,2017-11-15,18,18,18,15/21611/POTH - Prior approval - change of use from offices to residential (18 apartments),Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-02-23,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"69-70 Foregate Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"69-70 Foregate Street, Stafford"
yes,,2017-11-15,,,,7.52,2017-11-15,194,194,194,"15/22735/REM - Approval of reserved matters for residential development consisting of 194 dwellings, public open space, access, parking and landscaping",Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-12-02,reserved matters approval,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Areva Fairway, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"Areva Fairway, Stafford"
yes,,2017-11-15,,,,0.03,2017-11-15,9,9,9,"14/21305/FUL - Conversion of 1st, 2nd, 3rd floors above retail unit to provide nine residential apartments",Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-04-14,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"CC4 Greengate Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"CC4 Greengate Street, Stafford"
yes,,2017-11-15,,,,3.77,2017-11-15,80,80,80,15/22596/REM - Residential development - 80 dwellings,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-11-20,reserved matters approval,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Former Castleworks , Castle Street, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"Former Castleworks , Castle Street, Stafford"
yes,,2017-11-15,,,,0.16,2017-11-15,5,5,5,14/20711/OUT (Brownfield section of the site only) - Outline application for the erection of 10 dwellings with access,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-06-22,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land adjacent to Yew Tree House, Egg Lane, Hixon",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"Land adjacent to Yew Tree House, Egg Lane, Hixon"
yes,,2017-11-15,,,,0.2,2017-11-15,10,10,10,15/23140/FUL - Demolish existing commercial units and change of use of existing 2 storey to create 2 two-bedroom units and build an additional attached block of 4 one-bedroom units and 4 two-bedroom units (total number 10 units),Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2016-08-24,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at Elms Business Centre Phase 2, Main Road, Great Haywood",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"Land at Elms Business Centre Phase 2, Main Road, Great Haywood"
yes,,2017-11-15,,,,0.33,2017-11-15,6,6,6,15/21841/FUL - Residential development (six units) at rear of elms business centre/elms lodge/elms farmhouse including demolition of asbestos clad commercial unit,Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-03-31,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at Elms Business Centre, Main Road, Great Haywood",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"Land at Elms Business Centre, Main Road, Great Haywood"
yes,,2017-11-15,,,,0.08,2017-11-15,8,8,8,"15/22789/OUT - Eight apartments, access, drying area, parking and associated works",Stafford Borough Council,http://opendatacommunities.org/id/district-council/stafford,not owned by a public authority,2015-10-27,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at Former Carers Centre, Austin Friars, Stafford",http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register-Site-Plans.pdf,"Land at Former Carers Centre, Austin Friars, Stafford"
