Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-12-01,-0.532473,51.488091,,0.28,2017-12-01,20,20,20,http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf. residential. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf,Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,,,,,not permissioned,"Gibtel Transport Café, Colnbrook , SL3 8QG",br2,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br2.pdf,,,
,,2017-12-01,-0.58515,51.508351,,1.25,2017-12-01,100,100,100,http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf. Residential or mixed use: business and residential.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf,Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,,,,,not permissioned,"Post Office Sorting Office, Wellington Street",br3,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br3.pdf,,,
,,2017-12-01,-0.595745,51.510078,,0.34,2017-12-01,60,60,60,Residential development. Flats plus a hotel.,Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,owned by a public authority,,,,not permissioned,"Former Library, William Street",br4,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br4.pdf,,,
,,2017-12-01,-0.591293,51.509624,,1.69,2017-12-01,675,675,675,"http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKP-e-e.pdf. PARTIAL DEMOLITION AND INTERNAL ALTERATIONS/EXTENSIONS TO EXISTING SHOPPING CENTRE AS PART OF A PART NEW BUILD/PART REFURBISHED MIXED USED SCHEME FOR 11, 533 SQ M OF A1 RETAIL, CLASS A3 - A5 FOOD AND DRINK AND CLASS D2 ASSEMBLY AND LEISURE FLOOR SPACE AND 675 RESIDENTIAL UNITS. THE RESIDENTIAL ELEMENT COMPRISING 346 NO. 1 BEDROOM AND 329 NO. 2 BEDROOM BEING CONTAINED WITHIN 4 NO. TOWERS OF BETWEEN 15 AND 23 STOREYS PLUS INFILLING DEVELOPMENT ON TOP OF THE EXISTING SHOPPING CENTRE AND A STAND ALONE TOWER OF 15 STOREYS WITH A VIEWING GALLEY ON TOP. RECONFIGURATION OF EXISTING ACCESS AND FRONTAGES ONTO WELLINGTON STREET AND WORKS INCLUDING, ALTERATIONS AND IMPROVEMENTS TO THE ENTRANCES TO THE SHOPPING CENTRE; PROVISION OF AMENITY SPACE AND LANDSCAPING; VEHICLE AND CYCLE PARKING; REFUSE AND RECYCLING STORAGE; PROVISION OF NEW AND/OR UPGRADING EXISTING INFRASTRUCTURE; GROUNDWORKS AND RE-PROFILING OF SITE LEVELS; ANCILLARY ENGINEERING AND OTHER OPERATIONS AND PLANT AND MACHINERY.. http://webarchive.nationalarchives.gov.uk/20140328084622/http:/publications.environment-agency.gov.uk/pdf/SCHO0195BJKX-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKP-e-e.pdf",Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,,,,,pending decision,"Queensmere Shopping Centre, Wellington Street, Slough, Berkshire, SL1 1LN",br5,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br5.pdf,,,
,,2017-12-01,-0.628714,51.517098,,0.48,2017-12-01,58,58,58,http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKJ-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJLL-e-e.pdf. Prior approval for change of use from class B1 (A) offices to class C3 residential for 58 flats (1 Bed).. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKJ-e-e.pdf|http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJLL-e-e.pdf,Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,,2017-05-11,full planning permission,,permissioned,"227, Bath Road, Slough, SL1 5PP",br8,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br8.pdf,,,
,,2017-12-01,-0.611562,51.521199,,0.32,2017-12-01,13,13,13,"Construction of 13 new dwellings comprising 5 x 2 beds, 8 x 3 beds with associated car parking and landscaping.",Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,owned by a public authority,,,,pending decision,"Former School Grounds, Belfast Avenue, Slough, SL1 3HH",br9,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br9.pdf,,,
,,2017-12-01,-0.606163,51.506235,,0.27,2017-12-01,32,32,32,Addition of third story and change of use of the first and second floors to provide a total of 32 residential flats (23no. 1 bed; 4no. 2 bed; 5no. 3 bed). Green roofs partly to be used as amenity space with privacy screening above second and the proposed third floor. Demolition of 4 Alexandra Road to facilitate realigned vehicular access. Extension to the southeast end of the building to accommodate new pedestrian access and stairwell to all levels. (Revised application following withdrawal of P/08040/018),Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,,,,,pending decision,"Alexandra Plaza, 33, Chalvey Road West, Slough, SL1 2NJ",br10,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br10.pdf,,,
,,2017-12-01,-0.592687,51.512908,,0.54,2017-12-01,150,150,150,http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKQ-e-e.pdf. Circa 150 residential units in undercroft parked blocks between 2 to 12 storeys.. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKQ-e-e.pdf,Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,mixed ownership,,,,not permissioned,"Stoke Road Bus Depot, Stanley Cottages, SL2 5AQ",br11,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br11.pdf,,,
,,2017-12-01,-0.593793,51.511566,,0.35,2017-12-01,300,300,300,"http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf. Mixed use regeneration scheme comprising new area of public realm/pedestrian link, private rented sector (PRS), resident accommodation, a hotel with conferencing and business facilities, a retail unit (use class A1-A3) and associated parking. http://webarchive.nationalarchives.gov.uk/20140328084622/http://publications.environment-agency.gov.uk/pdf/SCHO0195BJKO-e-e.pdf",Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,,,,,not permissioned,"Brunel Way, Slough, Berkshire.",br12,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br12.pdf,,,
,,2017-12-01,-0.557271,51.501556,,0.51,2017-12-01,22,22,22,Mixed use community provision and affordable housing. Flats above health centre plus a hall.,Slough Borough Council,http://opendatacommunities.org/id/unitary-authority/slough,owned by a public authority,,,,not permissioned,Merrymakers (and garage court/houses); Meadow Road,br14,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br14.pdf,,,
