Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2016-07-18,-0.524563,51.908063,,0.75,2018-12-31,18,20,25,"Existing Gospel Hall. Promoted for redevelopment, will be subsumed within HRN development. 2015 pre-app for demolition/erection of 20-25 dwellings",,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,,,,Not Permissioned,,"Dell Mount, Bedford Road, Houghton Regis",https://centralbedfordshire.box.com/s/xxa8354gzmoun3pxde5v4j3r0wmoathk,CB/16/02727/BRWN
,,2016-07-18,-0.307983,52.008922,,2.85,2018-12-31,53,53,77,Greyhound Racing Stadium - commercial & leisure. Adjacent to Henlow Airfield and Lower Stondon,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,,,,Not Permissioned,,"Henlow Greyhound Stadium, Bedford Road, Lower Stondon",https://centralbedfordshire.box.com/s/q7d3ldacyghgb7dlzy8c52jcpvx07w97,CB/16/02732/BRWN
,,2016-07-18,-0.334809,52.022998,,1.1,2018-12-31,34,30,40,Existing care home in operation adjacent to the village boundary. Narrow site access may be an issue,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,,,,Not Permissioned,,"Meppershall Nursing Home, Shefford Road, Meppershall",https://centralbedfordshire.box.com/s/r3v8jiqcjmr20e5yay5az027d4xnr6sz,CB/16/02756/BRWN
,,2016-07-18,-0.535667,51.89431,,1.19,2018-12-31,61,60,70,Part of larger redeveloped site in Dunstable,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,2017-09-29,full planning permission,,Not Permissioned,,"Former Trico Site, High Street North, Dunstable",https://centralbedfordshire.box.com/s/nj9toe9b9ilc1xbe9zdz1b04sphdrp0s,CB/16/02767/BRWN
,,2016-07-18,-0.514494,51.888524,,5.04,2018-12-31,170,170,170,Site benefits from planning permission for 170 dwellings,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,2016-03-16,reserved matters approval,,permissioned,,"Dukeminster Estate, Church Street, Dunstable",https://centralbedfordshire.box.com/s/hb0ntrke3j2tg5an6fvwkuav6ydwxc9g,CB/16/02769/BRWN
,,2016-07-18,-0.505483,51.885937,,3.19,2018-12-31,100,100,100,Outline Planning Permission for 100 dwellings,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,2016-08-31,outline planning permission,,permissioned,,"Former Interbrew, Eastern Avenue Industrial Estate, Eastern Avenue, Dunstable",https://centralbedfordshire.box.com/s/pgjihz0u96htke5optnsr273aqh8k7x8,CB/16/02794/BRWN
,,2016-07-18,-0.224024,52.021866,,1.39,2018-12-31,43,43,62,Extant planning permission for 43 dwellings,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,owned by a public authority,,full planning permission,,pending decision,,"Roker Park, The Green, Stotfold",https://centralbedfordshire.box.com/s/vwve6jdjte4xq97epi2czs6jc46hm956,CB/16/03020/BRWN
,,2016-07-18,-0.305035,52.00673,,0.38,2018-12-31,13,13,13,Site allocation HA29 (North CBC Site Allocation DPD). No planning application to date,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,,,,Not Permissioned,,"Peckworth Industrial Estate, Bedford Road, Lower Stondon",https://centralbedfordshire.box.com/s/56lym1tbgbkootvfygc3ndr316zbwgc0,CB/16/03103/BRWN
,,2017-12-18,-0.30209,52.014088,,220,2018-12-31,700,700,1000,Site constraints exist which require significant mitigation,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,owned by a public authority,,,,Not Permissioned,,"RAF Henlow, Henlow",https://centralbedfordshire.box.com/s/ff6xgoz8sgp0y0ph9l5mpig2957ezpa3,CB/17/05977/BRWN
,,2017-12-18,-0.357088,51.995716,,2.3,2018-12-31,23,23,42,Site contains agricultural buildings which require demolition,,http://opendatacommunities.org/id/unitary-authority/central-bedfordshire,not owned by a public authority,,,,Not Permissioned,,"Land North of Dawes Garage, 25 High Road, Shillington",https://centralbedfordshire.box.com/s/n7gyh9bwen40at0067qwtvs1idoruow9,CB/17/05982/BRWN
