Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-08,-0.62,51.71,,0.1,2018-12-10,3,3,5,,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Chesham Car and Van Sales, Bellingdon Road''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0008
,,2017-12-08,-0.71,51.71,,0.17,2018-12-10,5,5,10,,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Wicks Garage, Rignall Road''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0031
yes,,2017-12-08,-0.59,51.72,,0.52,2018-12-10,12,12,13,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Coach Depot and Adjacent Land, Lycrome Road, Lye Green''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0109
,,2017-12-08,-0.55,51.61,,0.24,2018-12-10,7,7,8,Any future development proposals should ensure that leisure and community facilities are reprovided.,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Chalfont St Peter Youth Centre, Tithe Barn, Sandy Rise''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0128
yes,,2017-12-08,-0.55,51.62,,2.94,2018-12-10,15,15,25,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,pending decision,,"''Epilepsy Society Site (Middle Site), Chesham Lane''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0129
yes,,2017-12-08,-0.55,51.63,,4.61,2018-12-10,12,12,15,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Epilepsy Society Site (Debenham House and Land to Rear), Chalfont St Peter''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0130
yes,,2017-12-08,-0.56,51.6,,0.23,2018-12-10,13,13,13,"Redevelopment of site to create thirteen dwellings comprising change of use of church (Use Class D1) to form 6 apartments (Use Class C3) incorporating alteration to roof, erection of 4 new dwellings, refurbishment of existing dwelling and two flats, and associated landscaping and parking",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2018-05-02,full planning permission,,permissioned,,"''Gold Hill Baptist Church, Gold Hill East, Chalfont St Peter''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0131
yes,,2017-12-08,-0.61,51.7,,1.81,2018-12-10,55,55,55,"Outline application for up to 55 residential units with associated access infrastructure and landscaping, refurbishment and retention of existing commercial units (Matters of access only to be considered at this stage)",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2107-10-19,outline planning permission,,permissioned,,"''Land at Springfield Industrial Estate, Springfield Road''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0145
,,2017-12-08,-0.56,51.67,,0.62,2018-12-10,25,25,31,,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Area around Chalfont and Latimer Station, Little Chalfont''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0152
yes,,2017-12-08,-0.57,51.67,,0.26,2018-12-10,7,7,7,Redevelopment of site to provide a terrace of four dwellings and a three storey building comprising two retail units and six flats with associated vehicular accesses and parking,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2015-07-15,full planning permission,,permissioned,,"''68 to 78 Elizabeth Avenue, Little Chalfont''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0153
yes,,2017-12-08,-0.58,51.67,,0.41,2018-12-10,6,6,10,,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Rear of St Georges Church, White Lion Road, Little Chalfont''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0156
,,2017-12-08,-0.61,51.71,,0.18,2018-12-10,7,7,13,,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Land Adjoining Chesham Station, Station Road''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0174
yes,,2017-12-08,-0.6,51.68,,0.34,2018-12-10,8,8,8,"Change of use of first and second floor gymnasium (Use Class D2) to provide eight apartments (5x2 bed, 3x1 bed), extension to enclose stairwell, first floor/second floor rear extension and new balconies and associated parking",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2015-04-13,full planning permission,,permissioned,,"''Sycamore House, 1 Woodside Road, Amersham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0197
yes,,2017-12-08,-0.6,51.68,,0.07,2018-12-10,11,11,11,"Prior Notification Under Class J of Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 1995, as amended - change of use of first and second floors from office (use class b1(a)) to eleven residential units (use class c3)",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2014-05-28,other,,permissioned,,"''Metro House, 37 to 47 Woodside Road, Amersham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0205
yes,,2017-12-08,-0.54,51.63,,41.56,2018-12-10,309,309,309,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site to provide 309 dwellings (Use Class C3), including new build, conversion of existing student housing blocks, Grade II listed manor house and associated buildings",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2016-07-29,full planning permission,,permissioned,,"''Newland Park, Gorelands Lane, Chalfont St Giles''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0209
yes,,2017-12-08,-0.62,51.72,,2.73,2018-12-10,142,142,142,"The office element of the consented scheme is protected by condition. Redevelopment of the site comprising demolition of existing substation and provision of 142 residential units (Use Class C3), car parking, landscaping and associated works",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2017-09-19,full planning permission,,permissioned,,"''90 Asheridge Road, Chesham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0211
yes,,2017-12-08,-0.61,51.71,,0.01,2018-12-10,7,7,7,"Prior Notification under Class P of Part 3, Schedule 2 of the Town and Country Planning (General Permitted Development) (England) Order 2015 - Change of use from storage or distribution buildings (Use Class B8) to seven residential units (Use Class C3)",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2015-09-01,other,,permissioned,,"''Victoria House, Victoria Road, Chesham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0384
yes,,2017-12-08,-0.6,51.68,,0.06,2018-12-10,8,8,8,Demolition of existing office building and erection of eight flats,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2017-12-15,full planning permission,,permissioned,,"''Apex House, 31 Chiltern Avenue, Amersham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0425
yes,,2017-12-08,-0.61,51.7,,0.05,2018-12-10,5,5,6,"Part two storey, part first floor side extensions and alterations to facilitate the change of use of site from a public house to create six residential units, laying of hardstanding and the creation of a new vehicular access",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2015-11-04,full planning permission,,permissioned,,"''The Rose and Crown Public House, 264 Waterside, Chesham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0427
,,2017-12-08,-0.61,51.71,,0.38,2018-12-10,13,13,25,Development proposals of the site should maintain existing levels of public and commuter parking as well as provide parking for any new development,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Car Park North of Chesham Station, Station Road''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0438
,,2017-12-08,-0.56,51.67,,2.34,2018-12-10,40,40,80,Development proposals of the site should maintain existing levels of public and commuter parking as well as provide parking for any new development,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Chalfont and Latimer Station Car Park, Bedford Avenue''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0439
yes,,2017-12-08,-0.61,51.72,,0.55,2018-12-10,6,6,15,Any future development proposals should address any potential implications on residential parking and highways,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''William Moulder Court, Chesham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0440
yes,,2017-12-08,-0.62,51.72,,0.3,2018-12-10,6,6,9,Any future development proposals should address any potential implications on residential parking and highways,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Land West of Mount Nugent, Chesham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0444
yes,,2017-12-08,-0.62,51.72,,0.22,2018-12-10,7,7,12,Any future development proposals should address any potential implications on residential parking and highways,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Land off Shelley Road, Chesham''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0445
yes,,2017-12-08,-0.71,51.7,,0.53,2018-12-10,10,10,20,Development proposals of the site should retain and enhance interchange facilities and the station forecourt. Possible access from the site could be provided to other nearby development opportunities.,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Land on the frontage of Great Missenden Railway Station, ''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0448
yes,,2017-12-08,-0.61,51.74,,2.25,2018-12-10,15,15,25,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals. Current permission only applies to part of the total site.. Demolition of existing Class B8 warehouses and redevelopment to provide 4 x 3 bedroom semi-detached dwellings and 1 x 4 bedroom detached dwelling, served by new and altered accesses",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2018-08-09,full planning permission,,permissioned,,"''Woodlands Farm, The Vale''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0459
yes,,2017-12-08,-0.6,51.74,,0.83,2018-12-10,6,6,8,Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.,Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,,,,not permissioned,,"''Tunfield Farm, Hog Lane''",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0460
,,2018-12-10,-0.54,51.61,,0.28,2018-12-10,2,2,2,"Any future development proposals should consider that the site is within the Green Belt. Green Belt policies will apply to any future development proposals.. Redevelopment of site to provide two dwellings with associated access and landscaping, and detached car-port structure",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2017-01-19,full planning permission,,permissioned,,Land to rear of 65 Denham Lane,http://www.chiltern.gov.uk/planning/brownfieldregister,CD0461
,,2018-12-10,-0.61,51.7,,0.036,2018-12-10,7,7,7,"Change of use of part ground floor from financial and professional services (Use Class A2) to dwellinghouses (Use Class C3) comprising 1 one bed flat, change of use of first floor from financial and professional services (Use Class A2) to dwellinghouses (Use Class C3) comprising 1 two bed flat and 2 one bed flats, erection of a second floor extension to facilitate two studio flats.",Chiltern District Council,http://opendatacommunities.org/id/district-council/chiltern,not owned by a public authority,2017-12-07,full planning permission,,permissioned,,"12 - 14 High Street, Chesham",http://www.chiltern.gov.uk/planning/brownfieldregister,CD0462
