Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-20,1.729144,52.604423,,0.04,2019-12-19,,6,6,06/04/0783/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2004-10-12,full planning permission,,permissioned,,"137-139 King Street, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2568&p=0,BFR1
yes,,2017-12-20,1.720963,52.615429,,1.19,2019-12-19,,24,24,06/05/0866/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2009-04-30,full planning permission,,permissioned,,"Land adjacent Runham Road / North River Road, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2569&p=0,BFR2
yes,,2017-12-20,1.733681,52.599063,,0.04,2019-12-19,,12,12,06/12/0647/F & 06/14/0551/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2010-04-27,full planning permission,,permissioned,,"Gainsborough Court, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2570&p=0,BFR3
yes,,2017-12-20,1.735367,52.60133,,0.02,2019-12-19,,6,6,06/10/0448/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2010-10-05,full planning permission,,permissioned,,"Rear of 5 Marine Parade, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2571&p=0,BFR4
yes,,2017-12-20,1.725034,52.58595,,0.26,2019-12-19,,18,18,06/16/0189/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2017-11-28,full planning permission,,permissioned,,"Former Ivy House & The Hollies, Burnt Lane / Addison Road , Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2572&p=0,BFR5
yes,,2017-12-20,1.714183,52.584411,,5.08,2019-12-19,,113,113,06/15/0737/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2018-01-30,full planning permission,,permissioned,,"Former Claydon High School, Beccles Road, Gorleston, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2573&p=0,BFR6
yes,,2017-12-20,1.725728,52.606122,,0.02,2019-12-19,,6,6,06/13/0391/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2013-08-21,full planning permission,,permissioned,,"31/31A Hall Plain, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2574&p=0,BFR7
yes,,2017-12-20,1.720662,52.606137,,0.04,2019-12-19,,10,10,06/14/0592/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2014-12-01,full planning permission,,permissioned,,"137 Mill Road, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2575&p=0,BFR8
yes,,2017-12-20,1.73343,52.600105,,0.02,2019-12-19,,5,5,06/15/0647/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2015-12-21,full planning permission,,permissioned,,"5-6 Nelson Road South, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2577&p=0,BFR10
yes,,2017-12-20,1.729102,52.605836,,0.02,2019-12-19,,5,5,06/13/0083/F,,http://opendatacommunities.org/id/district-council/great-yarmouth,not owned by a public authority,2013-05-30,full planning permission,,permissioned,,"5 Deneside, Great Yarmouth",https://www.great-yarmouth.gov.uk/CHttpHandler.ashx?id=2578&p=0,BFR11
