Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-20,-1.57827,50.877638,,0.04,2018-12-06,5,5,5,An element of residential use would be considered alongside employment as part of a mixed use redevelopment of this employment site,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,owned by a public authority,,,,not permissioned,,"Former Magistratesí Court, Pikes Hill, Lyndhurst, SO43 7AY",,BFS1
yes,,2017-12-20,-1.578666,50.877882,,0.02,2018-12-06,2,2,2,,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,owned by a public authority,,,,not permissioned,,"Garage Site, Foldsgate Close, Lyndhurst SO43 7BY",,BFS2
yes,,2017-12-20,-1.57353,50.81754,,0.39,2018-12-06,9,9,9,"Demolition of redundant industrial buildings and construction of mixed use development including 9no dwellings, 4no office/retail units on ground floor and 5 no office units at first floor level, carports, parking and landscaping. Existing access retained.",New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2018-11-20,full planning permission,,permissioned,,"Redmayne Engineering Site, Station Approach, Brockenhurst, SO42 7TW",,BFS3
yes,,2017-12-20,-1.575547,50.814319,,0.35,2018-12-06,10,10,10,,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,,,,,not permissioned,,"Land at Railway Station, Brockenhurst, SO42 7TW",,BFS4
yes,,2017-12-20,-1.522698,50.892675,,0.05,2018-12-06,2,2,2,,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,,,,not permissioned,,"Former Service Station, 128 Lyndhurst Road, Ashurst, SO40 7AS",,BFS5
yes,,2017-12-20,-1.579084,50.875707,,0.35,2018-12-06,18,18,18,,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,,,,not permissioned,,"Land adjoining Cranleigh Paddock Residential Home, Calpe Avenue, Lyndhurst, SO43 7EP",,BFS6
yes,,2017-12-20,-1.572011,50.87204,,1.61,2018-12-06,50,50,50,"Planning application refused; appeal lodged, public enquiry early 2019",New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,,,,not permissioned,,"Lyndhurst Park Hotel, 78 High Street, Lyndhurst, SO43 7NL",,BFS7
yes,,2017-12-20,-1.581436,50.82238,,0.15,2018-12-06,1,1,1,"Planning application partly implemented. Demolition of existing, new access",New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2005-08-15,full planning permission,,permissioned,,"Oak Lodge Dental Surgery, Rhinefield Road, Brockenhurst, SO42 7SR",,BFS8
yes,,2017-12-20,-1.578147,50.818753,,0.5,2018-12-06,26,26,26,Construction commenced 2018. 3 villas to create 24 age restricted apartments,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2017-04-26,full planning permission,,permissioned,,"Watersplash Hotel, The Rise, Brockenhurst, SO42 7ZP",,BFS9
yes,,2017-12-20,-1.575217,50.872708,,0.03,2018-12-06,6,6,6,Change of use of office building to 6 apartments,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2016-08-15,other,,permissioned,,"First and Second Floor, 49-49A High Street, Lyndhurst, SO43 7BE",,BFS10
yes,,2017-12-20,-1.575727,50.872826,,0.02,2018-12-06,1,1,1,New dwelling; associated landscaping,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2016-06-21,full planning permission,,permissioned,,"Land To The Rear Of 35 High Street, Lyndhurst, SO43 7BE",,BFS12
yes,,2017-12-20,-1.576711,50.874053,,0.19,2018-12-06,1,1,1,Conversion of Bed and Breakfast to create 2 dwellings,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2016-09-15,full planning permission,,permissioned,,"Burwood Lodge, 27 Romsey Road, Lyndhurst, SO43 7AA",,BFS13
yes,,2017-12-20,-1.585894,50.822441,,0.39,2018-12-06,1,1,1,New dwelling and garage,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2016-06-16,full planning permission,,permissioned,,"Land Of Forest Park Hotel, Forest Park Road, Brockenhurst, SO42 7SW",,BFS14
yes,,2017-12-20,-1.575505,50.818959,,0.06,2018-12-06,2,2,2,Change of use to dental practice; 2 flats; Internal alterations,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2017-03-21,full planning permission,,permissioned,,"Lloyds Tsb, Sway Road, Brockenhurst, SO42 7ZH",,BFS16
yes,,2017-12-20,-1.573245,50.873599,,0.14,2018-12-06,2,2,2,Conversion of owners accommodation to create 2 separate units of accommodation,New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2017-02-14,full planning permission,,permissioned,,"Rufus House Hotel, Southampton Road, Lyndhurst, SO43 7BQ",,BFS17
yes,,2018-12-06,-1.573245,50.872262,,0.18,2018-12-06,2,2,2,"Conversion of flat, including loft space, to create 3No. Flats",New Forest National Park,http://opendatacommunities.org/id/national-park-authority/new-forest,not owned by a public authority,2016-11-10,full planning permission,,permissioned,,"3No. Flats, 68 High Street, Lyndhurst, SO43 7BJ",,BFS18
