Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2021-12-20,-2.584535,51.91483,,,2021-12-20,,14,14,Formation of 14 No. self-contained flats.,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2005-04-13,,,permissioned,"2-5 Market Place, Ross-on-Wye, Herefordshire, HR9 5NX",45173,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=045173&search-term=2-5%20Market%20Place,,,
yes,,2021-12-20,-2.504662,52.190594,,,2021-12-20,,5,5,Conversion of former Grammar school building into five residential dwellings. Demolition works include the removal of part of an extension to the west elevation.,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-12-21,,,permissioned,"Dev 1 Site At Old Grammar School Convert Of School Building To 5 Residential Dwellings, Church Street, Bromyard, Herefordshire",162480,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162480&search-term=162480,,,
yes,,2021-12-20,-2.787162,52.137216,,,2021-12-20,,10,10,Proposed demolition of redundant commercial premises to facilitate residential development of ten market dwellings together with associated vehicle access.,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-10-12,,,permissioned,"Land at, Former Yeomans Coach Depot, A4110 Canyon Pyon, Herefordshire",151698,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=151698&search-term=151698,,,
yes,,2021-12-20,-2.802012,52.03579,,,2021-12-20,,5,5,"Erection of five dwellings withintegral garages, the extension of existing access road and associatedhighway works) - To use the brick on the front gable to break up the block of render to enhance the characteristics of the property.",,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2019-03-25,,,permissioned,"Land to the rear of Bine Cottage, Clehonger, Herefordshire",190110,"https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=190110&search-term=Land%20to%20the%20rear%20of%20Bine%20Cottage,%20Clehonger,%20Herefordshire",,,
yes,,2021-12-20,-2.712237,52.058448,,,2021-12-20,,10,10,Proposed demolition of existing commercial premises and erection of mixed use development consisting of 10 no. residential apartments and 1 no. commercial office,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-08-30,,,permissioned,"Land at, 46-47 Catherine Street, Hereford, Herefordshire, HR1 2DU",161931,"https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161931&search-term=Land%20at,%2046-47%20Catherine%20Street,%20Hereford,%20Herefordshire,%20HR1%202DU",,,
yes,,2021-12-20,-2.703401,52.054042,,,2021-12-20,,5,5,Replacement of extant planning permission S101545/F. Proposed erection of 3 terraced houses and conversion of office to twohouses with parking,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2013-10-02,,,permissioned,"White Lodge, 50 Ledbury Road, Hereford, Herefordshire, HR1 2SY",132258,"https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=132258&search-term=White%20Lodge,%2050%20Ledbury%20Road,%20Hereford,%20Herefordshire,%20HR1%202SY",,,
yes,,2021-12-20,-3.023826,52.20496,,,2021-12-20,,10,10,Proposed site will be developed into 10 residential units. One of the existing workshops will be converted into 3 dwellings. The remaining 7 dwellings will be new builds.,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2016-09-07,,,permissioned,"Land at Deacon's Yard, 36 Victoria Road, Kington, Herefordshire",153631,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153631&search-term=153631,,,
yes,,2021-12-20,-2.568848,51.913666,,,2021-12-20,,6,6,"Proposed demolition of existing dwelling (Rossleigh) and erection of six dwellings, with access onto Gloucester Road, associated ground works and landscaping) - to improve house type design and link garage to dwelling whilst maintaining appropriate parking and turning areas",,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2018-10-02,,,permissioned,"Land at Rossleigh, Gloucester Road, Ross-on-Wye, Herefordshire",182986,"https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=182986&search-term=Land%20at%20Rossleigh,%20Gloucester%20Road,%20Ross-on-Wye",,,
yes,,2021-12-20,-2.601727,51.866417,,,2021-12-20,,5,5,"The demolition of all existing structures on the site, the permanent cessation of existing uses and the erection of five detached dwelling houses with associated garaging.",,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2017-01-05,,,permissioned,"Land at Leys Hill, Walford, Ross on Wye, Herefordshire",161689,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161689&search-term=161689,,,
yes,,2021-12-20,-2.727643,52.058713,,,2021-12-20,,10,10,Proposed construction of ten residential apartments with car parking and turning area,,http://opendatacommunities.org/id/unitary-authority/herefordshire,not owned by a public authority,2017-10-09,,,permissioned,"Land to the rear of 70 Whitecross Road, Hereford",161044,https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161044&search-term=161044,,,
