Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-31,0.069351,51.556425,,1.96,2017-12-31,683,683,683,Refused planning application: 4499/15 - Appeal to be heard in Autumn 2017 - Located within Ilford Housing Zone - Local Plan allocation site number: 1. Retail/Employment/Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,pending decision,"Sainsbury's, Roden Street, Ilford",BRLBR0001,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0001,,,
yes,,2017-12-31,0.071963,51.560017,,2.5,2017-12-31,214,214,214,Approved planning application: 4265/15 - Located within Ilford Housing Zone - Local Plan allocation site number: 2. Employment/Retail/Housing/Leisure. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,2017-02-07,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,"The Exchange Shopping Centre, Ilford",BRLBR0002,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0002,,,
yes,,2017-12-31,0.067334,51.556747,,0.7,2017-12-31,354,354,354,Approved planning application - 2434/12 - Located within Ilford Housing Zone - Local Plan allocation site number: 3. Employment/Retail/ Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,2013-10-02,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,"Britainnia Music - 60-70 Roden Street and land between Chapel Road and Roden Street, Ilford",BRLBR0003,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0003,,,
,,2017-12-31,0.066415,51.557713,,0.91,2017-12-31,342,342,342,Located within Ilford Housing Zone - Local Plan allocation site number: 4. Employment/ Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Depot Mill Road/Mill House, Ilford Hill",BRLBR0004,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0004,,,
yes,,2017-12-31,0.07696,51.561198,,0.5,2017-12-31,182,182,182,Located within Ilford Housing Zone - Local Plan allocation site number: 5. Housing/Education. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Ley Street car park and bus depot, Ilford",BRLBR0005,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0005,,,
,,2017-12-31,0.074,51.558495,,0.7,2017-12-31,203,203,203,Located within Ilford Housing Zone - Local Plan allocation site number: 6. Civic/Leisure/Retail/Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Town Hall Car Park, Ilford",BRLBR0006,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0006,,,
yes,,2017-12-31,0.072695,51.557843,,0.57,2017-12-31,180,180,180,Located within Ilford Housing Zone - Local Plan allocation site number: 7. Retail/Employment/ Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,mixed ownership,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Land bounded by Clements Road, Chadwick Road and Postway Mews, Ilford",BRLBR0007,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0007,,,
yes,,2017-12-31,0.068985,51.55851,,0.15,2017-12-31,52,52,52,Located within Ilford Housing Zone - Local Plan allocation site number: 8. Retail/Employment/Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"If Bar 71 Ilford Hill, Ilford",BRLBR0008,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0008,,,
yes,,2017-12-31,0.075089,51.559782,,0.31,2017-12-31,285,285,285,Planning application: 4326/16 - Located within Ilford Housing Zone - Local Plan allocation site number: 9. Retail/Employment/ Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,pending decision,"193-207 High Road, Ilford",BRLBR0009,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0009,,,
yes,,2017-12-31,0.071112,51.558016,,0.74,2017-12-31,251,251,251,Located within Ilford Housing Zone - Local Plan allocation site number: 10. Retail/Employment /Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,mixed ownership,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Site bounded by Chapel Road, High Road and Clements Lane, Ilford",BRLBR0010,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0010,,,
yes,,2017-12-31,0.067355,51.558083,,0.59,2017-12-31,141,141,141,Approved Planning Application - 1279/13 - Located within Ilford Housing Zone - Local Plan allocation site number: 11. Retail/ Employment/Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,2015-05-06,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,"Peachy House, 39 Ilford Hill, Ilford",BRLBR0011,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0011,,,
yes,,2017-12-31,0.068607,51.558623,,0.43,2017-12-31,122,122,122,Approved Planning Application - 3782/14 - Located within Ilford Housing Zone - Local Plan allocation site number: 12. Retail/Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,2015-09-25,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,51-69 Ilford Hill (Valentines House),BRLBR0012,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0012,,,
yes,,2017-12-31,0.078067,51.559699,,0.14,2017-12-31,124,124,124,Submitted Planning Application - 4462/16 - Located within Ilford Housing Zone - Local Plan allocation site number: 13. Retail/Employment/ Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,2011-12-29,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,"226-244 High Road, Ilford",BRLBR0013,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0013,,,
,,2017-12-31,0.069059,51.560296,,0.1,2017-12-31,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 14. Retail/ Housing/Employment. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"51-71 Cranbrook Road, Ilford",BRLBR0014,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0014,,,
yes,,2017-12-31,0.064968,51.557705,,0.24,2017-12-31,,,,Located within Ilford Housing Zone - Local Plan allocation site number: 15. Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,not owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Land between Mill Road & the Railway Line, Ilford",BRLBR0015,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0015,,,
,,2017-12-31,0.066423,51.563976,,0.39,2017-12-31,129,129,129,Approved Planning Application - 2604/15 - Part of site - Located within Ilford Housing Zone - Local Plan allocation site number: 16. Employment/ Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,mixed ownership,2016-02-05,full planning permission,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,permissioned,"245-275 Cranbrook Road, Ilford",BRLBR0016,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0016,,,
yes,,2017-12-31,0.068493,51.557506,,0.29,2017-12-31,117,117,117,Located within Ilford Housing Zone - Local Plan allocation site number: 17. Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,mixed ownership,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"40 Ilford Hill, Ilford",BRLBR0017,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0017,,,
yes,,2017-12-31,0.069482,51.558623,,0.26,2017-12-31,98,98,98,Located within Ilford Housing Zone - Local Plan allocation site number: 18. Employment/Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,mixed ownership,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"73-85 Ilford Hill and 1-7 Cranbrook Road, Ilford",BRLBR0018,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0018,,,
yes,,2017-12-31,0.071796,51.557492,,0.24,2017-12-31,73,73,73,Located within Ilford Housing Zone - Local Plan allocation site number: 19. Retail/Employment Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"Land adjacent to Clements Lane and Clements Road, Ilford",BRLBR0019,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0019,,,
yes,,2017-12-31,0.079276,51.559917,,0.13,2017-12-31,42,42,42,Located within Ilford Housing Zone - Local Plan allocation site number: 20. Housing. https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,London Borough of Redbridge,http://opendatacommunities.org/id/london-borough-council/redbridge,owned by a public authority,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,Not permissioned,"262 � 268 High Road, Ilford",BRLBR0020,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0020,,,
