Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-11-30,-0.013006,51.471193,,6.07,2017-11-30,645,645,645,14/087333 (currently at phase 4) for mixed use development including 2-6 phases with a total of 1054 residential units,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,mixed ownership,2014-12-08,reserved matters approval,,permissioned,Heathside and Lethbridge Estate,BK001,,,,
yes,,2017-11-30,0.000704,51.463545,,0.36,2017-11-30,30,30,30,"16/095488 for mixed use development including 9 x one bedroom, 8 x two bedroom, 3 x three bedroom self-contained flats and 10 x four bedroom townhouses",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-10-20,full planning permission,,permissioned,"BMW site, Lee Terrace ",BK002,,,,
yes,,2017-11-30,-0.010774,51.465521,,0.07,2017-11-30,28,28,28,15/091914 for mixed use development including 28 flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-03-16,full planning permission,,permissioned,"Former petrol station, 167 Lewisham Road",BK003,,,,
yes,,2017-11-30,0.003739,51.459631,,0.13,2017-11-30,25,25,25,"14/089902 for residential development including 6 x 1 bedroom and 14 x 2 bedroom flats, 3 x 3 bedroom and 2 x 4 bedroom flats",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,owned by a public authority,2015-03-04,full planning permission,,permissioned,"23 Boone Street, Dacre Park Estate",BK004,,,,
yes,,2017-11-30,-0.00956,51.462913,,0.17,2017-11-30,20,20,20,15/094039 for residential development including two additional floors at roof level with 20 residential units,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-03-24,full planning permission,,permissioned,"Tower House, 65-71 Lewisham High Street",BK005,,,,
yes,,2017-11-30,0.008066,51.465411,,0.06,2017-11-30,16,16,16,10/76229 for residential development including 10 x one bedroom self-contained flats and 4 x two bedroom and 2 x three bedroom self-contained maisonettes,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2013-12-17,full planning permission,,permissioned,"Independents Day Centre, Independents Road ",BK006,,,,
yes,,2017-11-30,-0.009291,51.462781,,0.02,2017-11-30,12,12,12,16/099036 Prior Approval for residential development including 12 studio flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-12-21,full planning permission,,permissioned,1 Myron Place,BK007,,,,
yes,,2017-11-30,-0.002165,51.463208,,0.26,2017-11-30,9,9,9,15/094157 for residential development including 9 x four bedroom town houses comprising three pairs of semi-detached houses and one terrace of three houses,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-01-08,full planning permission,,permissioned,"Our Lady of Lourdes School, Belmont Hill",BK008,,,,
yes,,2017-11-30,0.003855,51.46071,,0.09,2017-11-30,5,5,5,14/89973 for residential development including 5 x two bedroom mews houses,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,owned by a public authority,2015-04-22,full planning permission,,permissioned,Garages at 49-71 Dacre Park,BK009,,,,
yes,,2017-11-30,0.001487,51.460241,,0.03,2017-11-30,6,6,6,Lapsed 07/65979 and Lapsed 09/73230for residential development including 4 x one bedroom and 2 x two bedroom self-contained flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,,,,not permissioned,17 Brandram Road,BK010,,,,
yes,,2017-11-30,-0.03834,51.428447,,0.04,2017-11-30,9,9,9,14/88927 for residential development including 8 x two bedroom self-contained flats and 1 x one bedroom maisonette,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-02-02,full planning permission,,permissioned,351-355 Sydenham Road,BL001,,,,
yes,,2017-11-30,-0.016702,51.424513,,0.05,2017-11-30,7,7,7,"16/99506 for residential development including 4 x one bedroom, 3 x two bedroom and 1 x three bedroom self-contained flats",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2017-05-17,full planning permission,,permissioned,117 Dunfield Road,BL002,,,,
yes,,2017-11-30,-0.037483,51.475294,,0.06,2017-11-30,11,11,11,15/93085 for mixed use development including 16 x studio flats and 2 x one bedroom self-contained flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-12-09,full planning permission,,permissioned,"302-308, 310-312 New Cross Road",BR001,,,,
yes,,2017-11-30,-0.035276,51.4658,,0.02,2017-11-30,5,5,5,17/100503 for residential development including 3 x one bedroom and 2 x two bedroom self-contained flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2017-05-22,full planning permission,,permissioned,1 Brockley Cross,BR003,,,,
yes,,2017-11-30,-0.030719,51.472318,,0.09,2017-11-30,9,9,9,"Lapsed 09/73121 for residential development including 1 x three bedroom, 2 x two bedroom and 6 x one bedroom self-contained flats",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,,,,not permissioned,97 - 103 Florence Road,BR004,,,,
yes,,2017-11-30,-0.035928,51.462774,,0.02,2017-11-30,5,5,5,Lapsed 11/77443 for residential development including 2 x one bedroom and 2 x two bedroom self-contained flats and 1 x two bedroom self-contained maisonette,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,,,,not permissioned,Land adjoining 196 Brockley Road,BR005,,,,
yes,,2017-11-30,-0.049699,51.443421,,0.09,2017-11-30,9,9,9,"15/091375 for mixed use development including 4 x three bedroom two storey houses, 1 x three bedroom maisonette, 1 x three bedroom flat, 1 x two bedroom flat and 2 x three bedroom live/work unit",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-09-17,full planning permission,,permissioned,33 - 39 Beadnell Road,CP002,,,,
yes,,2017-11-30,-0.038048,51.453182,,0.05,2017-11-30,7,7,7,14/088077 for mixed use development including 2 x three bedroom houses and 4 x one bedroom and 3 x two bedroom self-contained flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-01-09,full planning permission,,permissioned,437-439 Brockley Road,CP003,,,,
yes,,2017-11-30,-0.040959,51.442422,,0.05,2017-11-30,5,5,5,16/097266 Prior Approval for residential development including 5 x one bedroom self-contained flats,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-08-19,full planning permission,,permissioned,219 Stanstead Road,CP004,,,,
yes,,2017-11-30,-0.046537,51.445036,,0.07,2017-11-30,5,5,5,16/097411 for residential development including 5 x four bedroom houses,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-09-12,full planning permission,,permissioned,113 Bovill Road,CP005,,,,
yes,,2017-11-30,-0.041018,51.447771,,0.05,2017-11-30,5,5,5,Lapsed 11/78739 for residential development including 7 x two bedroom and 2 x one bedroom self-contained units,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,,,,not permissioned,58-64 Brockley Rise,CP006,,,,
yes,,2017-11-30,-0.006023,51.444613,,0.1,2017-11-30,5,5,5,14/088055 for residential development including 5 x three bedroom residential units,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-06-15,full planning permission,,permissioned,246 Brownhill Road,CS002,,,,
yes,,2017-11-30,-0.026218,51.486042,,16.93,2017-11-30,3514,3514,3514,13/083358 for mixed use development including up to 3514 (321000 m2) residential units,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-03-10,outline planning permission,,permissioned,Convoys Wharf,EV001,,,,
yes,,2017-11-30,-0.035441,51.487402,,4.56,2017-11-30,1131,1131,1131,15/092295 for mixed use development including 1132 residential units. This is a hybrid application: full for phase 1 and outline for phases 2 and 3,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2016-03-23,outline planning permission,,permissioned,"Timber Yard, Deptford Wharves, Oxestalls Road",EV002,,,,
yes,,2017-11-30,-0.035172,51.481706,,1.31,2017-11-30,316,316,316,15/093101 for mixed use development including full permission for 258 residential dwellings and reserved matters 16/097829 for up to 58 dwellings,London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2017-01-20,reserved matters approval,,permissioned,Arklow Road Trading Estate MEL,EV003,,,,
yes,,2017-11-30,-0.035579,51.49223,,0.87,2017-11-30,225,225,225,"15/091087 for mixed use development including 102 x one bed, 79 x two bed, 40 x three bed and 4 x four bed units",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2015-11-13,full planning permission,,permissioned,Marine Wharf East,EV004,,,,
yes,,2017-11-30,-0.040728,51.484702,,1.14,2017-11-30,199,199,199,"10/75331 for mixed use development including 199 residential units comprising 70 x one bedroom, 100 x two bed, 19 x three bedroom and 10x four bedroom units",London Borough of Lewisham,http://opendatacommunities.org/id/london-borough-council/lewisham,not owned by a public authority,2012-03-30,full planning permission,,permissioned,"Neptune Works, Parkside House, Grinstead Road",EV005,,,,
