Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-17,-0.770725,53.396244,,0.36,2019-03-31,,25,25,Allocated in CLLP (CL1217),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Tesco Car Park, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,1
,,2017-12-17,-0.775094,53.397044,,0.81,2019-03-31,,34,34,Allocated in CLLP (CL1244),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Site between Wembley/Hickman Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,2
,,2017-12-17,-0.775166,53.394527,,2.22,2019-03-31,,83,83,Allocated in CLLP (CL1246),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"West of Primrose Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,3
,,2017-12-17,-0.774912,53.39288,,0.58,2019-03-31,,25,25,Allocated in CLLP (CL1247),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Land enclosed by Thornton Street, Bridge Sreet, King Street and Bridge Road, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,4
yes,,2017-12-17,-0.763748,53.392037,,3.98,2019-03-31,,112,112,Allocated in CLLP (CL1248),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Middlefield School of Technology, Middlefield Lane, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,5
,,2017-12-17,-0.781668,53.401183,,3.03,2019-03-31,,114,114,Allocated in CLLP (CL1253),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Sinclairs, Ropery Road, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,6
yes,,2017-12-17,-0.773262,53.404279,,0.93,2019-03-31,,53,53,Allocated in CLLP (CL1271) / full planning permission (125240),,http://opendatacommunities.org/id/district-council/west-lindsey,,2011-07-15,full planning permission,,permissioned,,"Land north of Northholme, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,7
,,2017-12-17,-0.775944,53.403605,,0.18,2019-03-31,,48,48,Allocated in CLLP (CL1610) / Site has planning permission (137322) for a temporary car park (3 years) which expires 10/04/2021,,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Land between North Street and Church Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,8
yes,,2018-12-21,-0.770359,53.400078,,0.29,2019-03-31,,39,39,Allocated in CLLP (CL1984 - in part) / full planning permission (136488),,http://opendatacommunities.org/id/district-council/west-lindsey,,2017-10-13,full planning permission,,permissioned,,"Land at Spring Gardens (Marshalls Rise), Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,9
yes,,2017-12-17,-0.491299,53.266541,,0.38,2019-03-31,,30,30,Allocated in CLLP (CL4663),,http://opendatacommunities.org/id/district-council/west-lindsey,,,,,not permissioned,,"Neighbourhood Plan Allocation D - All Saints Lane, Nettleham",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,10
