Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-18,-2.074277,53.33377,,0.75,2021-12-09,,40,40,Site could be a potential housing site for a minimum of 36 units,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Stretford Memorial Hospital, 226 Seymour Grove, Stretford, M16 0DU",1503,,,,
yes,,2017-12-18,-2.095414,53.263823,,0.7,2017-12-18,,27,27,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 27 units,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Former Mosedales Brickworks, 4 Ends Lane, Flixton",1530,,,,
yes,,2017-12-18,-2.080726,53.28965,,0.58,2017-12-18,,22,22,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 22 units,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,owned by a public authority,,,,not permissioned,"Higher Road Depot and Adjoining site, Urmston",1552,,,,
yes,,2017-12-18,-2.164918,53.287639,,0.3,2021-12-09,,49,49,"Application for the demolition of all structures on site, followed by the erection of a five storey building to form 44no apartments and the creation of a row of 5no three storey townhouses, with associated access, car parking and associated works.",,http://opendatacommunities.org/id/metropolitan-district-council/trafford,,2020-10-07,full planning permission,https://publicaccess.trafford.gov.uk/online-applications/applicationDetails.do?keyVal=PL6B64QLH0T00&activeTab=summary,permissioned,"Wharf Road, Altrincham",1568,,,,
yes,,2017-12-18,-2.18406,53.291494,,0.85,2020-12-01,,45,45,Site is included in the Adopted Altrincham Business Neighbourhood Plan as a potential housing site for a minimum of 43 units.,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Oakfield Road/Balmoral Road, Altrincham",1585,,,,
yes,,2017-12-18,-2.185918,53.290979,,0.35,2020-12-01,,18,18,Site is included in the Adopted Altrincham Business Neighbourhood Plan as a potential housing site for a minimum of 17 units.,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"Mayors Road/Manors Road, Altrincham",1586,,,,
yes,,2017-12-18,-2.06226,53.331368,,2.51,2021-12-09,,367,367,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 125 units,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,2021-05-05,full planning permission,https://publicaccess.trafford.gov.uk/online-applications/applicationDetails.do?keyVal=Q6OB44QL01T00&activeTab=summary,permissioned,"LAND BOUND BY ELSINORE ROAD AND SKERTON ROAD, STRETFORD, M16 0WF",1607,,,,
yes,,2017-12-18,-2.084618,53.31593,,0.21,2021-12-09,,28,28,"Previous Permission for erection of one four storey building and one part three, part two storey building with undercroft car parking to provide 28 no. dwellings, comprising 5 no. one bedroom apartments and 23 no. two bedroom apartments",,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,https://publicaccess.trafford.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,not permissioned,"Former Boat Yard, Edge Lane, Stretford",1608,,,,
yes,,2017-12-18,-2.208368,53.307921,,0.87,2017-12-18,,31,31,Site is included in the Draft Allocations plan as a potential housing site for a minimum of 31 units,,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,,,,not permissioned,"289 Hale Road, Halebarns",1623,,,,
yes,,2017-12-18,-2.18344,53.290237,,1.25,2018-11-21,,85,85,reserved matters for Erection of 4 mixed-use buildings providing 85 residential apartments (Class C3),,http://opendatacommunities.org/id/metropolitan-district-council/trafford,not owned by a public authority,2017-07-14,other,https://publicaccess.trafford.gov.uk/online-applications/applicationDetails.do?keyVal=OKFYR4QL01T00&activeTab=summary,permissioned,"Land at Oakfield Road (Altair) Moss Lane, Altrincham",1696-02,,,,
