Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-17,-1.231234,54.675333,,0.6,2019-12-11,,10,15,,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,owned by a public authority,,,,not permissioned,"Blakelock Road, Blakelock Rd, Foggy Furze Ward",BR1 - Blakelock Road,,,,
yes,,2017-12-17,-1.206668,54.657138,,4.72,2019-12-11,,100,140,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet. http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,,,,not permissioned,"Brenda Road East, Brenda Rd, Seaton Ward",BR2 - Brenda Road East,,,,
yes,,2017-12-17,-1.203922,54.705631,,3.6,2019-12-11,69,69,69,6 2 bed. 27 3 bed. 21 4 bed. 15 bungalows.,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,2016-12-22,reserved matters approval,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,"Britmag Central, Old Cemetery Rd, Headland&Harbour",BR3 - Britmag Central,,,,
yes,,2017-12-17,-1.220611,54.710979,,21,2019-12-11,373,373,373,20 2 bed. 224 3 bed. 129 4 bed.,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,2014-12-18,reserved matters approval,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=102944,permissioned,"Britmag North, Old Cemetery Rd, De Bruce Ward",BR4 - Britmag North,,,,
yes,,2017-12-17,-1.200364,54.704251,,1.2,2019-12-11,41,41,41,5 2 bed. 19 3 bed. 10 4 bed. 7 bungalows.,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,2016-12-22,reserved matters approval,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114627,permissioned,"Britmag South, Old Cemetery Rd, Headland&Harbour",BR5 - Britmag South,,,,
yes,,2019-12-11,-1.236061,54.68258,,0.28,2019-12-11,,,,,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,owned by a public authority,,,,not permissioned,"Former Ambulance Station, Elwick Road",BR6 - The Former Ambulance Station,,,,
yes,,2017-12-17,-1.336851,54.653795,,3.01,2019-12-11,3,3,3,Conversion of existing outbuildings into 3 dwellings,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,2012-10-26,full planning permission,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=95894,permissioned,"Close Farm Cottage, Wolviston, Rural West Ward",BR7 - Close Farm Cottage,,,,
yes,,2017-12-17,-1.238945,54.666862,,1.39,2019-12-11,,100,110,,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,owned by a public authority,,,,not permissioned,"FormerBriertonRoadSite, Brierton Lane, Manor House",BR8 - Former Brierton Road Site,,,,
yes,,2019-12-11,-1.220992,54.684605,,0.049,2019-12-11,13,13,13,Change of use of former care home to 13no. residential flats.,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,2017-09-14,full planning permission,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=114093,permissioned,"9, 11 Hutton Avenue, Hartlepool","BR9 - 9,11 Hutton Avenue",,,,
yes,,2017-12-17,-1.234304,54.710806,,0.25,2019-12-11,8,8,8,8 semi detached bungalows,Hartlepool Borough Council,http://opendatacommunities.org/id/unitary-authority/hartlepool,not owned by a public authority,2017-05-15,full planning permission,http://eforms.hartlepool.gov.uk:7777/portal/servlets/ApplicationSearchServlet?PKID=117039,permissioned,"Former King Oswy Public House, KingOswy Dr,DeBruce",BR10 - Former King Oswy Public House,,,,
