Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,,,,,,2018-05-22,77,77,77,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Owned by a public authority,,,,,,"Land Rear Church And Dwight, Caesars Way, Folkestone, Kent",,
,,,,,,,2018-05-22,21,21,21,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Land Adjoining Fairlight Terrace, Lydd Road, New Romney, Kent, TN28 8HE",,
,,,,,,,2018-05-22,11,11,11,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"11 Littlestone Road, Littlestone, Kent, TN28 8LN",,
,,,,,,,2018-05-22,12,12,12,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Two Bells Inn , 58 Canterbury Road, Folkestone, Kent, CT19 5NJ",,
,,,,,,,2018-05-22,6,6,6,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Charlier House, 8 - 12 Stade Street, Hythe, Kent, CT21 6BE",,
,,,,,,,2018-05-22,8,8,8,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"12-14 Princess Street, Folkestone, Kent, CT19 6EB",,
,,,,,,,2018-05-22,68,68,68,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"The Leas Club, The Leas, Folkestone, Kent, CT19 2DP",,
,,,,,,,2018-05-22,12,12,12,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"72 Cheriton High Street, Folkestone, Kent, CT19 4HF",,
,,,,,,,2018-05-22,14,14,14,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"52 - 54 Guildhall Street, Folkestone, Kent, CT20 1EE",,
,,,,,,,2018-05-22,8,8,8,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Folkestone Constitutional Club, 43-45 Guildhall Street, Folkestone, Kent CT20 1EF",,
,,,,,,,2018-05-22,9,9,9,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"116 Cheriton Road, Folkestone, Kent, CT19 5HQ",,
,,,,,,,2018-05-22,8,8,8,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Squirrels, Cannongate Road, Hythe, Kent, CT21 5PT",,
,,,,,,,2018-05-22,6,6,6,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Shakespeare Centre, 145-147 Sandgate Road, Folkestone, Kent, CT20 2DA",,
,,,,,,,2018-05-22,10,10,10,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"The Paddocks, 13 Prospect Road, Hythe, Kent, CT21 5NN (Land Adjoining The Paddocks Car Park, Prospect Road, Hythe, Kent)",,
,,,,,,,2018-05-22,5,5,5,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"124 Sandgate High Street, Sandgate, Folkestone, Kent, CT20 3BZ",,
,,,,,,,2018-05-22,42,42,42,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"58 - 60 & 62 Shorncliffe Road, Folkestone, Kent, CT20 2NQ",,
,,,,,,,2018-05-22,8,8,8,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"12 Jointon Road, Folkestone, Kent, CT20 2RG",,
,,,,,,,2018-05-22,5,5,5,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"5 Trinity Crescent, Folkestone, Kent, CT20 2ES",,
,,,,,,,2018-05-22,41,41,41,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"East Station Goods Yard, Southern Way, Folkestone, Kent",,
,,,,,,,2018-05-22,5,5,5,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Harbour Community Church, Harvey Street, Folkestone, Kent, CT20 1LH",,
,,,,,,,2018-05-22,11,11,11,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Coach Depot , King Street , Brenzett, Kent, TN29 9UD",,
,,,,,,,2018-05-22,1000,1000,1000,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Former Rotunda Amusement Park, Marine Parade, Folkestone, Kent",,
,,,,,,,2018-05-22,41,41,41,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Shepway Resource Centre, Military Road, Folkestone, Kent, CT20 3SP",,
,,,,,,,2018-05-22,14,14,14,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Stoneleigh House, Tram Road, Folkestone, Kent, CT20 1QS",,
,,,,,,,2018-05-22,70,70,70,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Former Officers Mess, Aerodrome Road, Hawkinge",,
,,,,,,,2018-05-22,8,8,8,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"11 Tontine Street, Folkestone, Kent, CT20 1JT",,
,,,,,,,2018-05-22,6,6,6,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,Not owned by a public authority,,,,,,"Land Adjoining Sir John Moore Barracks, Military Road, Sandgate, Kent",,
,,,,,,,2018-05-22,42,42,42,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"The Royal Victoria Hospital, Radnor Park Avenue",,
,,,,,,,2018-05-22,20,20,20,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"3-5 Shorncliffe Road, Folekstone",,
,,,,,,,2018-05-22,100,100,100,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"Former Gas Works, Ship Street, Folkestone",,
,,,,,,,2018-05-22,27,27,27,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"Highview School, Moat Farm Road",,
,,,,,,,2018-05-22,26,26,26,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"Brockman Family Centre, Cheriton",,
,,,,,,,2018-05-22,10,10,10,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"The Cherry Pickers Public House, Cheriton",,
,,,,,,,2018-05-22,70,70,70,,Shepway District Council,http://opendatacommunities.org/id/district-council/shepway,,,,,,,"Affinity Water, Shearway Road, Cheriton",,
