Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-28,-2.309115,52.094306,,0.35,2019-01-07,5,6,6,"Variation of Condition 15 of Outline Planning Permission 15/01399/OUT, relating to approved housing mix, to allow the provision of two 3 bedroom dwellings, three 4 to 5 bedroom dwellings and one 5/6 bedroomed dwelling. Variation of Condition 15 of Outline Planning Permission 15/01399/OUT, relating to approved housing mix, to allow the provision of two 3 bedroom dwellings, three 4 to 5 bedroom dwellings and one 5/6 bedroomed dwelling. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=76234",Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2016-09-30,outline planning permission,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=76234,permissioned,"Walsh’s Yard, 190 Poolbrook Road, Malvern",MHDCBLR/0001,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0001+Walsh+Yard%2C+Common+Road%2C+Malvern.pdf/08bb8fea-b0b4-f7ef-a843-049da46459b8,,,
,,2017-12-28,-2.324935,52.112002,,0.22,2019-01-07,15,15,15,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,owned by a public authority,,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=73156,Not Permissioned,"Portland House, 129 Church Street, Malvern",MHDCBLR/0002,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0002+Portland+House%2C+Church+Street%2C+Malvern.pdf/cadca1a1-9c5d-a34f-ac69-fcea24678a09,,,
,,2017-12-28,-2.320339,52.112608,,0.27,2019-01-07,15,15,15,Variation of condition 2 of Planning Permission 18/00432/FUL to allow the provision of an additional 5 bedrooms to provide a 51 bedroom care home through the re-formatting of the internal layout of the proposed building and associated external alterations to include additional external door openings.. Variation of condition 2 of Planning Permission 18/00432/FUL to allow the provision of an additional 5 bedrooms to provide a 51 bedroom care home through the re-formatting of the internal layout of the proposed building and associated external alterations to include additional external door openings.. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=78409,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2018-07-05,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=78409,permissioned,"(Former Hospital) Landsdowne Crescent, Malvern",MHDCBLR/0003,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0003+Former+Hospital%2C+Landsdowne+Crescent%2C+Malvern.pdf/3b819c33-fc15-d99c-eb75-53e0ef5713fd,,,
yes,,2017-12-28,-2.317205,52.119476,,3.29,2019-01-07,44,92,92,"Approval of Reserved Matters for appearance, landscaping and scale following approval of outline permission ref 13/00900/OUT for residential development of 92 residential units.. Approval of Reserved Matters for appearance, landscaping and scale following approval of outline permission ref 13/00900/OUT for residential development of 92 residential units.. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=78133",Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2018-11-20,reserved matters approval,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=78133,permissioned,"Pickersleigh Grove, Malvern - part BF (buildings now demolished) and part GF",MHDCBLR/0004,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0004+Pickersleigh+Grove%2C+Malvern.pdf/75fa740c-f63b-bd1b-a3d3-cc9282c0b8e5,,,
,,2017-12-28,-2.324068,52.095111,,0.66,2019-01-07,18,18,22,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=46526,Not Permissioned,"former Railway Sidings, Peachfield Road;",MHDCBLR/0005,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0005+Former+Railway+Sidings%2C+Peachfield+Road%2C+Malvern.pdf/3822a5cb-03cd-e482-96bb-23ccbd3889ff,,,
,,2017-12-28,-2.325412,52.113331,,0.28,2019-01-07,18,18,21,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,owned by a public authority,,,,Not Permissioned,"Victoria Road Car Park, Malvern",MHDCBLR/0006,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0006+Victoria+Road+Car+Park%2C+Malvern.pdf/769cfa34-62c2-380b-8884-c974287a2539,,,
,,2017-12-28,-2.317711,52.104407,,0.81,2019-01-07,25,25,31,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=58460,Not Permissioned,"Barracks Store, Court Road, Malvern",MHDCBLR/0007,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0007+Barracks+Store%2C+Court+Road%2C+Malvern.pdf/f8dcc812-6cf3-dddb-4051-8a333e6cbba0,,,
,,2017-12-28,-2.313112,52.100184,,15.4,2019-01-08,270,270,330,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=76538,Not Permissioned,"Malvern Technology Centre, Malvern",MHDCBLR/0008,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0008+Malvern+Technology+Centre%2C+Malvern.pdf/f67dcb67-2542-91a1-0407-59d3d3bc5f43,,,
,,2017-12-28,-2.249061,52.203737,,1.54,2019-01-08,38,38,46,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=66107,Not Permissioned,"Land adj Henwick Mill House, Martley Road - part BF and part GF, Lower Broadheath;",MHDCBLR/0011,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0011+Land+adj+Henwick+Mill+House%2C+Martley+Road%2C+Lower+Broadheath.pdf/37ed5b38-8dc0-331a-88c0-df8d06abb39b,,,
yes,,2017-12-28,-2.296148,52.058287,,0.67,2019-01-08,14,14,14,Outline Application for the Erection of up to 14No. Dwellings and Retention of Existing Public House. All Matters Reserved Except Access.. Outline Application for the Erection of up to 14No. Dwellings and Retention of Existing Public House. All Matters Reserved Except Access.. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=74076,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2017-10-19,outline planning permission,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=74076,permissioned,"Land adj. former Pheasant Inn - part BF and part GF, Welland",MHDCBLR/0012,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0012+Land+adj+former+Pheasant+Inn%2C+Welland.pdf/90ebf4a6-035d-2260-639f-adf302d1f99f,,,
,,2017-12-28,-2.242712,52.150338,,0.95,2019-01-08,13,13,17,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,,Not Permissioned,"Land at Wheatfield Court, Callow End",MHDCBLR/0013,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0013+Land+at+Wheatfield+Court%2C+Callow+End.pdf/b47287ab-d5e4-6bc9-9797-777ee9cf6dae,,,
yes,,2017-12-28,-2.326,52.111819,,0.1,2019-01-08,5,5,5,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,,Not Permissioned,"125 Church Street,Malvern",MHDCBLR/0014,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0014+125+Church+Street%2CMalvern.pdf/e2eefff1-6aef-db36-6350-6d6855787770,,,
yes,,2017-12-28,-2.366195,52.177026,,0.76,2017-12-28,23,23,23,"Outline application with all matters reserved (except for access) for a residential development comprising 21 dwellings, including 8 affordable dwellings, with associated access (via existing access) and car parking, and on-site biodiversity and SuDS area.. Outline application with all matters reserved (except for access) for a residential development comprising 21 dwellings, including 8 affordable dwellings, with associated access (via existing access) and car parking, and on-site biodiversity and SuDS area.. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=68685",Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2016-07-22,outline planning permission,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=68685,permissioned,"Clay Green Farm, Folly Road, Alfrick",MHDCBLR/0016,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0016+Clay+Green+Farm%2C+Folly+Road%2C+Alfrick.pdf/19845a0e-49a5-6eb8-15fa-05e78ed7f421,,,
yes,,2017-12-28,-2.327293,52.111006,,0.15,2019-01-08,6,6,6,,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,,,,Not Permissioned,"Priors Croft, Grange Road, Malvern",MHDCBLR/0017,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0017+Priors+Croft%2C+Grange+Road%2C+Malvern.pdf/322c3bc2-73c0-2151-7638-4cba01804dd9,,,
yes,,2017-12-28,-2.330597,52.111429,,0.1,2019-01-08,8,8,8,Full planning application and listed building consent for the conversion of the first and second floor to residential use consisting of 2 no.one bedroom studio and 6 no. one bedroom apartments including part demolition to the rear wing and minor alterations.. Full planning application and listed building consent for the conversion of the first and second floor to residential use consisting of 2 no.one bedroom studio and 6 no. one bedroom apartments including part demolition to the rear wing and minor alterations.. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=70863,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2016-12-23,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=70863,permissioned,"20 Belle Vue Terrace, Malvern",MHDCBLR/0018,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0018+20+Belle+Vue+Terrace%2C+Malvern.pdf/bc10db8f-f86e-adf6-9411-2b4aa4ce4b27,,,
yes,,2017-12-28,-2.30726,52.130228,,0.23,2019-01-08,5,5,5,Conversion of Salvation House to form six apartments. Conversion of Salvation House to form six apartments. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=72586,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2017-05-10,,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=72586,permissioned,"Salvation House, Ranelagh Road, Malvern",MHDCBLR/0019,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0019+Salvation+House%2C+Ranelagh+Road%2C+Malvern.pdf/adec6cdb-8e50-dedc-f218-ef995e238e60,,,
yes,,2017-12-28,-2.325012,52.11451,,0.11,2019-01-08,7,7,7,Demolition of existing 4 bedroom house and construction of new apartment building with 6 no. 2 bedroom and 2 no. 1 bedroom flats. Demolition of existing 4 bedroom house and construction of new apartment building with 6 no. 2 bedroom and 2 no. 1 bedroom flats. https://plan.malvernhills.gov.uk/plandisp.aspx?recno=73544,Malvern Hills District Council,http://opendatacommunities.org/id/district-council/malvern-hills,not owned by a public authority,2017-03-21,full planning permission,https://plan.malvernhills.gov.uk/plandisp.aspx?recno=73544,permissioned,"16 Victoria Road, Malvern",MHDCBLR/0020,https://www.malvernhills.gov.uk/documents/283188/8904555/MHDCBLR0020+16+Victoria+Road%2C+Malvern.pdf/b5fd5da0-d199-01dd-7721-f5d6e1350c7c,,,
