Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-10-06,-1.492814,51.212079,,1.5,2019-11-28,84,84,84,84 residential units and 86 parking spaces,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,,,,not permissioned,,"Andover Station freight yard, Andover, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA28
yes,,2017-10-26,-1.555136,51.089367,,0.97,2019-11-28,9,9,9,A mix of dwellings (both open market and affordable) ranging from smaller units (for downsizers and first time buyers) to larger family homes,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,2019-01-31,full planning permission,https://view-applications.testvalley.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=P6D09MQCJRJ00,permissioned,,"Land at Hyde Farm, Horsebridge Road, Broughton, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA118
,,2017-10-26,-1.465684,51.138142,,1.1,2019-11-28,13,13,13,13 dwellings ranging from 1 bed bungalows to 4-5 bed detached,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,,,,not permissioned,,"Abbots Manor Farmyard, Leckford, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA131
yes,,2017-10-26,-1.442123,51.222626,,1.489,2019-11-28,45,45,45,Mixture of 1-2 bedroom apartments & 2-5 bedroom houses,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,,,,not permissioned,,"Land north of Walworth Road, west of the Commercial Centre, Andover, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA195
,,2017-12-06,-1.477532,51.207578,,1.67,2019-11-28,100,100,100,The site can accommodate approximately 100 dwellings,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,owned by a public authority,,,,not permissioned,,"George Yard and Black Swan Yard, Eastern Avenue, Andover, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,Policy LE14
yes,,2017-12-06,-1.49849,50.9922,,2.68,2019-11-28,211,211,211,Proposed residential development of houses and flats,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,2006-08-03,full planning permission,https://view-applications.testvalley.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYQDQCXD918&activeTab=summary,permissioned,,"Former Brewery Site, The Horsefair, Romsey, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,TVS.00515
yes,,2017-12-14,-1.480467,51.211404,,0.3,2019-11-28,28,28,28,28 apartments (comprising 14 no. 1 bed and 14 no. 2-bed units),Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,2014-11-18,full planning permission,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,"Anton Laundry, Marlborough Street, Andover, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,14/00245/FULLN
yes,2019-11-28,2017-12-14,-5.607812,50.937532,,0.66,2019-11-28,54,54,54,Erection of a two storey building plus roof accommodation comprising 54 Extra Care Units,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,2017-05-22,full planning permission,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,permissioned,,"Nightingale Lodge, Greatwell Drive, Romsey, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,15/01261/FULLS
yes,,2018-12-10,-5.599377,50.933542,,0.04,2019-11-28,5,5,5,Site is suitable for residential use and could accommodate approximately 5 dwellings,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,,,,not permissioned,,"Land at Eastwood Court, Romsey, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA156
,,2017-12-14,-1.47158,51.21763,,3.78,2019-11-28,110,110,110,"Mixture of 1, 2, 3 and 4 bedroom houses and apartments",Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,,,,not permissioned,,"Former Andover Pumping Station, River Way, Andover, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA251
,,2019-11-28,-1.46448,51.213472,,0.14,2019-11-28,9,9,9,Redevelopment of unused garages with up to 9 dwellings,Test Valley Borough Council,http://opendatacommunities.org/id/district-council/test-valley,not owned by a public authority,,,,not permissioned,,"Garages at Bilbao Court, Vigo Road, Andover, Hampshire",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf,SHELAA318
