Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2016-07-30,,,,6.56,2017-12-18,650,650,650,Proposed for up to 650 dwelling mixed-use as part of larger development scheme for City Deal,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,mixed ownership,,,,Not permissioned,TIPNER WEST,1,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-001.pdf,,,
yes,,2016-07-31,,,,15.46,2017-12-18,600,600,600,Proposed for up to 600 dwelling mixed-use as part of larger development scheme for City Deal,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,owned by a public authority,,,,Not permissioned,TIPNER FIRING RANGE,2,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-002.pdf,,,
yes,,2016-08-01,,,,11.29,2017-12-18,600,600,600,"Outline planning permission granted for up to 600 homes, 615sqm commercial floor space and sea wall. Permission granted for Park & Ride facility.",Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,owned by a public authority,2012-03-30,outline planning permission,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L7GM7TMO5G000,permissioned,LAND OFF AND BETWEEN M275 SOUTH OF TIPNER LAKE INCLUDING GREYHOUND STADIUM TWYFORD AVENUE,3,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-003.pdf,,,
yes,,2016-08-02,,,,25.34,2017-12-18,500,500,500,Allocated in Core Strategy (2011-2027) for approx. 500 homes. Also part of City Deal ,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,mixed ownership,,,,Not permissioned,PORT SOLENT HMS EXCELLENT,4,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-004.pdf,,,
yes,,2016-08-05,,,,0.26,2017-12-18,200,200,200,Change of use from office (Class B1) to halls of residence (Class C1) at levels 6-18 of Europa House and the annex building to form 262 study bedrooms with communal facilities,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,,2015-06-18,full planning permission,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJCF4FMOI3V00,permissioned,"CITY CENTRE IDENTIFIED PERMISSIONS (EUROPA HOUSE, HAVANT STREET)",12,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-012.pdf,,,
yes,,2016-08-06,,,,3.23,2017-12-18,160,160,160,Resolution to grant permission for 163 units. Allocated for residential development in Portsmouth City Plan 2001-2011,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,not owned by a public authority,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MSUUZTMO5G000,pending decision,TRAFALGAR WHARF,14,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-014.pdf,,,
yes,,2016-08-07,,,,2.52,2017-12-18,100,100,100,Outline application for the construction of up to 108 dwellings,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,owned by a public authority,2017-09-20,Other,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OL60SKMOJTS00,permissioned,DRAYTON DAIRY,16,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-016.pdf,,,
yes,,2016-08-14,,,,5.45,2017-12-18,130,130,130,Previous planning application withdrawn for 131 residential dwellings. Recent refused planning application for access road to accommodate residential development,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,not owned by a public authority,,,,Not permissioned,QINETIQ - FRASER BATTERY,27,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-027.pdf,,,
yes,,2016-08-17,,,,0.11,2017-12-18,60,60,60,Construction of 4-storey building to form 66 unit student halls of residence (within Class C1) and three commercial units to ground floor for purposes within Use Class B1 after demolition of existing building,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,not owned by a public authority,2015-02-10,full planning permission,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MXWFV2MOGHQ00,permissioned,42-56 GKN AUTOPARTS LTD MIDDLE STREET,32,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-032.pdf,,,
yes,,2016-08-19,,,,0.84,2017-12-18,30,30,30,Construction of eight-storey building comprising 38 apartments above extended landscapes podium level and associated car parking facilities,Portsmouth City Council,http://opendatacommunities.org/id/unitary-authority/portsmouth,not owned by a public authority,2012-03-15,full planning permission,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=LDTP2UMO02T00,permissioned,QUEENS HOTEL,34,https://www.portsmouth.gov.uk/Ext/Documents-External/PLN-Brownfield-Land-Site-034.pdf,,,
