Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-11-01,-6.81015,52.448501,,0.26,2017-11-01,,15,15,Part of this site was started in 2002,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2001-10-26,full planning permission,,permissioned,,"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",,BFR001
yes,,2017-11-01,-6.82344,52.36297,,0.12,2017-11-01,,6,6,Groundworks commenced keeping this live,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2006-03-22,full planning permission,,permissioned,,"Rosemary Avenue, Newton Abbot TQ12 1SB",,BFR002
yes,,2017-11-01,-6.825044,52.435772,,0.47,2017-11-01,,9,9,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2008-07-01,full planning permission,,permissioned,,"Platway House, Torquay Road, Shaldon TQ14 0AU",,BFR003
yes,,2017-11-01,-6.760701,52.468151,,0.04,2018-03-16,,9,9,completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2012-07-31,full planning permission,,permissioned,,"Shapters Yard, Strand Hill, Dawlish EX7 9PS",,BFR004
yes,,2017-11-01,-6.845919,52.365161,,1.14,2017-11-01,,13,15,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2013-01-21,full planning permission,,permissioned,,"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",,BFR005
yes,,2017-11-01,-6.789523,52.461955,,0.73,2018-08-28,,7,7,completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-10,full planning permission,,permissioned,,"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",,BFR006
yes,,2017-11-01,-6.762446,52.461809,,0.04,2017-11-01,,5,5,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-10,full planning permission,,permissioned,,"14 Barton Villas, Dawlish EX7 9QJ",,BFR007
yes,,2017-11-01,-6.832215,52.370763,,0.18,2017-11-01,,38,38,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-10,full planning permission,,permissioned,,"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",,BFR008
yes,,2017-11-01,-6.813612,52.443384,,0.08,2017-11-01,,21,21,2 phase scheme part 1 completed in 2009 - this phase started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-09,full planning permission,,permissioned,,"Clay Lane, Teignmouth TQ14 8FW",,BFR009
yes,,2017-11-01,-6.777522,52.34597,,26.45,2017-11-01,,23,23,,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-06-01,full planning permission,,permissioned,,"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",,BFR010
