Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-11-01,-3.493786,50.549744,,0.26,2017-11-01,,15,15,"Part of this site was started in 2002, no progress since so remaining as brownfield land",,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2001-10-26,full planning permission,,permissioned,,"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=01%2f03478%2fCOU,BFR001
yes,,2017-11-01,-3.626255,50.533836,,0.12,2017-11-01,,6,6,"Groundworks commenced keeping this live, so this remains on the brownfield register",,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2006-03-22,full planning permission,,permissioned,,"Rosemary Avenue, Newton Abbot TQ12 1SB",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=05%2f04278%2fFUL,BFR002
yes,2019-07-24,2017-11-01,-3.510666,50.5399,,0.47,2017-11-01,,9,9,"started - this is partly completed and rest started so there is an end date, this will no longer be on the brownfield register",,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2008-07-01,full planning permission,,permissioned,,"Platway House, Torquay Road, Shaldon TQ14 0AU",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=08%2f01449%2fMAJ,BFR003
yes,2018-03-16,2017-11-01,-3.466788,50.58151,,0.04,2018-03-16,,9,9,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2012-07-31,full planning permission,,permissioned,,"Shapters Yard, Strand Hill, Dawlish EX7 9PS",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=12%2f01811%2fFUL,BFR004
yes,,2017-11-01,-3.620686,50.520592,,1.14,2017-11-01,,13,15,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2013-01-21,full planning permission,,permissioned,,"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f01497%2fMAJ,BFR005
yes,2018-08-28,2017-11-01,-3.474219,50.563331,,0.73,2018-08-28,,7,7,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-10,full planning permission,,permissioned,,"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f02517%2fFUL,BFR006
yes,2020-02-01,2017-11-01,-3.476809,50.580036,,0.04,2017-11-01,,5,5,started - near completions Feb 2020 therefore end date as will no longer be brownfield,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-10,full planning permission,,permissioned,,"14 Barton Villas, Dawlish EX7 9QJ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=13%2f03658%2fFUL,BFR007
yes,,2017-11-01,-3.613841,50.52908,,0.18,2017-11-01,,38,38,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-10,full planning permission,,permissioned,,"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17%2f02715%2fMAJ,BFR008
yes,2020-02-01,2017-11-01,-3.501459,50.547259,,0.08,2017-11-01,,21,21,2 phase scheme part 1 completed in 2009 - this phase started - under construction Feb 2020 therefore end date as will no longer be brownfield,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2014-10-09,full planning permission,,permissioned,,"Clay Lane, Teignmouth TQ14 8FW",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f01918%2fMAJ,BFR009
yes,,2017-11-01,-3.654263,50.562608,,26.45,2017-11-01,,23,23,unimplemented,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-06-01,full planning permission,,permissioned,,"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f02580%2fMAJ,BFR010
yes,,2017-11-01,-3.497028,50.545919,,0.03,2017-11-01,,8,8,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2015-01-26,full planning permission,,permissioned,,"5 George Street, Teignmouth TQ14 8AH",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03008%2fCOU,BFR011
yes,2018-06-18,2017-11-01,-3.612886,50.530182,,0.04,2017-11-01,,7,7,"started - 6 out of 7 completed but not a lot happening now, therefore added end date",,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2015-05-07,full planning permission,,permissioned,,"17 Bank Street, Newton Abbot TQ12 2JL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03632%2fFUL,BFR012
yes,2017-12-06,2017-11-01,-3.464513,50.583423,,0.14,2017-12-06,,9,9,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-01-26,full planning permission,,permissioned,,"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00726%2fMAJ,BFR013
yes,2018-02-06,2017-11-01,-3.676233,50.58225,,0.51,2018-02-06,,14,14,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2015-08-28,full planning permission,,permissioned,,"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00776%2fMAJ,BFR014
yes,,2017-11-01,-3.470681,50.57264,,2.8,2017-11-01,,34,34,started 2 applications,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-03-24,full planning permission,,permissioned,,"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16/00300/MAJ,BFR015
yes,,2017-11-01,-3.469681,50.601067,,11.11,2017-11-01,,26,34,only approx 1.04 ha brownfield,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-09-13,outline planning permission,,permissioned,,"Langdon Hospital, Dawlish EX7 0NS",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02700%2fMAJ,BFR016
yes,2019-08-03,2017-11-01,-3.612659,50.52386,,2.73,2017-11-01,,27,27,started - some of the site is completed so end date inserted,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-07-18,full planning permission,,permissioned,,"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02732%2fMAJ,BFR017
yes,2018-12-18,2017-11-01,-3.623669,50.515793,,0.25,2018-12-18,,11,11,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2015-12-15,full planning permission,,permissioned,,"Conitor House, Denbury Road, Ogwell, Newton Abbot TQ12 6AD",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02943%2fNPA,BFR018
yes,,2017-11-01,-3.446217,50.598425,,0.47,2017-11-01,,21,21,started,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2017-01-08,full planning permission,,permissioned,,"Peppermint Club, Warren Road, Dawlish Warren, Dawlish EX7 0PQ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17/02565/MAJ,BFR019
yes,2019-12-10,2017-11-01,-3.474785,50.58173,,0.15,2017-11-01,,9,9,started - partly completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-07-13,full planning permission,,permissioned,,"2 Old Town Street, Dawlish EX7 9AL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00464%2fFUL,BFR020
yes,2018-11-21,2017-11-01,-3.590061,50.544369,,0.98,2018-11-21,,36,36,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-10-28,full planning permission,,permissioned,,"Kingsteignton Community Resource Centre, Greenhill Road, Kingsteignton TQ12 3BD",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00477%2fMAJ,BFR021
yes,2018-09-19,2017-11-01,-3.467314,50.584031,,1.14,2018-09-19,,27,27,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2017-07-28,full planning permission,,permissioned,,"Land At Former Treston House, Dawlish EX7 0BL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16/00528/MAJ,BFR022
yes,2019-08-29,2017-11-01,-3.688255,50.582727,,0.32,2019-08-29,,5,5,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2016-12-08,full planning permission,,permissioned,,"Blenheim, Brimley Road, Bovey Tracey TQ13 9DH",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02013%2fFUL,BFR023
yes,2019-04-23,2017-11-01,-3.605518,50.528811,,0.06,2019-04-23,,9,9,Site completed,,http://opendatacommunities.org/id/district-council/teignbridge,not owned by a public authority,2017-01-19,full planning permission,,permissioned,,"Prospect Chapel, 5 Torquay Road, Newton Abbot TQ12 2LJ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02132%2fFUL,BFR024
