Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2016-07-14,,,,1.24,2016-07-14,47,47,47,See constraints column for further information.,Exeter,http://opendatacommunities.org/id/district-council/exeter,owned by a public authority,,,,Not permissioned,"Exwick Middle School, Higher Exwick Hill, Exeter",SHLAA Site 3,,,,
,,2016-07-14,,,,0.76,2016-07-14,10,10,10,"See constraints column for further information. Part of the site is required for community use, giving a net site area is approx 0.5 ha.",Exeter,http://opendatacommunities.org/id/district-council/exeter,owned by a public authority,,,,Not permissioned,"Foxhayes School, Gloucester Road, Exeter",SHLAA Site 5,,,,
,,2016-07-14,,,,0.14,2016-07-14,,,,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=59870,permissioned,"8 and 10 Church Road, Alphington, Exeter",SHLAA Site 14,,,,
,,2016-07-14,,,,0.99,2016-07-14,34,34,34,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,permissioned,"Middlemoor HQ Site A, Greenwood Drive, Exeter",SHLAA Site 101,,,,
,,2016-07-14,,,,1.56,2016-07-14,49,49,49,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=67136,permissioned,"Middlemoor HQ Site B, Alderson Drive, Exeter",SHLAA Site 102,,,,
,,2016-07-14,,,,0.1,2016-07-14,10,10,10,See planning history and constraints columns for further information. Consent relates to purpose built student accommodation.,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=69380,permissioned,"Eagle Yard, Tudor Street",SHLAA Site 111,,,,
,,2016-07-14,,,,0.12,2016-07-14,5,5,5,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70955;http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=72173,permissioned,"Brewers Court, Frickers Yard, Willeys Avenue, Exeter",SHLAA Site 118,,,,
,,2016-07-14,,,,0.04,2016-07-14,4,4,4,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=70666,permissioned,"23 Cathedral Yard and 55-56 High Street, Exeter",SHLAA Site 124,,,,
,,2016-07-14,,,,0.08,2016-07-14,,,,See constraints column for further information. Part of site is not in public ownership.,Exeter,http://opendatacommunities.org/id/district-council/exeter,owned by a public authority,,,"https://exeter.gov.uk/media/1671/shlaa-appendix-4-sites-without-pp-part-3-revised-2015.pdf,pages367-370",Not permissioned,"91-97 Wonford Street, Exeter",SHLAA Site 131,,,,
,,2016-07-14,,,,0.07,2016-07-14,7,7,7,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=62308,permissioned,"102-104 Fore Street, Exeter",SHLAA Site 336,,,,
,,2016-07-14,,,,0.03,2016-07-14,3,3,3,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=64936,permissioned,"130 Fore Street, Exeter",SHLAA Site 345,,,,
,,2016-07-14,,,,0.05,2016-07-14,5,5,5,See planning history and constraints columns for further information,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=65340,permissioned,"Corner of Summerland Street and Red Lion Lane, Exeter",SHLAA Site 350,,,,
,,2016-07-14,,,,0.02,2016-07-14,2,2,2,See planning history and constraints columns for further information. Consent relates to purpose built student accommodation only.,Exeter,http://opendatacommunities.org/id/district-council/exeter,not owned by a public authority,,,http://pub.exeter.gov.uk/scripts/acolnet/planning/AcolnetCGI.gov?ACTION=UNWRAP&RIPNAME=Root.PgeResultDetail&TheSystemkey=71323,permissioned,"30-32 Longbrook Street, Exeter",SHLAA Site 378,,,,
