Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-31,-2.162228,53.022985,,1.76,2017-12-31,,22,22,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2006-05-31,full planning permission,,permissioned,"Former Eagle Pottery, Ivy House Road",44864,,,,
yes,,2017-12-31,-2.174605,53.017855,,1.49,2017-12-31,,40,40,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2008-05-02,full planning permission,,permissioned,"Edinburgh House, YMCA, Harding Road, Hanley",48119,,,,
yes,,2017-12-31,-2.200809,53.045468,,0.46,2017-12-31,,43,43,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2013-04-30,outline planning permission,,permissioned,"Land off Westport Road, Hall Street & Pack Horse Lane, Burslem, Stoke-on-Trent, ST6 4BB",51283,,,,
yes,,2017-12-31,-2.206598,53.007356,,2.36,2017-12-31,,69,69,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-04-02,outline planning permission,,permissioned,"Land at, Central Outpatients/Central Pathology Laboratory, Thornburrow Drive, Hartshill, Stoke-on-Trent",51841,,,,
yes,,2017-12-31,-2.199747,53.00634,,8.75,2017-12-31,,236,236,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2014-03-26,outline planning permission,,permissioned,"Land at, North Staffordshire Royal Infirmary, Princes Road / Queens Road, Hartshill, Stoke on Trent",52839,,,,
yes,,2017-12-31,-2.173626,52.974231,,7.2,2018-12-05,,147,147,Site is under construction,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-03-31,outline planning permission,,permissioned,"Land at Trentham Lakes, Stanley Matthews Way, Stoke-on-Trent",53413,,,,
yes,,2017-12-31,-2.187702,53.036528,,0.73,2019-09-26,,17,17,Site is under construction,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2013-02-05,full planning permission,,permissioned,"Former Simpsons Pottery, Grange Street, Cobridge, Stoke-on-Trent, ST6 2JT",54289,,,,
yes,,2017-12-31,-2.189408,53.001621,,0.62,2017-12-31,,43,43,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2014-11-12,full planning permission,,permissioned,"Former Falcon Works, Sturgess Street, Stoke-on-Trent, ST4 7QH",56801,,,,
yes,,2017-12-31,-2.174535,53.018592,,0.05,2017-12-31,,5,5,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-02-19,full planning permission,,permissioned,"Land at 31-33 Houghton Street, Hanley, Stoke On Trent, ST1 3BJ",57805,,,,
yes,,2017-12-31,-2.182593,53.003926,,0.02,2019-09-26,,7,7,Site is under construction,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-11-19,full planning permission,,permissioned,"17/19 Glebe Street, Stoke On Trent, ST4 1JG",57972,,,,
yes,,2017-12-31,-2.151689,53.045009,,0.22,2017-12-31,,5,5,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-09-18,outline planning permission,,permissioned,"Former Foxley Works, Redhills Road, Milton, Stoke-on-Trent, ST2 7PE",58037,,,,
yes,,2017-12-31,-2.206185,53.042792,,0.18,2017-12-31,,14,14,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-06-25,outline planning permission,,permissioned,"Land between Newport Lane and Lucas Street, Burslem, Stoke-on-Trent, ST6 3PP",58175,,,,
yes,,2017-12-31,-2.191939,53.054642,,0.5,2017-12-31,,40,40,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-03-04,full planning permission,,permissioned,"Former Stanfield Nursery School, Dollys Lane, Burslem, Stoke-on-Trent, ST6 7AW",58354,,,,
yes,,2017-12-31,-2.137677,52.977782,,0.12,2017-12-31,,10,10,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-08-19,full planning permission,,permissioned,"Former Nursing Home, 1 Ricardo Street, Longton, Stoke-on-Trent, ST3 4EU",58468,,,,
yes,,2017-12-31,-2.131738,53.016923,,0.23,2017-12-31,,13,13,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-11-05,full planning permission,,permissioned,"Ubberley Working Mens Club, Ubberley Road, Bucknall, Stoke-on-Trent, ST2 0EF",58571,,,,
yes,,2017-12-31,-2.167937,53.033205,,0.05,2017-12-31,,6,6,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-09-11,full planning permission,,permissioned,"24 - 26 Glover Street, Hanley, Stoke-on-Trent, ST1 2LU",58658,,,,
yes,,2017-12-31,-2.161768,52.998259,,0.43,2017-12-31,,22,22,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-11-13,full planning permission,,permissioned,"Land adjacent 52 Glebedale Road, Fenton, Stoke on Trent, ST4 3AQ",58748,,,,
yes,,2017-12-31,-2.203387,53.055976,,0.2,2017-12-31,,18,18,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2015-12-09,full planning permission,,permissioned,"Former St Chads Church, Scotia Road, Tunstall, Stoke-on-Trent, ST6 6EQ",58844,,,,
yes,,2017-12-31,-2.135587,53.028667,,8.9,2019-10-09,,66,66,Site is under construction,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-02-29,full planning permission,,permissioned,"Former Bucknall Hospital site, Eaves Lane, Stoke-on-Trent, ST2 8LD",58877,,,,
yes,,2017-12-31,-2.196858,52.976247,,0.25,2017-12-31,,6,6,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,owned by a public authority,2015-12-16,outline planning permission,,permissioned,"Chris Shenton Engineering Ltd, Rear of 30 Wilson Road, Hanford, Stoke-on-Trent ST4 4QQ",58896,,,,
yes,,2017-12-31,-2.211108,53.064094,,0.18,2017-12-31,,12,12,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-03-04,full planning permission,,permissioned,"Land at rear of Greenfield Centre, Furlong Road, Tunstall, Stoke-on-Trent, ST6 5UP",58939,,,,
yes,,2017-12-31,-2.170767,53.024202,,0.02,2017-12-31,,6,6,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-01-19,full planning permission,,permissioned,"59 Gilman Street, Hanley, Stoke-on-Trent ST1 3PL",59041,,,,
yes,,2017-12-31,-2.201712,53.003666,,1.99,2018-12-05,,61,61,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,mixed ownership,2018-03-19,outline planning permission,,permissioned,"Land at Former St. Peters High School, Queen's Road, Hartshill, Stoke-on-Trent, ST4 7LH",59042,,,,
yes,,2017-12-31,-2.177618,53.029228,,0.09,2017-12-31,,18,18,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-05-25,full planning permission,,permissioned,"Ringway House, Bryan Street, Hanley, Stoke-on-Trent, ST1 5AJ",59182,,,,
yes,,2017-12-31,-2.18781,53.009029,,2.79,2017-12-31,,485,485,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,,full planning permission,,permissioned,"Minton Hollins (land) (employment), Shelton Old Road, Stoke",59223,,,,
yes,,2017-12-31,-2.174327,53.025039,,0.06,2017-12-31,,12,12,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-04-27,full planning permission,,permissioned,"Webberley Limited, Percy Street, Hanley, Stoke-on-Trent, ST1 1NG",59462,,,,
yes,,2017-12-31,-2.211656,53.057709,,0.03,2017-12-31,,10,10,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-06-09,full planning permission,,permissioned,"49 Mcgough Street, Tunstall, Stoke-on-Trent, ST6 5DJ",59519,,,,
yes,,2017-12-31,-2.146738,53.040326,,0.29,2017-12-31,,12,12,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-09-05,full planning permission,,permissioned,"Trent Country Club, Birches Head Road, Birches Head, Stoke-on-Trent, ST2 8DD",59852,,,,
yes,,2017-12-31,-2.222163,53.078804,,0.62,2017-12-31,,14,14,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-10-26,full planning permission,,permissioned,"Goldenhill Working Mens Club, Kidsgrove Road, Goldenhill, Stoke-on-Trent, ST6 5SH",60035,,,,
yes,,2017-12-31,-2.17159,53.019136,,0.03,2017-12-31,,16,16,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-11-11,outline planning permission,,permissioned,"Unit 2, Victoria House, Paxton Street, Hanley, Stoke-on-Trent, ST1 3SD",60223,,,,
yes,,2017-12-31,-2.122095,53.011503,,0.14,2017-12-31,,7,7,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-11-25,full planning permission,,permissioned,"The Winchester, Winchester Avenue, Bucknall, Stoke-on-Trent, ST2 0LL",60371,,,,
yes,,2017-12-31,-2.171627,53.028395,,0.04,2017-12-31,,6,6,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-12-05,full planning permission,,permissioned,"Junction of Upper Hillchurch Street & Ratton Street, Hanley, Stoke-on-Trent, ST1 2BX",60389,,,,
yes,,2017-12-31,-2.183276,53.034652,,4.41,2019-10-09,,129,129,Site is under construction,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2017-03-01,full planning permission,,permissioned,"Former Churchill Pottery, off Waterloo Road, Hanley, Stoke on Trent",60432,,,,
yes,,2017-12-31,-2.177339,53.026225,,0.04,2017-12-31,,10,10,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-12-23,other,,permissioned,"Grosvenor Chambers, Foundry Street, Hanley, Stoke-on-Trent, ST1 5SY",60499,,,,
yes,,2017-12-31,-2.177339,53.026225,,0.04,2017-12-31,,18,18,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2016-12-23,other,,permissioned,"Grosvenor Chambers, Foundry Street, Hanley, Stoke-on-Trent, ST1 5SY",60500,,,,
yes,,2017-12-31,-2.185511,53.003304,,0.06,2017-12-31,,26,26,,,http://opendatacommunities.org/id/unitary-authority/stoke-on-trent,not owned by a public authority,2017-02-06,other,,permissioned,"Majestic Chambers, 24 Campbell Place, Stoke-on-Trent, ST4 1LX",60636,,,,
