Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-31,-2.218153,50.747808,,0.3,2017-12-31,9,9,9,Only part of site brownfield - school building SHLAA 6/03/1336,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,owned by a public authority,,,,not permissioned,"Former Bere Regis primary school, Rye Hill, Bere Regis",BR/03/001,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-2.165649,50.683987,,1.66,2017-12-31,50,50,50,"SHLAA 6/11/1337. Alterations, extensions and changes of use of existing buildings to Class C3 residential use - 23 dwellings - 9 houses and 14 flats/maisonettes",Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,2016-07-01,full planning permission,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43598,permissioned,"Binnegar Hall, East Stoke, Wareham",BR/11/002,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-2.171199,50.683471,,0.1,2017-12-31,6,6,6,"Other application number 6/2015/0005. Change of use of Kemps Country House to 6 dwellings with associated alteration works, extension to the coach house, parking and landscaping.",Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,2015-09-03,full planning permission,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43391,permissioned,"Kemps Country House Hotel, East Stoke, Wareham",BR/11/003,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-2.083202,50.740534,,0.51,2017-12-31,15,15,15,SHLAA 6/15/1373,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,,,,not permissioned,"Bere Farm, Lytchett Minster",BR/15/004,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-2.023549,50.737322,,0.06,2017-12-31,6,6,6,Only part of site brownfield|whole site includes garden development. Demolish existing buildings and erect 3 flats and 7 seven town houses with associated parking; alter existing vehicular access. Part of site brownfield.,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,2016-07-28,full planning permission,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=44577,permissioned,"32 Poole Road, Upton",BR/15/005,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-1.964994,50.609202,,0.03,2017-12-31,6,6,6,Alterations and extensions to former police station to facilitate conversion to 6 dwellings,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,2016-12-22,,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=45183,permissioned,"Former Police Station Premises, Argyle Road and Kings Road West, Swanage",BR/20/006,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-1.966571,50.616507,,0.39,2017-12-31,6,6,6,SHLAA 6/20/1332,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,,,,not permissioned,"Cauldron Barn caravan site, Swanage",BR/20/007,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-1.964128,50.620479,,0.93,2017-12-31,40,40,40,Only part of the former school site is brownfield -the majority is that which was orginally set aside as a site for Swanage School.,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,,,,permissioned,"former grammar school, Northbrook Road, Swanage",BR/20/008,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-1.953617,50.607528,,0.16,2017-12-31,8,8,8,"Other application numbers 6/2014/0166|6/2011/0812. Demolition Pier Head Building and associated out buildings, erect two new buildings to form eight flats, restaurant, pizza oven, ice cream parlour and gallery. Landscape site and form new vehicular parking in basement",Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,2015-07-31,full planning permission,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43215,permissioned,"1 The Pier Head, High St, Swanage",BR/20/009,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
yes,,2017-12-31,-2.112478,50.689402,,0.12,2017-12-31,10,10,10,,Purbeck District Council,http://opendatacommunities.org/id/district-council/purbeck,not owned by a public authority,,,,not permissioned,"Wareham Autopoint, North Street, Wareham",BR/23/010,https://www.dorsetforyou.gov.uk/article/408863/Current-plans-and-strategies-in-Purbeck,,,
