Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-01,-1.318422,51.062876,,0.06,2019-11-28,26,26,26,Change Of Use from B1 to 26 1 Bed Flats,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2017-03-29,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,Trafalgar House Trafalgar Street,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/01
yes,,2017-12-01,-1.317455,51.062664,,0.03,2019-11-28,8,8,8,Retention of lower ground & ground Floor Offices & Change Of Use of First & Second Floor from B1 (Office) to 4x1 Bed & 4 x 2 Bed Flats,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2017-03-23,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,Regency House 2 - 4 Southgate Street Winchester Hampshire SO23 9EF,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/02
yes,,2017-12-01,-1.311803,51.061731,,0.08,2019-11-28,7,7,7,Redevelop Exisitng Facades on High St & Market St. Change Of Use of 2 Floors from A1 & erection of a 3rd floor to create 7 x Duplex flats,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2016-12-21,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,9-11 High Street,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/03
yes,,2017-12-01,-1.069951,50.895773,,0.5,2019-11-28,24,24,24,Change of use of existing B1(a) offices (within 2x separate blocks) to provide a total of 24. No Class C3 Dwellings together with on-site car parking.,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2016-09-01,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,"Brymor House & Ocean House Parklands Business Park, Forest Rd",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/04
yes,,2018-12-01,-1.297666,51.072753,,0.14,2019-11-28,8,8,8,3 Storey extension to accommodate 8 additional apartments,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2017-12-19,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,"Gentian House, Moorside Road, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/05
yes,,2018-12-01,-1.33916,51.060612,,0.4,2019-11-28,29,29,29,Demolition & Redevelopment to form 29 Sheltered Apartments for the elderly,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2018-01-05,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,"Kings School House , Sarum Road, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/06
yes,,2018-12-01,-1.323274,51.066789,,0.11,2019-11-28,8,8,8,Demolition of former Trinity Centre. Erection of 8No Dwellings,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2018-01-24,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,"Dance Academy, 21 St Pauls Hill, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/07
yes,,2018-12-01,-1.069561,50.895348,,0.15,2019-11-28,8,8,8,Conversion of existing floors(B1A Use) to form Residential Accomodation (8 Flats),Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2017-12-14,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,"WCI Technology House, Parklands Business Park, Forest Road, Denmead",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/08
yes,,2019-11-28,-1.068901,50.894956,,0.26,2019-11-28,6,6,6,Prior Notification For COU of Office (B1A Use) to form 10 Residential Units (Class C3) with associated Car Parking.,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2018-12-06,other,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,Primayer House Parklands Business Park Forest Road,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/09
yes,,2019-11-28,-1.344694,51.007202,,0.32,2019-11-28,16,16,16,Refurbishment and redevelopment of The Old Parsonage Care Home to provide 16No. Close Care Apartments,Winchester City Council,http://opendatacommunities.org/id/district-council/winchester,not owned by a public authority,2019-03-14,full planning permission,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,permissioned,,The Old Parsonage Care Home Main Road,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,BLR19/10
