Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-10-03,,,,0.04,2017-12-18,5,5,5,Development commenced 201617. Erection of three storey building with lower ground floor level on land to rear to form 5no dwellings,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2012-06-01,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F05635|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2012%2F03727|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F03305|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F00741,permissioned,14 Wilbury Villas & 69 Wilbury Avenue Hove,PP3223,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP3223%2014%20Wilbury%20Villas%20%26%2069%20Wilbury%20Avenue%20Hove_0.pdf,,,
yes,,2017-10-03,,,,0.02,2017-12-18,5,5,5,Development commenced 201617. Conversion of rear part of building from cafe/bar (A3) to 5 no one and two bedroom flats incorporating a rear extension at second floor level,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2014-05-07,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F00998|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F02437|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2009%2F02511|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2009%2F01256,permissioned,Koba 135 Western Road Brighton,PP4203,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4203%20Koba%20135%20Western%20Road%20Brighton.pdf,,,
yes,,2017-10-03,,,,0.04,2017-12-18,5,5,5,Development not started on site 201617. Conversion of ground first and second floor of 10 Seafield Road Hove from hostel (C1) to 5no self contained flats,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2014-07-03,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2013%2F02543,permissioned,Seaholme Hotel 10-11 Seafield Road Hove,PP4204,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4204%20Seaholme%20Hotel%2010-11%20Seafield%20Road%20Hove.pdf,,,
yes,,2017-10-03,,,,0.02,2017-12-18,5,5,5,Development not started on site 201617. Change of use from offices (B1) at basement first second third and fourth floor to 5no. two and three bedroom flats and maisonettes,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2014-09-25,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F02028|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F00153|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F00967|,permissioned,56 Old Steine Brighton,PP4262,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4262%2056%20Old%20Steine%20Brighton.pdf,,,
yes,,2017-10-03,,,,0.02,2017-12-18,5,5,5,Development commenced 201617. Change of use from offices (B1) to residential (C3) to form 2no one bed flats and 3no studio flats.,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2014-12-15,other,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F03696|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2011%2F02457|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2010%2F03709,permissioned,143-145 Church Road Hove,PP4411,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4411%20143-145%20Church%20Road%20Hove.pdf,,,
yes,,2017-10-03,,,,0.02,2017-12-18,5,5,5,Development not started on site 201617. Change of use from offices (B1) to residential (C3) to form 5no self contained flats.,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2014-04-29,other,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F00654,permissioned,1 Gordon Mews Gordon Close Portslade,PP4452,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4452%201%20Gordon%20Mews%20Gordon%20Close%20Portslade.pdf,,,
yes,,2017-10-03,,,,0.03,2017-12-18,5,5,5,Development commenced 201617. Demolition of existing detached dwelling and erection of two storey block of 6no flats,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2015-03-30,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F05073|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2014%2F03799,permissioned,26 & 26A Reigate Road Brighton,PP4482,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4482%2026%20%26%2026A%20Reigate%20Road%20Brighton.pdf,,,
yes,,2017-10-03,,,,0.07,2017-12-18,5,5,5,Development commenced 201617. Demolition of existing building and erection of 5no three bedroom dwelling houses,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2015-11-03,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F02639|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F00914,permissioned,17 Marmion Road Hove,PP4588,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4588%2017%20Marmion%20Road%20Hove.pdf,,,
yes,,2017-10-03,,,,0.07,2017-12-18,5,5,5,Development commenced 201617. Conversion of surgery (D1) to form 1no four bedroom house 2no one bedroom flats and 2no two bedroom flats,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2016-03-01,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F02728,permissioned,20 Sackville Road & 78 Pembroke Crescent Hove,PP4653,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4653%2020%20Sackville%20Road%20%26%2078%20Pembroke%20Crescent%20Hove.pdf,,,
yes,,2017-10-03,,,,0.17,2017-12-18,5,5,5,Development not started on site 201618. Most recent application for 4 houses only. Demolition of existing building (D1) and erection of 5no houses,Brighton & Hove City Council,http://opendatacommunities.org/id/unitary-authority/brighton-and-hove,not owned by a public authority,2017-08-25,full planning permission,http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2016%2F06300|http://ww3.brighton-hove.gov.uk/index.cfm?request=c1199915&action=showDetail&APPLICATION_NUMBER=BH2015%2F03138,permissioned,6 Locks Hill Portslade,PP5220,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP5220%206%20Locks%20Hill%20Portslade.pdf,,,
