Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-22,-3.531349,54.530872,,1.34,2017-12-22,16,16,16,16 Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2018-04-11,full planning permission,,permissioned,,"Adj Mill Hill Phase 2, Mill Hill, Cleator Moor",https://www.copeland.gov.uk/sites/default/files/attachments/cbr001_mill_hill_phase_2.pdf,CBR001
yes,,2017-12-22,-3.276897,54.21236,,0.35,2017-12-22,8,8,8,Reserved Matters For Full Development Details (8 Dwellings),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-01-13,reserved matters approval,,permissioned,,County Highways Depot Holborn Hill,https://www.copeland.gov.uk/sites/default/files/attachments/cbr003_former_highways_depot.pdf,CBR003
yes,,2017-12-22,-3.264386,54.211917,,0.16,2017-12-22,9,9,9,Demolition Of Existing Commercial Building & Erection Of Nine Dwellings (Resubmission Of 4/08/2146/0),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2009-01-08,full planning permission,,permissioned,,Former Ashburners Compound Millom Road,https://www.copeland.gov.uk/sites/default/files/attachments/cbr004_former_ashburners_compound.pdf,CBR004
yes,,2017-12-22,-3.530048,54.480781,,0.14,2018-12-17,8,8,8,Reserved Matters For Full Development Details (8 Dwellings),Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2018-05-01,reserved matters approval,,permissioned,,Former Cinema Buildings Bookwell Street,https://www.copeland.gov.uk/sites/default/files/attachments/crb005_former_cinema_egremont.pdf,CBR005
yes,,2017-12-22,-3.58712,54.535941,,1.31,2017-12-22,48,48,48,48 Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2007-02-07,full planning permission,,permissioned,,Former Lakeland Laundry,https://www.copeland.gov.uk/sites/default/files/attachments/cbr006_former_lakeland_laundary.pdf,CBR006
yes,,2017-12-22,-3.581813,54.532218,,0.25,2018-12-17,28,28,28,21 Apartments and 7 Bungalows for residents for 55+,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,,,,pending decision,,Former Nightclub Meadow Road,https://www.copeland.gov.uk/sites/default/files/attachments/cbr007_former_nightclub_whitehaven.pdf,CBR007
yes,,2017-12-22,-3.602662,54.49041,,0.46,2017-12-22,8,8,8,"Improved Vehicle Access & Proposed Alterations To Car Park, Plus Construction Of 8 New Houses",Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2013-09-23,full planning permission,,permissioned,,Former Outbuildings Seacote Hotel,https://www.copeland.gov.uk/sites/default/files/attachments/cbr008_former_outbuildings_0.pdf,CBR008
yes,,2017-12-22,-3.560663,54.539306,,1.26,2018-12-17,60,60,60,60 Bed Care Home with the other half of the site proposed for housing,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-03-31,full planning permission,,permissioned,,Former Sekers Factory Main Street,https://www.copeland.gov.uk/sites/default/files/attachments/cbr009_former_sekers_factory_site_0.pdf,CBR009
,,2017-12-22,-3.528062,54.486307,,0.46,2018-12-17,25,25,25,ERECTION OF 28 NO. APARTMENTS OVER 3.5 STOREYS AND 13 NO. DWELLINGS OVER 2.5 STOREYS WITH ASSOCIATED LANDSCAPING AND CAR PARKING,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,,,,pending decision,,"Land at East Road, Egremont",https://www.copeland.gov.uk/sites/default/files/attachments/cbr010_land_at_east_road_egremont.pdf,CBR010
yes,,2018-01-31,-3.544758,54.514766,,1.55,2017-12-22,26,26,26,Outline Application For The Erection Of 26 Dwellings,Copeland Borough Council,http://opendatacommunities.org/id/district-council/copeland,not owned by a public authority,2017-08-15,outline planning permission,,permissioned,,Land rear to Rusper Drive,https://www.copeland.gov.uk/sites/default/files/attachments/cbr011_land_rear_to_rusper_drive_0.pdf,CBR011
