Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-31,-0.473836,51.755599,,5.7,2018-08-16,500,500,500,"Part permissioned as applications only received for parts of the site - i.e. West Herts College, Forum, Land around Forum. Outline planning permission granted for latter on 29/06/15. Full planning permission granted for Forum on 10/02/15. Housing led development with mixed use replacement college and new Public Sector Quarter",Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,owned by a public authority,2017-03-17,full planning permission,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,West Herts College site and Civic Zone Marlowes,BLR/001,https://goo.gl/,,,
yes,,2017-12-31,-0.467756,51.750736,,11.71,2018-08-16,400,400,400,Application has expired. Housing led development with mixed use replacement hospital new 2 form entry primary school,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,owned by a public authority,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,Hemel Hempstead Hospital site Hillfield Road,BLR/002,https://goo.gl/,,,
yes,,2017-12-31,-0.468341,51.748891,,3,2018-08-16,75,75,75,4/00987/17/MFA withdrawn at last second. Housing led development with mixed used B1 business,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,mixed ownership,,,,not permissioned,Paradise/Wood Lane Hemel Hempstead,BLR/003,https://goo.gl/,,,
yes,,2017-12-31,-0.488751,51.742411,,4.32,2018-08-16,140,140,140,Housing led development with mixed used transport interchange multi-story car park,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,mixed ownership,,,,not permissioned,Hemel Hempstead Station Gateway Station Road,BLR/004,https://goo.gl/,,,
yes,,2017-12-31,-0.579269,51.765696,,0.63,2018-08-16,30,30,30,Housing led development with mixed used food store,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,not owned by a public authority,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,Gossoms End / Billet Lane Berkhamsted,BLR/005,https://goo.gl/,,,
yes,,2017-12-31,-0.564729,51.759486,,0.4,2018-08-16,23,23,23,Application has expired. Housing led development with mixed use replacement Civic Centre,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,owned by a public authority,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,Berkhamsted Civic Centre and land to rear of High Street Berkhamsted,BLR/006,https://goo.gl/,,,
yes,,2017-12-31,-0.473184,51.752605,,0.5,2018-08-16,5,5,5,Housing led development with mixed use for leisure food and offices,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,owned by a public authority,,,,not permissioned,Market Square Hemel Hempstead,BLR/007,https://goo.gl/,,,
yes,,2017-12-31,-0.456081,51.732032,,0.32,2018-08-16,10,10,10,Housing led development,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,not owned by a public authority,,,,not permissioned,Land rear of 186-202 Belswains Lane,BLR/008,https://goo.gl/,,,
yes,,2017-12-31,-0.480212,51.740916,,4.32,2018-08-16,350,350,350,Housing led development,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,not owned by a public authority,,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,National Grid land 339-353 London Road Hemel Hempstead,BLR/009,https://goo.gl/,,,
yes,,2017-12-31,-0.465289,51.738492,,1,2018-08-16,30,30,30,Part permissioned as application not received for remaining part of site. Full Permission granted for Drew House and the Factory on 21/08/15. Housing led development,Dacorum Borough Council,http://opendatacommunities.org/id/district-council/dacorum,not owned by a public authority,2016-04-12,full planning permission,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,Ebberns Road Hemel Hempstead,BLR/010,https://goo.gl/,,,
