Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-08-18,-0.837814,51.409471,,6.65,2020-08-08,126,126,126,Full application for the erection of mixed use development for Town Centre uses and 126 residential units,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2016-03-30,full planning permission,,permissioned,,"Elms Field & The Paddocks, Elms Rd, Wokingham",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR024
yes,,2017-08-18,-0.848241,51.403045,,0.55,2020-08-08,42,42,42,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 42no residential apartments (Use Class C3).,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2016-07-20,full planning permission,,permissioned,,Nigra Building Mulberry Business Park Fishponds Road RG41 2GY,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR063
yes,,2017-11-29,-0.848269,51.403081,,0.62,2020-08-08,14,14,14,Full application for the proposed raising of roof height to create a new second floor extension to create 9no self contained residential apartments including a communal garden and upgraded cycle storage and refuse facilities.,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2017-02-27,full planning permission,,permissioned,,Nigra Building (Roof Space) Mulberry Business Park Fishponds Road Wokingham RG41 2GY .,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR069
yes,,2017-08-18,-0.85012,51.402659,,0.4,2020-08-08,34,34,34,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 33no residential apartments (Use Class C3).,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2019-07-10,full planning permission,,permissioned,,Rosa Building Mulberry Business Park Fishponds Wokingham Berkshire RG41 2GY,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR076
yes,,2017-08-18,-0.849743,51.402197,,0.51,2020-08-08,57,57,57,Prior approval submission for the conversion of existing office (Use Class B1(a)) to 45no residential apartments (Use Class C3).,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2019-09-03,full planning permission,,permissioned,,Ilex House Fishponds Road Wokingham Berkshire RG41 2GY,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR077
yes,,2017-08-18,-0.846177,51.425649,,5.36,2020-08-08,74,74,74,Reserved Matters application pursuant to Outline planning consent O/2014/2242 for 74 dwellings,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2017-07-17,reserved matters approval,,permissioned,,"North Wokingham - Matthewsgreen Farm, Phase 3",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR104
yes,,2017-08-18,-0.951463,51.409931,,4.46,2020-08-08,126,126,126,"Reserved Matters application pursuant to planning consent VAR/2013/0602 for a development of 126 dwellings, a sports pavilion, public open space, landscaping and associated works. This application comprises details of appearance, landscaping, layout and s cale.",Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2017-06-30,reserved matters approval,,permissioned,,"Land At The Manor, Brookers Hill Shinfield Reading RG2 9BX",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR175
yes,,2018-04-01,-0.898358,51.378475,,2.58,2020-08-08,114,114,114,Application for the Reserved Matters for the erection of 114 dwellings,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2018-01-22,reserved matters approval,,permissioned,,"Land At, Arborfield Garrison Biggs Lane Arborfield - (Parcel Q)",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR192
yes,,2018-04-01,-0.891594,51.386028,,2.81,2020-08-08,79,79,79,Application for approval of Reserved Matters pursuant to Outline Planning Consent O/2014/2280 for 79 dwellings,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2017-08-09,reserved matters approval,,permissioned,,"Land At, Arborfield Garrison Biggs Lane Arborfield -Parcel U2",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR193
yes,,2018-04-01,-0.901872,51.378122,,8.98,2020-08-08,179,179,179,Reserved Matters application pursuant to Outline Planning Consent O/2014/2280 for the erection of 179 dwellings,Wokingham Borough Council,http://opendatacommunities.org/id/unitary-authority/wokingham,not owned by a public authority,2017-07-25,reserved matters approval,,permissioned,,"Land At, Arborfield Garrison Biggs Lane Arborfield - Parcel H, I and J",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,BR194
