Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-11-15,,,,0.13,2020-09-04,,27,27,Prior approval - change of use from offices to residential (27 apartments),,http://opendatacommunities.org/id/district-council/staffordshire-moorlands,not owned by a public authority,2015-02-23,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"69-72 Foregate Street, Stafford",https://www.staffordbc.gov.uk/brownfield-land-register,19/31675/POR
yes,,2017-11-15,,,,22.7,2020-09-04,,430,430,"Approval of reserved matters for residential development consisting of 194 dwellings, public open space, access, parking and landscaping",,http://opendatacommunities.org/id/district-council/tamworth,not owned by a public authority,2015-12-02,reserved matters approval,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Areva Fairway, Stafford",https://www.staffordbc.gov.uk/brownfield-land-register,18/28423/OUT
yes,,2017-11-15,,,,0.33,2020-09-04,,6,6,RESIDENTIAL DEVLEOPMENT (SIX UNITS) AT REAR OF ELMS BUSINESS CENTRE/ELMS LODGE/ELMS FARMHOUSE INCLUDING DEMOLITION OF ASBESTOS CLAD COMMERCIAL UNIT - RESUBMISSION OF 14/21329/FUL TO INCLUDE ACCESS ROUTE WITHIN RED EDGE,,http://opendatacommunities.org/id/district-council/forest-heath,not owned by a public authority,2015-03-31,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at Elms Business Centre, Main Road, Great Haywood",https://www.staffordbc.gov.uk/brownfield-land-register,18/28018/FUL
yes,,2017-11-15,,,,0.2,2020-09-04,,10,10,Demolish existing commercial units and change of use of existing 2 storey to create 2 two-bedroom units and build an additional attached block of 4 one-bedroom units and 4 two-bedroom units (total number 10 units),,http://opendatacommunities.org/id/district-council/babergh,not owned by a public authority,2016-08-24,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at Elms Business Centre Phase 2, Main Road, Great Haywood",https://www.staffordbc.gov.uk/brownfield-land-register,15/23140/FUL
yes,,2017-11-15,,,,0.08,2020-09-04,,8,8,"Eight apartments, access, drying area, parking and associated works",,http://opendatacommunities.org/id/district-council/ipswich,not owned by a public authority,2015-10-27,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at Former Carers Centre, Austin Friars, Stafford",https://www.staffordbc.gov.uk/brownfield-land-register,18/29526/OUT
yes,,2017-11-15,,,,0.18,2020-09-04,,20,20,Conversion of Mill building to create twenty two-bedroom apartments with associated car parking,,http://opendatacommunities.org/id/district-council/mid-suffolk,mixed ownership,2016-04-11,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Land at George Street Press and Car Park, Fancy Walk, Stafford",https://www.staffordbc.gov.uk/brownfield-land-register,15/22060/FUL
yes,,2019-10-15,,,,0.16,2020-09-04,,9,9,Conversion of Church and erection of rear two-storey extension (following demolition of existing single-storey extension) to provide five residential units and the erection of a 2.5 storey building fronting The Avenue to provide four apartments on the former Church car park,,http://opendatacommunities.org/id/district-council/epsom-and-ewell,not owned by a public authority,,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"St Johnís Church, Stone",https://www.staffordbc.gov.uk/brownfield-land-register,16/23671/FUL
yes,,2019-10-15,,,,0.13,2020-09-04,,11,11,Construct up to 11 apartments (outline),,http://opendatacommunities.org/id/district-council/guildford,not owned by a public authority,2017-08-22,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"Truview, 12 Sandon Road, Stafford",https://www.staffordbc.gov.uk/brownfield-land-register,17/25523/OUT
yes,,2019-10-15,,,,0.89,2020-09-04,,0,0,"Part-demolition of existing dwelling, construction of replacement dwelling, construction of detached carport and reorientation of residential curtilage",,http://opendatacommunities.org/id/district-council/mole-valley,not owned by a public authority,2017-10-03,full planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"The Halsteads, Milwich",https://www.staffordbc.gov.uk/brownfield-land-register,17/26358/FUL
yes,,2019-10-15,,,,0.05,2020-09-04,,6,6,Demolition of existing buildings; construct building to accommodate 7 apartments.,,http://opendatacommunities.org/id/district-council/runnymede,not owned by a public authority,2017-11-15,outline planning permission,http://www.staffordbc.gov.uk/planning-public-access,permissioned,,"43 Eccleshall Road, Stafford",https://www.staffordbc.gov.uk/brownfield-land-register,17/26235/OUT
