Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-10-30,0.469213,51.731124,,1.12,2017-10-30,,,,Site stalled,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2013-09-17,full planning permission,,permissioned,Land north west of Essex County Cricket Ground New Writtle Street Chelmsford,13/00690/ETL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,2020-12-31,2017-10-30,0.466625,51.737329,,0.06,2017-10-30,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-06-28,full planning permission,,permissioned,Burrows Electrical Wholesalers Railway Street Chelmsford,17/00142/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.465293,51.738661,,0.11,2017-10-30,,,,Site stalled,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2016-09-30,full planning permission,,permissioned,47 Broomfield Road Chelmsford,16/01145/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,2021-03-31,2017-10-30,0.480951,51.73549,,0.03,2017-10-30,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-02-01,full planning permission,,permissioned,Site rear of 139 to 141 Springfield Road Chelmsford,16/02157/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.478597,51.734811,,0.08,2017-10-30,,,,Site stalled,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2012-07-25,full planning permission,,permissioned,Land South East of Riverbank Court Shrublands Close Chelmsford,12/00917/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.471452,51.629814,,0.38,2017-10-30,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-07-12,full planning permission,,permissioned,Site at Park Lane Riding School Park Lane Ramsden Heath,17/00079/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.438114,51.650539,,0.35,2017-10-30,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-08-09,full planning permission,,permissioned,The Grange Stock Road Stock,17/00987/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-11-27,0.466692,51.725781,,0.19,2017-11-27,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2017-11-23,full planning permission,,permissioned,101A Moulsham Street Chelmsford,17/01746/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2018-01-15,0.471488,51.735923,,0.04,2018-01-15,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2018-01-11,full planning permission,,permissioned,CHESS Day Centre St Marks Centre Cottage Place Chelmsford,17/01191/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.437783,51.650834,,0.15,2018-02-14,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2018-02-14,full planning permission,,permissioned,Land at the Grange Stock Road Stock,17/02148/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2018-03-01,0.437142,51.650487,,0.77,2018-03-01,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2018-03-01,full planning permission,,permissioned,Brook Farm Riding Stables Stock Road Stock,17/02001/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2018-03-05,0.465258,51.725514,,0.09,2018-03-05,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,not owned by a public authority,2018-03-05,full planning permission,,permissioned,Moulsham Home 116-117 Moulsham Street Chelmsford,18/00047/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
yes,,2017-10-30,0.415599,51.728956,,0.7,2018-03-15,,,,,,http://opendatacommunities.org/id/district-council/chelmsford,owned by a public authority,2018-03-15,full planning permission,,permissioned,Writtle Community Association 12-14 Redwood Drive Writtle,17/00780/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,,,
