Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-01-01,-2.592578,53.392968,,0.84,2017-01-01,42,42,42,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,other,,Not Permissioned,,"Land at John St/Winwick Street, Warrington, WA4 6NL",,1029.0
yes,,2017-01-01,-2.496771,53.3798,,0.1,2017-01-01,6,6,6,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,outline planning permission,,permissioned,,"Lymm Service Station, 114 Booths Hill Road, Lymm, WA13 0EQ",,1050.0
,,2017-01-01,-2.565394,53.37786,,1.75,2017-01-01,158,158,158,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,,,Not Permissioned,,"Beers Building Co, Station Road, Latchford, WA4 2AD",,1090.0
yes,,2017-01-01,-2.55544,53.379904,,2.54,2017-01-01,24,24,24,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,reserved matters approval,,permissioned,,"Manchester Ship Canal, Mineral Railway, Thelwall Lane, Latchford, WA4 1NJ",,1091.0
yes,,2017-01-01,-2.578617,53.388237,,0.57,2017-01-01,76,76,76,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,reserved matters approval,,permissioned,,"Edwards Cheshire, Navigation Street, Warrington, WA1 2EL",,1108.0
,,2017-01-01,-2.562541,53.390363,,2.72,2017-01-01,110,110,110,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,outline planning permission,,permissioned,,"Cardinal Newman High School, Bridgewater Avenue, Latchford, WA4 1RX",,1178.0
yes,,2017-01-01,-2.548869,53.383618,,13.9117,2017-01-01,27,27,27,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,reserved matters approval,,permissioned,,"New World Ltd, New World House, Thelwall Lane, Warrington, WA4 1NL",,1201.0
yes,,2017-01-01,-2.590529,53.41398,,0.83,2017-01-01,11,11,11,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,other,,Not Permissioned,,"The Corner House, 98 Sandy Lane, Warrington, WA2 9HX",,1245.0
,,2017-01-01,-2.569819,53.382027,,0.16,2017-01-01,8,8,8,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,other,,Not Permissioned,,"Brook Place, Knutsford Road, Warrington, WA4 1PH",,1322.0
,,2017-01-01,-2.594948,53.392656,,3,2017-01-01,20,20,20,See most recent planning history at warrington.gov.uk. See most recent planning history at warrington.gov.uk,E06000007,http://opendatacommunities.org/id/unitary-authority/warrington,,,full planning permission,,permissioned,,"Land at Winwick Street, Tanners Lane, Dallam Lane, Warrington, WA2 7NG",,1401.0
