Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2017-12-20,-5.681,54.396,,0.13,2017-12-20,12,12,12,Site is in Flood Zone 2,Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,,,,not permissioned,,"Library, 71 High Road, Byfleet, KT14 7QN",http://www.woking2027.info/ldfregisters,SHLAABWB012
,,2017-12-20,-5.708,54.346,,0.23,2017-12-20,50,50,50,References for planning history PLAN/2015/0545 and PLAN/2014/0759,Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,,https://www.woking.gov.uk/planning/publicaccess,not permissioned,,"Trizancia House, Thomsen House and Woodstead House, 72 Chertsey Road, Woking, GU21 5BJ",http://www.woking2027.info/ldfregisters,SHLAACAN001
yes,,2017-12-20,-5.707,54.346,,0.13,2017-12-20,14,14,14,"PLAN/2015/0912 detailed, but non-residential; PLAN/2016/0561 prior approval refused; PLAN/2014/0759 non-determined application for offices and 64 flats, appeal dismissed.. Erection of an eight storey office building to provide 6,500 sqm of office floorspace (Use Class B1a) plus basement level ancillary accommodation, following the demolition of the existing building",Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2015-12-01,full planning permission,https://www.woking.gov.uk/planning/publicaccess,permissioned,,"Chester House, 76-78 Chertsey Road, Woking, GU21 5BJ",http://www.woking2027.info/ldfregisters,SHLAACAN035
yes,,2017-12-20,-5.708,54.346,,0.17,2017-12-20,28,28,28,"PLAN/2014/1263 under construction. PLAN/2016/0514 prior approval not required.. Demolition of two existing office buildings - Kings Court and Thomson House - and their replacement by a mixed use redevelopment over 8 floors, comprising 28 x 1 and 2- bedroom residential apartments and 9,264 m� GEA of new Class B1 office space, including and A1, A2, A3, B1 and D1 uses on the ground floor, together with associated access, parking and landscaping works.",Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2016-02-15,full planning permission,https://www.woking.gov.uk/planning/publicaccess,permissioned,,"King's Court, Church Street East, Woking, GU21 6HA",http://www.woking2027.info/ldfregisters,SHLAACAN003
yes,,2017-12-20,-5.712,54.346,,0.21,2017-12-20,46,46,46,"Min net dwellings is based on the draft Site Allocation which includes offices on the site rather than the prior notification, which sees the loss of all offices to residential. See PLAN/2016/0423, PLAN/2016/1433 and PLAN/2017/0654. Two 2016 prior approval applications approved, 2017 planning application for a 3rd and 4th floor extension pending consideration.. Prior notification for a proposed change of use - conversion of Elizabeth House and The Cornerstone office buildings (Class B1a) to create 70 residential units (Class C3)",Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2016-05-31,full planning permission,https://www.woking.gov.uk/planning/publicaccess,permissioned,,"The Cornerstone, The Broadway and Elizabeth House, Duke Street, Woking, GU21 5AS",http://www.woking2027.info/ldfregisters,SHLAACAN002
,,2017-12-20,-0.557,51.319,,0.2,2017-12-20,50,50,50,"PLAN/2017/0582 stated in DevelopmentDescription, pending decision. Full permission granted for PLAN/2015/0809 for changes to retail floorspace and other alterations. PLAN/2016/0388 for canopy/public realm permission.. Change of use and amalgamation of lower ground floor and ground floor of Unit 1 in use as a nightclub (sui generis) and part of unit 10-13 (A1/A2/A3) use to Drinking Establishments (A4) with associated external seating area; change of use of retail storage space (A1) to form 3x flats (1x one bed, 1x two bed and 1x three bed) (C3); change of use of ancillary nightclub space (sui generis) at first floor level associated with Unit 1 to office (B1); change of use of flat (1 x 3 bed) ancillary to nightclub space (sui generis) at first floor level associated with Unit 1 to form 1x 3 bed flat (C3); and associated external alterations. (Amended site address).",Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,full planning permission,https://www.woking.gov.uk/planning/publicaccess,pending decision,,"Land at Albion House, High Street, Woking, GU21 6BD",http://www.woking2027.info/ldfregisters,SHLAACAN046
,,2017-12-20,-5.713,54.344,,0.58,2017-12-20,50,50,50,,Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,mixed ownership,,,,not permissioned,,"1-12 and 26-34 High Street and Commercial Way, Woking GU21 6EN",http://www.woking2027.info/ldfregisters,SHLAACAN006
,,2017-12-20,-5.714,54.343,,0.45,2017-12-20,50,50,50,,Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,mixed ownership,,,,not permissioned,,"2-24 and 13-28 Commercial Way and High Street, Woking, GU21 6BW",http://www.woking2027.info/ldfregisters,SHLAACAN004
yes,,2017-12-20,-5.715,54.342,,1.59,2017-12-20,390,390,390,"NetDwellingsRangeTo is based on the extant permission. Reference for planning history PLAN/2014/0014. Erection of new shops (10,967 sq.m. in Use Classes A1, A2, A3, A5) and medical or commercial floorspace (526 sq.m. in Use Classes D1, D2, B1 or A2). 190 bed hotel of 23 storeys (including plant) (95.5 metres) (Class C1) with conference facilities, basement level spa and gym. 392 residential apartments (Class C3) with Tower 1, 34 storeys (112 metres) and Tower 2, 30 storeys (100 metres).Construction of a new local energy centre at the Red Car Park, changes and extension to the Red and Yellow Car Park together with a new Green car park to provide 380 (net) new parking spaces. Creation of a new public square and new civic space and highway works including servicing to Wolsey Place and delivery provision. Closure of Cawsey Way and Church Street West, new all movements junction at Goldsworth Road/Victoria Way and High Street to be one way west with new bus stops and cycle lane. Demolition of the Fire Station, Globe House and part of the existing Wolsey Place Shopping centre (Boots unit - to be re-provided).",Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,mixed ownership,2015-03-26,full planning permission,https://www.woking.gov.uk/planning/publicaccess,permissioned,,"Victoria Square Development, Church Street West, Woking, GU21 6HD",http://www.woking2027.info/ldfregisters,SHLAACAN005
yes,,2017-12-20,-5.715,54.34,,0.4,2017-12-20,78,78,78,"References for planning history PLAN/2014/0941. An earlier application was withdrawn - the S106 Agreement not signed (ref PLAN/2013/1207). Min net dwellings of 78 is the net figure, rather than gross of 85 referred to in the Development Description.. Demolition of existing church building and associated community and residential properties and erection of a new class D1 community building of 2,948 metres square and 85 private residential dwellings; car parking; landscaping and public realm works. (Amended Description)",Woking Borough Council,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,full planning permission,https://www.woking.gov.uk/planning/publicaccess,permissioned,,"The Coign Church, Church Street West, Woking, GU21 6DJ",http://www.woking2027.info/ldfregisters,SHLAACAN022
