Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
yes,,2017-12-13,0.201156,50.865374,,0.4,2017-12-13,6,6,6,"Total of 2 pairs of semi-detached houses, 1 detached house and 1 bungalow",Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2017-07-14,reserved matters approval,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/0873,permissioned,,"Land adjoining Shermans Oak, Coldharbour Road, Upper Dicker",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR1
yes,,2017-12-13,0.093152,50.979027,,1.2,2017-12-13,5,5,5,Total of 5 units comprising of 4 semi-detached houses and one house,Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2017-10-24,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/0550,permissioned,,"Charlwood Manor, Snatts Road, Uckfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR2
yes,,2017-12-13,0.191563,51.048451,,0.95,2018-12-13,34,34,34,"Previously, the site benefitted from outline planning permission (WD/2016/0619/MAO) for up to 34 affordable housing units that was approved on 18/05/2016. This was followed up with a reserved matters application (WD/2016/3105/MRM) pursuant to the outline planning application that was approved on 13/04/2017.. Total of 34 units comprising of 26 houses, 4 flats and 4 maisonettes",Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,owned by a public authority,2017-09-21,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/1645,permissioned,,"Jarvis Brook Depot, Jarvis Brook, Crowborough",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR5
yes,,2017-12-13,0.266465,50.975279,,2.13,2018-12-13,6,6,6,"This site was previously granted full planning permission under planning reference WD/2017/0258/F for the demolition of a existing dwelling, annexe, static mobile home, workshops and outbuildings and the erection of a residential development comprising 7 dwellings on 10/06/2017.. Total of 6 new detached dwellings",Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2018-04-27,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/2957,permissioned,,"Land at Heatherlea, Newick Lane, Heathfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR8
yes,,2017-12-13,0.17659,51.046492,,2.04,2017-12-13,34,34,34,Total of 34 units comprising of 22 houses and 12 affordable houses,Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2016-01-21,outline planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2016/1677,permissioned,,"Rockington Nursery, Blackness Road, Crowborough",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR10
yes,,2017-12-13,0.259642,50.863689,,0.09,2017-12-13,7,7,7,Total of seven apartments,Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2015-06-23,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2015/0984,permissioned,,"First Floor 31-33 & 41-43 Vicarage Field, Hailsham",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR12
yes,,2017-12-13,0.263207,50.960718,,0.28,2018-12-13,10,10,10,"Total of 10 units comprising of one two bedroom, 4 three bedroom, 1 four bedroom and 4 five bedroom houses",Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2016-03-08,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2018/0583,permissioned,,"Beechwood House, Beechwood Lane, Heathfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR13
yes,,2017-12-13,0.263916,50.973835,,0.32,2017-12-13,15,15,15,"Total of 15 residential units comprising of 12 three bedroom houses, along with 1 three bedroom and 2 two bedroom affordable houses",Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2016-12-15,outline planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2015/2438,permissioned,,"The Cart Barn, Burwash Road, Heathfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR14
yes,,2017-12-13,0.077915,50.945006,,0.86,2018-12-13,6,6,6,This site was previously granted full planning permission under planning reference WD/2016/1995/F for the demolition of existing buildings and the erection of a residential development comprising 6 dwellings on 26/05/2017. The latest planning application type is a minor material amendment.. Total of 6 units comprising of six detached houses,Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2018-08-31,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2018/1240/FA,permissioned,,"Worth Farm, Worth Lane, Little Horsted",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR15
yes,,2017-12-13,0.162903,51.058959,,0.04,2017-12-13,10,10,10,Total of 10 units comprising of 10 residential apartments,Wealden District Council,http://opendatacommunities.org/id/district-council/wealden,not owned by a public authority,2017-05-18,full planning permission,http://www.planning.wealden.gov.uk/searchresults.aspx?SearchType=15&ApplicationNumber=2017/0323/MAJ,permissioned,,"The Regent, The Broadway, Crowborough",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,BFR17
