Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,point,SiteNameAddress,SiteplanURL,SiteReference
,,2016-06-03,,,,0.47,2016-06-03,12,12,12,E2 - Protection of Employment Sites. S106 agreement.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,BBN06
,,2016-06-03,,,,0.67,2016-06-03,17,17,17,D1 - Housing Land. May come forward with Rear of Dunkirk Mill. S106.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,SS05
,,2016-06-03,,,,1.88,2016-06-03,47,47,47,D1 - Housing Land. S106.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,FW12
,,2016-06-03,,,,9.45,2016-06-03,236,236,236,"D1 - Housing Land. Hybrid application. Note - approximately 1 ha brownfield, remainder greenfield. S106.",South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,MF02b
,,2016-06-03,,,,1.17,2016-06-03,29,29,29,D1 - Housing Land. Hybrid application.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,MF02c
,,2016-06-03,,,,0.455,2016-06-03,3,3,3,E3 - Leyland Town Centre.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,LYC03
,,2016-06-03,,,,0.68,2016-06-03,11,11,11,G1 - Green Belt. In partial use. S106.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,LHU04
,,2016-06-03,,,,1.67,2016-06-03,14,14,14,G1 - Green Belt. S106.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,NLH12
,,2016-06-03,,,,12,2016-06-03,281,281,281,D1 - Housing Land. S106.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,TG03
,,2016-06-03,,,,0.18,2016-06-03,5,5,5,B1 - Existing Built Up Area,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,SS11
,,2016-06-03,,,,0.2,2016-06-03,5,5,5,Still in use.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,WLDW01
,,2016-06-03,,,,2.7,2016-06-03,60,60,60,D1 - Housing Land. Network Rail have no plans in foreseeable future to develop.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,owned by a public authority,,,,Not Permissioned,,,,BBW02
,,2016-06-03,,,,1.5,2016-06-03,20,20,20,D1 - Housing Land. 07/2007/0312/FUL - demolition/36 residential (21 market/15 affordable) withdrawn April 2008. Pre-app 07/2013/0191 - 20 dwellings. Dependent on LCC waiting to dispose of asset.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,owned by a public authority,,,,Not Permissioned,,,,TG05
,,2016-06-03,,,,40.6,2016-06-03,750,750,750,C2 - Major Site for Development - Residential Led. Subject to discussions with County Highways in respect of highway modelling work to enable production of masterplan.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,MS02
,,2016-06-03,,,,2.3,2016-06-03,58,58,58,D1 - Housing Land.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,SW13
,,2016-06-03,,,,1.9,2016-06-03,25,25,25,D1 - Housing Land. Land has been remediated.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,TG08
,,2016-06-03,,,,2.4,2016-06-03,10,10,10,G1 - Green Belt. Expired application 07/2006/0500/FUL.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,owned by a public authority,,,,Not Permissioned,,,,HP01
,,2016-06-03,,,,0.46,2016-06-03,12,12,12,Owner previously expressed interest. Would form part of larger residential estate. Still in use. Existing Built Up Area.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,BBW05
,,2016-06-03,,,,0.41,2016-06-03,10,10,10,Application refused in 2001. Existing Built Up Area.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,WLD01
,,2016-06-03,,,,0.39,2016-06-03,8,8,8,Still in use. Substantial work done 2015. Existing Built Up Area,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,SS09
,,2016-06-03,,,,0.37,2016-06-03,6,6,6,G1 - Green Belt. Previous application expired. Has since been restored.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,LHU12
,,2016-06-03,,,,0.34,2016-06-03,9,9,9,Still in use. Existing Built Up Area.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,FE05
,,2016-06-03,,,,0.29,2016-06-03,7,7,7,Still in use. Existing Built Up Area.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,TG02
,,2016-06-03,,,,0.23,2016-06-03,6,6,6,Still in use. Existing Built Up Area. Previous application 07/2008/0621/FUL expired.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,GH03
,,2016-06-03,,,,0.23,2016-06-03,6,6,6,Premises vacant. Existing Built Up Area.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,HP02
,,2016-06-03,,,,0.15,2016-06-03,4,4,4,Premises in use. Existing Built Up Area. 2010 application for dwellings expired. Application in 2011 for changes to industrial units.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,LSM04
,,2016-06-03,,,,0.2,2016-06-03,5,5,5,Existing Built Up Area. S106. Permission expired.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,Not Permissioned,,,,BBE15
,,2016-06-03,,,,0.07,2016-06-03,2,2,2,Existing Built Up Area. In use as Roselea Surgery. In 2013 proposed ground floor/part first floor pharmacy (Relocation of existing premises at 111 Station Road) and two storey extension to the Roslea Surgery,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,,,,,Not Permissioned,,,,BBE12
,,2016-06-03,,,,6.49,2016-06-03,162,162,162,D1 - Housing. 07/2013/0288/FUL (234 dwellings full/234 dwellings outline) - the outline approval relates to this part of the site. S106.,South Ribble,http://opendatacommunities.org/id/district-council/south-ribble,not owned by a public authority,,,,permissioned,,,,FW09b
