Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2017-12-21,-1.563122,54.882501,,0.2,2017-12-21,4,4,11,10 houses,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,2017-09-13,full planning permission,,permissioned,"Site of The Vigo public house, Hartside, Birtley",HLA1,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.583329,54.898145,yes,11.12,2017-12-21,222,222,367,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,,,,not permissioned,"BAE Systems, Mitchell St, Birtley",HLA19,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.709765,54.960635,,4.84,2017-12-21,97,97,202,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,,,,not permissioned,"Bleach Green, Elm Rd, Blaydon",HLB1,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.702211,54.952635,,0.1,2017-12-21,6,6,7,6 town houses,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,2016-01-22,full planning permission,,permissioned,"Blaydon Bank / Litchfield Lane, Winlaton",HLB2,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.721252,54.956257,,0.07,2017-12-21,8,8,10,8 assisted living flats,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,2017-08-04,full planning permission,,permissioned,"Ramsay Street, Winlaton",HLB3,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
,,2017-12-21,-1.721801,54.954549,,8.65,2017-12-21,173,173,200,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,,,,not permissioned,"MetroGreen - Derwent West Bank, Derwenthaugh Rd, Blaydonl",HLB5,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.683695,54.960005,,0.03,2017-12-21,6,6,7,conversion from office use to 6 flats,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,2016-01-26,full planning permission,,permissioned,"Shibdon House, Shibdon Rd, Blaydon",HLB7,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.59739,54.960525,,1.22,2017-12-21,54,54,61,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,,,,not permissioned,"Boulevard SW, St Bede's Dr, Gateshead",HLC1,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.608743,54.957492,,0.56,2017-12-21,112,112,275,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,mixed ownership,,,,not permissioned,"Pipewellgate, Gateshead",HLC3,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
yes,,2017-12-21,-1.602033,54.964365,,0.39,2017-12-21,78,78,165,,Gateshead Council,http://opendatacommunities.org/id/metropolitan-district-council/gateshead,not owned by a public authority,,,,not permissioned,"Hudson St car park, Gateshead",HLC4,http://www.gateshead.gov.uk/DocumentLibrary/Building/PlanningPolicy/MSGP-Documents-2017/Evidence/Draft-SHLAA-report.pdf,,,
