Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
yes,,2020-03-31,0.9505,52.9521,,0.32,2020-03-31,,10,10,Planning permission 18/00298/FUL,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,2018-08-17,full planning permission,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010SDNLLI000,permissioned,Chesterfield Arms Church Street Bingham,SHLAA/BIN/032,https://arcg.is/0PCSGT0,,,
yes,,2020-03-31,-1.1383,52.8534,,2.4,2020-03-31,,80,100,Part of mixed use allocation,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,,,,not permissioned,"Bunny Brickworks, Bunny",SHLAA/BUN/001,https://arcg.is/0PCSGT0,,,
,,2017-12-11,-0.9025,53.014,,3.45,2020-03-31,,95,95,Permission 15/03060/OUT expired,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,,,,not permissioned,"Flintham Islamic Institute, Flintham",SHLAA/FLI/001,https://arcg.is/0PCSGT0,,,
yes,,2017-12-11,-0.9813,52.966,,35.4,2020-03-31,,500,550,"Outline planning permission 10/02105/OUT granted in 2013. Number of dwellings in permisison: up to 550. Variation of conditions that required footbidge, 50 live work units and affordable housing provision approved Sept 2018.",,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,2014-01-30,outline planning permission,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NMYENNNL08H00,permissioned,"Former RAF Newton, Newton",SHLAA/NEW/002,https://arcg.is/0PCSGT0,,,
,,2017-12-11,-1.0301,52.9488,,0.5,2020-03-31,,10,10,Suggested number of dwellings from SHLAA: 15,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,,,,not permissioned,"Pedigree Wholesale, The Crescent, Radcliffe on Trent",SHLAA/RAD/040,https://arcg.is/0PCSGT0,,,
,,2017-12-11,-1.15,52.8913,,0.05,2020-03-31,,5,5,Lapsed planning permission,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,,,,not permissioned,"15 Parkyns Street, Ruddington",SHLAA/RUD/040,https://arcg.is/0PCSGT0,,,
yes,,2020-03-31,-1.0516,52.8739,,0.49,2020-03-31,,6,6,Planning permission 18/02288/FUL,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,2018-12-11,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IOIDQ7NLD7000,permissioned,"Hillcrest Workshops, Stanton in the Wolds",SHLAA/STA/014,https://arcg.is/0PCSGT0,,,
yes,,2017-12-11,-1.1195,52.9283,,1.7,2020-03-31,,50,76,Suggested number of dwellings from SHLAA: 50,,http://opendatacommunities.org/id/district-council/rushcliffe,owned by a public authority,2019-06-18,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000CCHNLLI000,permissioned,"West Bridgford Depot, West Bridgford",SHLAA/WBR/001,https://arcg.is/0PCSGT0,,,
,,2017-12-11,-1.1329,52.938,,0.1,2020-03-31,,6,6,Planning permission 13/01936/FUL expired 2018,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,,,,not permissioned,"Former Filling Station, Radcliffe Road, West Bridgford",SHLAA/WBR/016,https://arcg.is/0PCSGT0,,,
yes,,2017-12-12,-1.1251,52.9295,,0.02,2020-03-31,,9,9,Planning permission 16/02908/FUL,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,2017-03-08,full planning permission,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000HEANLLI000,permissioned,"John Germans Drovers, 37 Gordon Road, West Bridgford",SHLAA/WBR/111,https://arcg.is/0PCSGT0,,,
yes,,2018-08-28,-1.1174,52.938,,0.09,2020-03-31,,9,9,Planning permission 18/00856/FUL,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,2018-08-20,full planning permission,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000NS6NLLI000,permissioned,"134A Trent Boulevard, West Bridgford",SHLAA/WBR/124,https://arcg.is/0PCSGT0,,,
yes,,2020-03-31,-1.143,52.931,,0.37,2020-03-31,,34,34,Planning permission 18/00946/FUL,,http://opendatacommunities.org/id/district-council/rushcliffe,not owned by a public authority,2019-01-10,full planning permission,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IOM0YBNLD7000,permissioned,"Trentside Club, West Bridgford",SHLAA/WBR/144,https://arcg.is/0PCSGT0,,,
