Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2021-12-15,-0.561,51.315,,0.13,2021-12-15,,46,46,Yield from PLAN/2016/0834. This site is a small part of BLR2020007.,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-07-14,,,permissioned,"Land at Bradfield Close and 7 York Road, Woking, Surrey",SHLAAMHM004,http://www.woking2027.info/ldfregisters,,,
,,2021-12-15,-0.564,51.339,,0.09,2021-12-15,,30,30,Yield from PLAN/2020/0309. 30 dwellings permitted.,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-05-11,,,permissioned,"30-38 High Road, Byfleet, West Byfleet, Surrey KT14 7QN",BLR2020018,http://www.woking2027.info/ldfregisters,,,
,,2021-12-15,-0.458,51.317,,0.11,2021-12-15,,42,42,Yield from PLAN/2020/0244. 42 units permitted,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-04-29,,,permissioned,"First, Second And Third Floors, Technology House, 48 - 54 Goldsworth Road, Woking, Surrey",BLR2020019,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-11,-0.559,51.317,,0.03,2021-12-15,,5,5,Yield from PLAN/2019/0168,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2019-11-07,full planning permission,,permissioned,"Unit 8 to 10, Centrium, Station Approach, Woking, Surrey, GU22 7PA",BLR2020013,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-11,-0.557,51.319,,0.02,2021-12-15,,6,6,Yield from PLAN/2019/0270,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2019-05-21,full planning permission,,permissioned,"Fides House, 10 Chertsey Road, Woking, Surrey",BLR2020014,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-11,-0.595,51.312,,0.01,2021-12-15,,7,7,Yield from PLAN/2019/0856,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2019-10-25,full planning permission,,permissioned,"Hallmark House, 10-12 St Johns Road, St Johns, Woking, Surrey, GU21 7SE",BLR2020015,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-11,-0.551,51.322,,0.34,2021-12-15,,67,67,Yield from PLAN/2019/0904,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-04-07,full planning permission,,permissioned,"12-16, 25-31 Portugal Road And, Lok N Store Marlborough Road, Woking, Surrey, GU21 5JE",BLR2020017,http://www.woking2027.info/ldfregisters,,,
,,2020-12-10,-0.559,51.316,,0.52,2021-12-15,,90,300,Office use also required. Minimum yield is based on SHLAA 2017. Maximum yield is from the HIF bid. PLAN/2020/0681: Erection of hoarding to enclose site.,,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,2020-09-09,full planning permission,,permissioned,"The Triangle, 11-15 Guildford Road, Southern House, Jubilee House, Lynton House, Station Approach, GU55 7PX",BLR2020001,http://www.woking2027.info/ldfregisters,,,
,,2020-12-10,-0.558,51.321,,0.19,2021-12-15,,200,200,"Maximum yield is from the HIF bid. Office use (net 1,800 sq.m) also required.",,http://opendatacommunities.org/id/district-council/woking,mixed ownership,,,,not permissioned,"Griffin House, West Street, Woking, GU21 6BS and Concorde House, 165 Church Street East, Woking GU21 GHJ",BLR2020002,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-10,-0.564,51.318,,0.37,2021-12-15,,77,180,"Minimum yield is from extant permissions (38 at Premier House, PLAN/2020/0020 and PLAN/2018/0918; 39 at Church Gate, PLAN/2019/1090 and PLAN/2018/0741). Maximum yield is from HIF bid.",,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,2020-03-20,full planning permission,,permissioned,"Church Gate and Premier House, 9-11 and 15-19 Church Street West, GU21 6DJ",BLR2020003,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-10,-0.557,51.317,,0.26,2021-12-15,,20,150,Minimum yield is from the Site Allocations DPD. Maximum yield is from the HIF bid. Office floorspace also required.,,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,,,not permissioned,"St Dunstans Phase 3, The Crescent and Somerset House, Oriental Road, GU22 7AA",BLR2020004,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-10,-0.562,51.317,,1.51,2021-12-15,,180,1205,"Minimum yield from the Site Allocations DPD. Maximum yield from HIF bid. Office (re-provision of existing floorspace at UA9, net 1,500 sq.m at UA13 and net 900 sq.m at UA12), retail and community uses also required. Pending appeal decision, refused by Council's Planning Committee",,http://opendatacommunities.org/id/district-council/woking,not owned by a public authority,,,,pending decision,"Goldsworth Road, GU21 6JT",BLR2020005,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-10,-0.552,51.32,,1.79,2021-12-15,,250,400,Open space also required. Minimum yield from the Site Allocations DPD. Maximum yield from HIF.,,http://opendatacommunities.org/id/district-council/woking,owned by a public authority,,,,not permissioned,"Station Car Park, Car Park East, Oriental Road, Woking, GU22 7QE",BLR2020006,http://www.woking2027.info/ldfregisters,,,
yes,,2020-12-10,-0.562,51.316,,1.72,2021-12-15,,100,400,Minimum yield from the Site Allocations DPD. Maximum yield from HIF bid. Overlaps SHLAAMHM004.,,http://opendatacommunities.org/id/district-council/woking,mixed ownership,,,,not permissioned,New Central Extension (Coal Yard/Aggregates Yard) adjacent to the Railway Line,BLR2020007,http://www.woking2027.info/ldfregisters,,,
